Measurement report of dcv_sheet_total,,,,,,
Generated by DesCoVer 2.6.0,,,,,,
Date,2016-10-11 03:47:34 -0500,Author,b48923,,,
,,,,,,
,,,,,,
Testbench: LIB: esd_sm8mvLib - CELL: wunchbell_patrice - VIEW: schematic_total - Tue Oct 11 03:47:55 CDT 2016,,,,,,
,,,,,,
,,,,,,
Setup: Parameters or device casing alteration,,,,,,
Err:510,,,,,,
risetime=1n start=45u ,,,,,,
,,,,,,
,,,,,,
amplitude,length,time,vin,v2p5,vclamp9,v1p0
-30,0.000001,6.24239E-007,7.48342,0.000542307,6.64127,0.0208383
-30,0.000001,6.32376E-007,7.581,0.000559764,6.8645,0.0204986
-30,0.000001,6.34848E-007,7.61066,0.000567613,6.93189,0.020378
-30,0.000001,6.39792E-007,7.66997,0.000575498,7.06612,0.020174
-30,0.000001,6.46362E-007,7.7488,0.000594878,7.24297,0.0198676
-30,0.000001,6.48435E-007,7.77368,0.000594507,7.2983,0.0197837
-30,0.000001,6.52581E-007,7.82344,0.000610296,7.40801,0.0195777
-30,0.000001,6.59445E-007,7.90584,0.000619707,7.58584,0.0192394
-30,0.000001,6.678E-007,8.00624,0.000645748,7.78977,0.0186789
-30,0.000001,6.7691E-007,8.11589,0.000659789,7.98065,0.017778
-30,0.000001,6.83569E-007,8.19601,0.00068198,8.0953,0.016955
-30,0.000001,6.90415E-007,8.27829,0.00069075,8.19783,0.0161256
-30,0.000001,6.92557E-007,8.30402,0.00070195,8.22784,0.0158657
-30,0.000001,6.96841E-007,8.35546,0.000706067,8.28627,0.0153901
-30,0.000001,7.03398E-007,8.43415,0.000725579,8.37247,0.0146821
-30,0.000001,7.05486E-007,8.45918,0.000726364,8.39902,0.0144683
-30,0.000001,7.07677E-007,8.48533,0.000732121,8.4255,0.0142014
-30,0.000001,7.10319E-007,8.51658,0.000737734,8.45295,0.0138019
-30,0.000001,7.12256E-007,8.53914,0.000737602,8.46735,0.0133756
-30,0.000001,0.000000714,8.5594,0.000745888,8.47328,0.0128508
-30,0.000001,7.15611E-007,8.57682,0.000738415,8.46958,0.0121819
-30,0.000001,0.000000717,8.59133,0.000748596,8.45608,0.0113887
-30,0.000001,7.1822E-007,8.6038,0.00073628,8.43125,0.0103585
-30,0.000001,7.19317E-007,8.61411,0.000745212,8.3944,0.00909516
-30,0.000001,7.20419E-007,8.62375,0.000738725,8.33663,0.00729694
-30,0.000001,7.2114E-007,8.62982,0.000764609,8.28522,0.00584969
-30,0.000001,7.21701E-007,8.6347,0.000777623,8.23854,0.00468174
-30,0.000001,7.22303E-007,8.64038,0.000781311,8.1853,0.00353052
-30,0.000001,7.22866E-007,8.64614,0.000771379,8.13609,0.00259744
-30,0.000001,7.23756E-007,8.65587,0.000781763,8.06558,0.00145464
-30,0.000001,7.24515E-007,8.66454,0.000778247,8.0156,0.000773948
-30,0.000001,7.25284E-007,8.67355,0.000775727,7.97546,0.000320389
-30,0.000001,7.26083E-007,8.68304,0.00078102,7.94422,4.87807E-005
-30,0.000001,7.27115E-007,8.69539,0.000778405,7.91743,-6.06947E-005
-30,0.000001,7.28451E-007,8.71154,0.000779849,7.90043,0.000071762
-30,0.000001,7.3057E-007,8.73728,0.000783908,7.90068,0.000625266
-30,0.000001,0.000000733,8.76632,0.000784167,7.92312,0.00137037
-30,0.000001,7.3592E-007,8.80215,0.000793125,7.95974,0.00205072
-30,0.000001,7.39095E-007,8.84016,0.000795016,7.99214,0.00227942
-30,0.000001,7.43155E-007,8.88835,0.00080893,8.01435,0.00199728
-30,0.000001,0.000000744,8.89798,0.000805902,8.01642,0.00188688
-30,0.000001,7.45595E-007,8.91726,0.000813794,8.01955,0.00166767
-30,0.000001,7.46409E-007,8.9269,0.000812622,8.02078,0.00155587
-30,0.000001,0.000000748,8.9462,0.000817479,8.02317,0.00135045
-30,0.000001,7.48849E-007,8.95586,0.000818739,8.02439,0.00124988
-30,0.000001,7.50476E-007,8.97519,0.000822073,8.02719,0.00107374
-30,0.000001,7.5129E-007,8.98487,0.000824491,8.02897,0.00100241
-30,0.000001,7.52917E-007,9.00433,0.000829488,8.03489,0.000954709
-30,0.000001,7.53538E-007,9.01179,0.000824478,8.03805,0.000951712
-30,0.000001,7.54779E-007,9.02665,0.000833157,8.04503,0.000945621
-30,0.000001,7.56539E-007,9.04763,0.000832487,8.05446,0.000870193
-30,0.000001,7.59636E-007,9.08437,0.000840462,8.06504,0.000531173
-30,0.000001,7.62715E-007,9.1208,0.000848257,8.0686,4.97215E-005
-30,0.000001,7.65818E-007,9.15762,0.000851383,8.06999,-0.000408979
-30,0.000001,0.00000077,9.20734,0.00086511,8.07342,-0.000930782
-30,0.000001,7.75458E-007,9.27217,0.000869528,8.07901,-0.00156653
-30,0.000001,7.81461E-007,9.34354,0.000889714,8.08381,-0.0022799
-30,0.000001,7.93466E-007,9.48647,0.000906092,8.0918,-0.00362148
-30,0.000001,8.07281E-007,9.65114,0.000945031,8.09964,-0.00505549
