time v(/en) v(/clk) v(/rstb) v(/serial_out) v(/net97) v(/en_out)
0.000100072302916601 0.0361514582993127 0.361514582901523 2.49999999999979 1.18799096819409 2.78854730984696e-06 2.78487976137238e-06
0.000100074426298452 0.0372131492247372 0.372131492154524 2.50000000000016 1.18799111087396 3.55101739521877e-06 3.54430921303206e-06
0.000100076333782025 0.0381668910112905 0.381668910021388 2.49999999999979 1.18799127430545 4.42491958956327e-06 4.41827955528531e-06
0.000100078553260985 0.039276630491237 0.392766304819557 2.50000000000017 1.18799152086768 5.74268618856224e-06 5.73213388195978e-06
0.00010008066600887 0.0403330044338803 0.403330044247254 2.4999999999998 1.18799182376558 7.3597770319106e-06 7.34806266804211e-06
0.000100082995745989 0.0414978729934121 0.414978729841176 2.50000000000018 1.18799225760237 9.67660634761902e-06 9.65948440341761e-06
0.000100085299382604 0.0426496913007543 0.426496912915724 2.49999999999982 1.1879928142593 1.26448782892013e-05 1.2624538275462e-05
0.000100087770095423 0.0438850477101436 0.438850477008025 2.50000000000021 1.18799359072116 1.67865656697715e-05 1.67582508186589e-05
0.000100090267405891 0.0451337029442284 0.451337029349719 2.49999999999986 1.18799461149059 2.22236360489672e-05 2.2188661837303e-05
0.000100092910844492 0.0464554222450589 0.46455422235604 2.50000000000025 1.18799601718596 2.97119324450156e-05 2.96646253084707e-05
0.000100095621830773 0.0478109153853758 0.478109153759512 2.49999999999991 1.18799789266938 3.96905021756206e-05 3.96307996267807e-05
0.000100098481182489 0.0492405912432309 0.492405912335354 2.50000000000032 1.18800046373406 5.33681532653947e-05 5.32888316748583e-05
0.000100101454519255 0.0507272596261933 0.50727259616436 2.50000000000001 1.18800393577689 7.18184659648568e-05 7.17173292417563e-05
0.000100104613274055 0.0523066370263156 0.523066370161784 2.50000000000044 1.18800871581955 9.72088872053912e-05 9.70762714814071e-05
0.000100107969183713 0.0539845918551433 0.539845918448243 2.50000000000016 1.18801528232842 0.000132050864823176 0.000131881402533312
0.000100111623108477 0.0558115542374189 0.558115542265975 2.50000000000064 1.18802449510668 0.000180901050959125 0.000180681457776763
0.000100115671482591 0.0578357412944999 0.578357412833743 2.50000000000041 1.18803760002901 0.000250317216476502 0.000250037579765168
0.000100120353341681 0.060176670839336 0.60176670827578 2.50000000000095 1.18805697665767 0.000352886687656776 0.000352528247628145
0.000100126110044741 0.0630550223691605 0.630550223569324 2.50000000000081 1.18808735133732 0.000513596454910521 0.000513141387775154
0.00010013448716512 0.0672435825589302 0.672435825457631 2.50000000000148 1.18814402332075 0.000813662007019383 0.000813072833774515
0.000100147503584492 0.0737517922446391 0.737517922305106 2.50000000000146 1.18825596600563 0.00140851581742269 0.00140777227353933
0.00010015730907565 0.0786545378237857 0.78654537808863 2.50000000000196 1.18835340062708 0.00192906838346066 0.00192826382503344
0.000100167457093691 0.0837285468445999 0.837285468292326 2.50000000000172 1.18846072535131 0.00250732583466869 0.0025064691537587
0.000100179018813094 0.089509406545984 0.895094065302657 2.50000000000211 1.18858673396716 0.00319269558549955 0.00319182533650445
0.000100183914730548 0.0919573652727443 0.919573652558834 2.50000000000198 1.18864341533062 0.00350431557268342 0.00350333905392932
0.000100186948270531 0.0934741352644068 0.934741352456813 2.50000000000291 1.18868526962007 0.00373621621909641 0.00373498463442806
0.000100189648661644 0.0948243308208696 0.948243307987996 2.50000000000365 1.1887353790648 0.0040138554974972 0.00401212945830917
0.000100191857815951 0.0959289079743758 0.959289079447101 2.50000000000653 1.18879838026958 0.00436675865157297 0.00436391729881066
0.000100194139800385 0.0970699001917541 0.970699001558184 2.50000000001057 1.18890674807446 0.00496623194943432 0.0049614923619672
0.000100196102083457 0.0980510417277359 0.980510416908826 2.50000000001347 1.1890391966791 0.00567632177383603 0.00567046838896581
0.000100198644181638 0.0993220908185115 0.99322090780532 2.50000000001502 1.18924319367656 0.00675626644819256 0.006749568815761
0.000100199208621277 0.0996043106385102 0.996043105998264 2.50000000001529 1.18929130649831 0.00699005277002211 0.00698347958712458
0.000100199616303435 0.0998081517178135 0.998081516799854 2.50000000001507 1.18931986645515 0.00713261819736895 0.00712637731679282
0.000100199947882832 0.0999739414174028 0.999739413792356 2.50000000001214 1.18934610174642 0.00718949146061651 0.00718454475362934
0.000100200317291379 0.100158645689864 1.00158645653782 2.50000000001078 1.18934104212123 0.00718138898883984 0.00717909006508298
0.000100200679953383 0.100339976692076 1.00339976655326 2.50000000000429 1.189346106061 0.00713723685787657 0.00713677723862574
0.000100200820879778 0.100410439886664 1.00410439850758 2.49999999998954 1.1893305653463 0.0070986407413966 0.00710301401268168
0.000100200891342975 0.100445671483848 1.00445671448575 2.49999999997149 1.18930860011647 0.00708895249879626 0.00709340650425899
0.000100201032269369 0.100516134678333 1.00516134646001 2.49999999990374 1.18931481728686 0.00711973501755341 0.0071224298028351
0.0001002011474066 0.100573703295581 1.0057370326158 2.49999999989366 1.18937320294886 0.00713902063888436 0.00714400665919297
0.000100201262311579 0.100631155783168 1.00631155746285 2.49999999989278 1.18936869515245 0.0070704268301557 0.00708810800144389
0.000100201380281078 0.100690140535091 1.00690140494522 2.49999999992323 1.18936516000568 0.00696778510768502 0.00698575619300087
0.000100201510889211 0.100755444598592 1.00755444554115 2.49999999992104 1.18934046672406 0.00679239187680989 0.00681929000577785
0.000100201700057388 0.100850028694109 1.00850028645412 2.50000000000026 1.18926491020358 0.00656929911357125 0.00658404944366204
0.000100201856780919 0.100928390455248 1.00928390410057 2.49999999997767 1.18924507049121 0.00639569966048403 0.00641222691344783
0.000100202043558857 0.101021779427525 1.01021779380889 2.49999999999352 1.18918562897308 0.00617253955605159 0.00619126396967929
0.000100202270827041 0.101135413517222 1.01135413473683 2.49999999997882 1.18914887207176 0.00595204729347275 0.00596376489651361
0.000100202611772672 0.10130588633454 1.01305886290144 2.49999999998045 1.18907417534263 0.00560615269564181 0.00562353620628909
0.000100202987687532 0.101493843762737 1.01493843721908 2.49999999997835 1.18900939323184 0.00529370559074264 0.00530229238587019
0.000100203473150336 0.101736575167041 1.01736575126055 2.49999999998027 1.18893168223444 0.00491545819211473 0.0049292402849914
0.000100204098414717 0.102049207355902 1.02049207319601 2.49999999998708 1.18884868871681 0.0045572136576434 0.00456139453697045
0.000100204811845707 0.102405922852641 1.02405922817307 2.49999999999063 1.18878814607519 0.00426689138381402 0.00427447545194491
0.000100205782809482 0.10289140473868 1.02891404709395 2.49999999999898 1.18873575830977 0.00407834714714834 0.00407714620811685
0.000100206985021096 0.103492510547722 1.03492510520525 2.4999999999974 1.18871946436113 0.0039754244062707 0.00397887207095872
0.000100207876840908 0.103938420451607 1.03938420428901 2.50000000000096 1.18870371123453 0.00394415239402716 0.00394214657246783
0.00010020910996654 0.104554983269672 1.04554983247638 2.49999999999755 1.18870295883236 0.00390028378330761 0.00390303659391989
0.000100210470740837 0.105235370416235 1.05235370398862 2.50000000000087 1.18868510873367 0.00386302324536058 0.00386129104834675
0.000100213121646614 0.106560823306683 1.06560823290404 2.49999999999732 1.18867640779776 0.00377840828100582 0.00378093493467797
0.000100215810645865 0.107905322930231 1.07905322917098 2.50000000000059 1.18864825707076 0.00369640937607417 0.00369487075079884
0.000100219238162536 0.109619081268084 1.09619081253687 2.49999999999727 1.18863414520712 0.00358457167892087 0.003586958348919
0.000100223400706103 0.111700353049252 1.11700353037356 2.5000000000005 1.18859491125881 0.0034525563812907 0.00345114716793351
0.000100229579804289 0.114789902144221 1.14789902130581 2.4999999999973 1.18856222404386 0.00325307721570863 0.00325536119844937
0.000100237583461907 0.118791730951404 1.1879173094051 2.50000000000049 1.18849718158011 0.00300076376637678 0.0029994105465734
0.000100248805552458 0.124402776228968 1.24402776215995 2.49999999999737 1.1884335818149 0.00265396199355634 0.00265618284656949
0.000100262846450604 0.131423225299746 1.31423225289696 2.50000000000057 1.18833520242095 0.0022410773643298 0.00223974465934432
0.000100283501762034 0.141750881016644 1.41750881004235 2.49999999999754 1.18822782834169 0.00167857727671768 0.00168070539119948
0.000100307842331199 0.153921165597102 1.53921165587712 2.50000000000079 1.18809718609796 0.00109963818459955 0.00109823261463753
0.000100341558037769 0.170779018884497 1.70779018872671 2.49999999999789 1.1879799531274 0.000471537035449856 0.00047349942473223
0.000100386009525286 0.193004762640658 1.93004762632774 2.50000000000139 1.18788364308927 4.63093158403394e-05 4.4644687787603e-05
0.000100424235830289 0.212117915144276 2.12117915134841 2.49999999999846 1.18788526607701 1.29972759519018e-06 2.99135268929535e-06
0.000100462117915144 0.231058957569946 2.31058957562358 2.50000000000146 1.18787459590349 1.13259390724729e-06 -5.52724538956621e-07
0.000100481058957572 0.240529478786033 2.40529478776522 2.49999999999847 1.18788515525085 5.40588281594216e-07 2.21211045744602e-06
0.0001005 0.249999999997778 2.49999999990187 2.50000000000145 1.18787457301488 1.04303843678246e-06 -6.16250626508791e-07
0.000100509887552691 0.254943776344531 2.49999999999987 2.49999999999996 1.18787974307932 7.80924493280542e-08 7.252696209597e-08
0.000100521724561893 0.260862280945553 2.50000000000005 2.49999999999996 1.18787962325087 3.80978273698414e-08 4.28900639975072e-08
0.000100532943034895 0.266471517446542 2.49999999999988 2.49999999999996 1.18787964388356 8.30825483901454e-08 7.74108308891126e-08
0.000100555379980899 0.277689990448518 2.50000000000004 2.49999999999996 1.1878796388318 4.88553528473653e-08 5.37230260956131e-08
0.000100600253872907 0.300126936452472 2.49999999999988 2.49999999999996 1.18787967671371 1.17535707992312e-07 1.11816572275944e-07
0.000100690001656923 0.345000828460376 2.50000000000004 2.49999999999996 1.18787972327004 2.22641983899451e-07 2.27497183189072e-07
0.000100869497224955 0.434748612476177 2.49999999999988 2.49999999999996 1.18788011044669 2.03202395748115e-06 2.02606181615786e-06
0.000101228488361018 0.614244180507574 2.50000000000005 2.49999999999998 1.18788658657118 4.383537055436e-05 4.38373388686247e-05
0.0001015133490116 0.756674505798448 2.49999999999988 2.50000000000002 1.18790016302226 0.000142604514474164 0.000142592584447973
0.000101783869986659 0.891934993328188 2.50000000000005 2.50000000000001 1.18791176771397 0.00026254262877697 0.000262543006202933
0.000101867850814402 0.93392540719927 2.49999999999988 2.50000000000002 1.187914200637 0.000301105852492319 0.000301094407596606
0.00010193282737098 0.966413685488226 2.50000000000005 2.50000000000001 1.18791549280018 0.000330360634876688 0.000330361673309097
0.000101970718347692 0.985359173844257 2.49999999999988 2.50000000000002 1.18791591743722 0.00034664593265035 0.000346634136055989
0.000102002672296113 1.00133614805418 2.50000000000005 2.5 1.18791590411154 0.000358997289101869 0.000358998392440614
0.000102028607649468 1.01430382473006 2.49999999999988 2.49999999999999 1.18791524633153 0.000365911876134842 0.000365903651549007
0.000102053692515453 1.02684625772309 2.50000000000004 2.49999999999997 1.1879141263349 0.000370334659446387 0.000370338363502314
