time v(/en) v(/clk) v(/rstb) v(/word) v(/net066) v(/en_out) v(/W0) v(/W1) v(/W2) v(/W3) v(/W4) v(/W5) v(/W6) v(/W7)
5.00535565858979e-05 9.7253470583964e-14 6.65673258097739e-12 2.50000000000139 2.50000000000008 8.07395190583117e-07 6.36782154642998e-07 5.87930258724408e-07 2.49934820717858 5.88682172617206e-07 2.49934818800765 5.88681540500649e-07 5.88685157442116e-07 5.88685328285781e-07 5.88851575220816e-07
5.00560568682736e-05 -1.04740790058437e-13 -6.68148521437641e-12 2.49999999999842 2.4999999999999 -5.27024740192693e-07 -3.53270910348142e-07 -3.42287288077291e-07 2.49934658851124 -3.43327982581041e-07 2.49934659184138 -3.43322418796415e-07 -3.43329139572063e-07 -3.43328968319568e-07 -3.43565722440655e-07
5.00610574330252e-05 1.08251602578653e-13 6.69219404166089e-12 2.50000000000155 2.50000000000009 8.07341546663511e-07 6.2325741060141e-07 5.75106934920503e-07 2.49934793322644 5.75867683245185e-07 2.49934792096507 5.75867127111589e-07 5.75870854523484e-07 5.75871025611847e-07 5.76008370463198e-07
5.00694529233857e-05 -1.1027443274801e-13 -6.69825478261297e-12 2.49999999999834 2.4999999999999 -6.11026506026452e-07 -4.30418575072934e-07 -4.19423075679872e-07 2.49934677578311 -4.20466695386471e-07 2.49934678083149 -4.2046116932397e-07 -4.2046793608762e-07 -4.2046776497122e-07 -4.20688223393339e-07
5.00851830920447e-05 1.11338587429602e-13 6.70138188460349e-12 2.50000000000159 2.50000000000009 7.57870823770481e-07 5.69893156101682e-07 5.2156292843224e-07 2.49934792041889 5.22324713242266e-07 2.49934791187941 5.22324179446558e-07 5.22327929361772e-07 5.22328100546038e-07 5.22455865695064e-07
5.01087117154087e-05 -1.12029267964011e-13 -6.7032377362096e-12 2.49999999999831 2.4999999999999 -6.70636547840241e-07 -4.87829769977572e-07 -4.76721766522136e-07 2.49934693792846 -4.77765758615867e-07 2.49934694419765 -4.7776024489176e-07 -4.77767023511011e-07 -4.77766852435197e-07 -4.77981667613189e-07
5.01421983837567e-05 1.12526509999352e-13 6.70476219079855e-12 2.50000000000161 2.50000000000009 7.26749898552408e-07 5.37264142579093e-07 4.88820726523103e-07 2.4993480558079 4.8958265215892e-07 2.4993480484564 4.89582127235602e-07 4.89585884560385e-07 4.89586055793671e-07 4.89709934117111e-07
5.01903504319852e-05 -1.12852841445175e-13 -6.70552564248074e-12 2.4999999999983 2.4999999999999 -6.97608174834594e-07 -5.13760973564635e-07 -5.02575095931515e-07 2.49934720043925 -5.03619157562568e-07 2.4993472068545 -5.03613649404388e-07 -5.03620433155452e-07 -5.036202620877e-07 -5.03832348525497e-07
5.02626470463842e-05 1.1308722111926e-13 6.70631959463084e-12 2.50000000000162 2.50000000000009 7.12472740604208e-07 5.2227444243184e-07 4.73770820409545e-07 2.49934839562762 4.74532745433827e-07 2.49934838862021 4.7453222515298e-07 4.74535985599536e-07 4.74536156875434e-07 4.74658155434584e-07
5.03716605138629e-05 -1.13224030413225e-13 -6.70654461839918e-12 2.4999999999983 2.4999999999999 -7.1065199150281e-07 -5.26334175544083e-07 -5.15107450715686e-07 2.49934774517877 -5.16151537922903e-07 2.49934775157652 -5.16146031614116e-07 -5.16152817772406e-07 -5.16152646680093e-07 -5.16363491475349e-07
5.05325608782985e-05 1.13335094141142e-13 6.70700012906864e-12 2.50000000000163 2.50000000000009 7.05371911088605e-07 5.14858393681182e-07 4.66327405899232e-07 2.49934918509488 4.67089289690076e-07 2.49934917820073 4.67088772462292e-07 4.67092533929565e-07 4.67092705265337e-07 4.67213855071546e-07
5.07695667172897e-05 -1.13391778825673e-13 -6.70700271883568e-12 2.49999999999829 2.4999999999999 -7.16894561107745e-07 -5.3236377118391e-07 -5.21116447714319e-07 2.49934892309932 -5.22160583648171e-07 2.49934892946914 -5.22155076755109e-07 -5.22161864424926e-07 -5.2216169326276e-07 -5.22371986579241e-07
5.11192804654966e-05 1.13448794664949e-13 6.70731044001131e-12 2.50000000000163 2.50000000000009 7.01795147723007e-07 5.11136797392738e-07 4.62593883631195e-07 2.49935091080438 4.63355683869694e-07 2.49935090395397 4.63355172344393e-07 4.63358933624786e-07 4.63359105067672e-07 4.63479844319564e-07
5.16406115487833e-05 -1.13468475064792e-13 -6.70721186548461e-12 2.49999999999829 2.4999999999999 -7.20184373217248e-07 -5.35556637417733e-07 -5.2429929239832e-07 2.49935148797898 -5.25343538968939e-07 2.49935149433466 -5.2533803178245e-07 -5.25344821101098e-07 -5.25344649783522e-07 -5.25554718959333e-07
5.24133147711203e-05 1.13500301301877e-13 6.70745031653427e-12 2.50000000000163 2.50000000000009 6.9968559898263e-07 5.08960519681813e-07 4.60410764838712e-07 2.49935470778574 4.61172390196771e-07 2.4993547009579 4.61171886161045e-07 4.61175645927574e-07 4.61175817596599e-07 4.61296327852789e-07
5.35631227004752e-05 -1.1350322303775e-13 -6.70730702723087e-12 2.49999999999829 2.4999999999999 -7.22136090312953e-07 -5.3746674285431e-07 -5.26210377243956e-07 2.49935711151973 -5.27254872951644e-07 2.49935711787506 -5.27249359905067e-07 -5.27256152066672e-07 -5.27255980420836e-07 -5.27466010775377e-07
5.5e-05 1.13525341898795e-13 6.70751757167125e-12 2.50000000000163 2.50000000000009 6.98415021280247e-07 5.07653472736846e-07 4.59087994651911e-07 2.49936223509591 4.59849283735869e-07 2.49936222828745 4.59848788752084e-07 4.59852545119204e-07 4.59852717223462e-07 4.59973036197011e-07
5.5003125e-05 3.60378071798423e-15 0.156249997418325 2.50000000000024 2.5 1.02875677449163e-05 1.02595691956201e-05 1.02139323509603e-05 2.49936238262497 1.02137915292741e-05 2.49936238211987 1.02137940288529e-05 1.02137925084108e-05 1.02137926798412e-05 1.02137523325877e-05
5.50081321628701e-05 2.27373504771575e-15 0.406608141055049 2.50000000000016 2.5 2.38726208308224e-05 2.38526025142935e-05 2.38158011216153e-05 2.49936080906268 2.3815658146102e-05 2.49936080901933 2.38156606412822e-05 2.38156591371949e-05 2.38156593078311e-05 2.3815610340736e-05
5.50106357443051e-05 2.05153055634059e-13 0.531787212601886 2.50000000001515 2.50000000000038 0.000239780696835282 0.000238464633832939 0.000237099336598586 2.49935010060851 0.000237099316036614 2.49935011763792 0.000237099315964205 0.00023709931628315 0.00023709931628589 0.000237099311170385
5.50123987029832e-05 7.49806273617048e-13 0.619935146039429 2.50000000005584 2.50000000000142 0.000942916505487643 0.000938054644527252 0.000933006872366144 2.49931452621665 0.000933006793683458 2.49931457764081 0.000933006793665503 0.000933006792524429 0.000933006792522783 0.000933006773583568
5.50144664646036e-05 1.47268210183515e-12 0.723323226679942 2.50000000009928 2.50000000000259 0.00273695280678387 0.00272814335762713 0.0027190782040896 2.49927603215385 0.00271907835712585 2.49927604535424 0.00271907835657345 0.0027190783582017 0.00271907835820301 0.00271907839432187
5.50164343733946e-05 1.71636315688697e-12 0.821718665894939 2.5000000001179 2.50000000000306 0.00512314934143921 0.00511269969655325 0.00510190021714486 2.49925579743878 0.00510190006381664 2.49925581470345 0.00510190006418159 0.00510190006208944 0.005101900062088 0.00510190003435312
5.50185292387545e-05 1.833425016329e-12 0.926461933756253 2.5000000001252 2.50000000000329 0.00796565512810398 0.00795454168339663 0.00794331947745822 2.49924368198901 0.00794331966039205 2.49924367550879 0.00794331967117449 0.00794331966177236 0.00794331966177314 0.00794331969331459
5.50190153126932e-05 1.49456812320064e-12 0.95076563049178 2.50000000012996 2.50000000000335 0.00865567205966184 0.00864458581666878 0.0086344462199623 2.49923873852528 0.00863444589621753 2.49923877028494 0.00863444595076591 0.00863444589295713 0.00863444589293981 0.00863444587605795
5.50192583496625e-05 1.61374580898108e-12 0.962917478616671 2.50000000015701 2.50000000000385 0.00904081147165913 0.00902797008550303 0.00901700300404218 2.49922243985057 0.00901700169377388 2.49922261633535 0.00901700047176134 0.0090170016998774 0.00901700169982927 0.00901700111434628
5.50197444236012e-05 2.18949360682367e-12 0.987221174669996 2.50000000023795 2.50000000000573 0.0100727837978772 0.0100540094632604 0.0100387847952214 2.49916096680983 0.0100387847136854 2.49916121441781 0.0100387851027673 0.0100387847015261 0.0100387847012057 0.0100387849164309
5.50201909969844e-05 5.09292186215891e-12 1.00954984232677 2.50000000048036 2.5000000000103 0.0117115723572439 0.0116755930894184 0.0116401769666823 2.49900815323412 0.0116401729443008 2.4990089882329 0.011640173355119 0.0116401729550144 0.0116401729534809 0.0116401712564781
5.50205809365227e-05 1.33724455329309e-11 1.02904681829747 2.50000000071575 2.50000000001548 0.0139651513304192 0.0139077641213635 0.0138452705646987 2.49884829305635 0.0138452734010453 2.49884866615524 0.0138452745829397 0.0138452734139303 0.0138452734082112 0.0138452742135072
5.50206589537445e-05 3.39477583733861e-11 1.03294767913144 2.50000000061364 2.50000000001615 0.0144586932725049 0.0143903064526248 0.0143200620419152 2.4988967758522 0.0143200885751061 2.49889517212964 0.0143200919088896 0.0143200911644648 0.0143200911552628 0.014320082425016
5.50206979623554e-05 4.53919955776442e-11 1.03489810988409 2.50000000055398 2.50000000001431 0.0146513507659681 0.0145802352841386 0.0145049371612919 2.49897669155803 0.0145049900782643 2.4989729878376 0.0145049901059796 0.0145049912793383 0.0145049912696418 0.0145049942566756
5.50207759795771e-05 4.77231551592479e-11 1.03879897069977 2.50000000052601 2.50000000000655 0.0148722443455828 0.0148093385778174 0.0147219483650251 2.49916346631164 0.0147219954721554 2.49915798283949 0.014721881587795 0.0147220018273008 0.0147220018190561 0.0147220200758586
5.50208501981913e-05 3.92448112270182e-11 1.04250990140066 2.50000000084927 2.49999999999895 0.0150419408504808 0.0149851532067397 0.0148694976533279 2.49916997325446 0.0148694205477801 2.49916634933014 0.0148681421618647 0.0148694494300978 0.014869449423967 0.0148694503684959
5.5020904928691e-05 2.60467031401477e-11 1.04524642607461 2.50000000103599 2.50000000000458 0.0153037414307491 0.0152371114253932 0.0150934614885782 2.49898874815426 0.0150933404634151 2.49898422849019 0.0150913421738822 0.0150933283576575 0.015093328338668 0.0150933071664439
5.50209678197053e-05 2.22154475416821e-11 1.04839097698616 2.50000000123175 2.50000000001697 0.0158078637012774 0.015727363214895 0.0155665401817137 2.49872248821954 0.0155664838232896 2.49870821937009 0.0155635980349643 0.015566421244741 0.0155664212274484 0.0155664099699911
5.50209821210901e-05 8.55833644061015e-12 1.04910604607162 2.50000000119484 2.50000000002296 0.0159407259414186 0.0158620637597053 0.0157038059200062 2.4986759800145 0.0157037827414827 2.49865794175687 0.0157000250657043 0.0157037135613834 0.0157037135568774 0.0157037215834174
5.50210107238596e-05 -1.74796286827911e-11 1.05053618467815 2.50000000095521 2.50000000002632 0.0161736340111898 0.0161202803147672 0.0159863541196523 2.49863288511506 0.0159864240822334 2.49860344618492 0.0159835413461663 0.0159863371131893 0.0159863370668173 0.0159864120368371
5.50210398110212e-05 -1.09976895699729e-10 1.05199054255081 2.50000000078841 2.50000000003088 0.0163241503819284 0.0163433428277494 0.0162695563773023 2.49864346478305 0.0162697091624125 2.4985989899312 0.0162831898597254 0.016269618445493 0.0162696183221524 0.0162698073440283
5.50210736262908e-05 -7.12007018147388e-11 1.05368130602632 2.50000000038298 2.50000000002318 0.0165747766198676 0.0166139743398364 0.0166024787632218 2.49864800284437 0.0166024874125159 2.49858909960867 0.016672412447166 0.0166025700638739 0.0166025698383699 0.0166025672548924
5.50211075660743e-05 -5.09918758003272e-11 1.05537829471756 2.50000000022477 2.50000000002068 0.0170177774304174 0.0169934603663428 0.0169850298970245 2.49855785308747 0.0169849300486328 2.49848653122384 0.0171592174047964 0.0169850510747717 0.0169850507836403 0.0169848449318861
5.50211317520221e-05 -2.20788740354778e-11 1.05658759226885 2.49999999921473 2.50000000001956 0.0173672242220078 0.0173143730894357 0.0172977648711759 2.49846548956817 0.0172976519734354 2.49837922682734 0.0176500393944135 0.017297719406354 0.01729771853939 0.01729759954587
5.50211589392755e-05 1.14082700736278e-11 1.05794695508967 2.49999999890212 2.50000000003439 0.0176838742252626 0.0176149745628088 0.0176187701231563 2.4984801209944 0.0176187263564221 2.49836250875232 0.0183069898564862 0.0176187513375954 0.0176187502175343 0.0176187095600876
5.50211810247618e-05 -1.40111550578301e-12 1.05905122933338 2.50000000417903 2.50000000002802 0.0178605508228931 0.017801134320498 0.0178229069518616 2.49849749498469 0.0178229439553517 2.49835230893057 0.0186060347966655 0.017822941695499 0.0178229506624799 0.0178229928811227
5.50211965919503e-05 -4.72954365036535e-11 1.05982958807065 2.50000000678452 2.50000000002575 0.0180901696142025 0.018020620265385 0.0180162960620055 2.49835397755622 0.018016296036569 2.49820079792375 0.018719315649667 0.0180162699510959 0.0180162943864468 0.0180162872684734
5.5021208263433e-05 -9.81494026494743e-11 1.06041316161352 2.5000000089938 2.49999999999487 0.0184293318041701 0.0183330650387585 0.01825743149708 2.49807262000336 0.0182572892232773 2.49792531829093 0.0188077354681616 0.0182572422073904 0.0182572849563283 0.0182571910638588
5.50212195506309e-05 -1.3157047395394e-10 1.06097752099081 2.50000000898913 2.49999999999652 0.0189286352486163 0.0187899048456229 0.018611249376842 2.49763444647434 0.018610863865135 2.49750301570876 0.0189033244279752 0.0186108080192294 0.0186108569539858 0.0186106636917257
5.50212282199534e-05 -1.5656674010018e-10 1.06141098679427 2.5000000096908 2.49999999997069 0.0194224592617314 0.0192434996761264 0.0189717490641723 2.49719590858783 0.0189711223377489 2.49708264195005 0.0190263306346388 0.0189710762253566 0.0189711150755982 0.0189708576036687
5.50212408791782e-05 -1.29472984326352e-10 1.06204394828552 2.50000000746681 2.50000000000501 0.0202871273585652 0.0200351658329819 0.0196322018973837 2.49648237094742 0.0196312097896456 2.49639960066435 0.0192350490246939 0.0196311824996341 0.0196312009497354 0.0196308520928669
5.50212511463188e-05 -1.00540532815925e-10 1.06255730587449 2.50000000563157 2.50000000000828 0.0210522242172575 0.0207399779348803 0.0202552702478371 2.49590449368121 0.0202540403723591 2.49584668768394 0.0195009019133013 0.0202540247372795 0.0202540317931008 0.0202536583666614
5.50212588403669e-05 -4.09211884371277e-11 1.06294200916643 2.5000000030714 2.5000000000632 0.0216332621715792 0.0212770733053028 0.0207542295193588 2.49551484684148 0.0207528954201952 2.4954752968138 0.0198169334918962 0.0207528849839348 0.0207528865963213 0.020752517418143
5.50212669440176e-05 7.66043098164892e-12 1.06334719240055 2.50000000210724 2.5000000000692 0.0222279501478391 0.021828206588512 0.0212905371458616 2.49518872813543 0.0212891917536432 2.49516959923525 0.0202350400951893 0.0212891882815457 0.0212891841540154 0.0212888370150616
5.50212728535861e-05 9.90594841158175e-11 1.06364267199456 2.49999999868473 2.50000000013349 0.0226453259764569 0.0222107233146914 0.0216815292457165 2.49504824592611 0.0216802551685021 2.49504627110377 0.0206161401356104 0.0216802574791112 0.021680246797765 0.0216798998147642
5.50212795176949e-05 1.92166590373217e-10 1.06397587862808 2.49999999361408 2.50000000014933 0.0230649870371219 0.0225910410436244 0.022100902553242 2.49505278142233 0.0220998199893239 2.49507638510417 0.021103408618128 0.022099840039504 0.0220998122100659 0.0220994686327243
5.50212845595686e-05 2.76552072255971e-10 1.06422797348785 2.49999999088974 2.50000000020966 0.0232650421218356 0.0227957514528381 0.0223726880119763 2.49517864370274 0.0223718493346628 2.49522835921204 0.0214684171207315 0.0223718933912473 0.0223718425507412 0.0223716675369898
5.50212924285316e-05 3.69603282011315e-10 1.06462142303076 2.4999999912964 2.50000000023489 0.0233956235535724 0.0229433559931889 0.0226640105468142 2.49556557947638 0.0226636771144206 2.49566335075083 0.021950846011171 0.0226637507362935 0.0226636737197077 0.0226637132412394
5.50212989823865e-05 4.27923345974226e-10 1.06494911677105 2.49999999355368 2.500000000295 0.0233436238438538 0.0229280948647978 0.0227965951132304 2.49603455927439 0.0227968509659979 2.49617540132349 0.0222359379393786 0.022796939411789 0.0227968470393791 0.0227971070684641
5.50213058931945e-05 4.60821845931039e-10 1.0652946577463 2.49999999624959 2.50000000029425 0.0231873310734637 0.0228157136441395 0.0228448567151001 2.4967062715996 0.0228456935329793 2.49690954947135 0.022427540255194 0.0228457896246728 0.0228456901632447 0.0228460983152755
5.50213135639736e-05 4.78661789002544e-10 1.06567819708588 2.49999999714112 2.50000000032513 0.0229364380329859 0.0226124606973095 0.0228074784658125 2.49754693139559 0.0228090090034217 2.49786737483062 0.0225192403159285 0.0228090984916839 0.022809004313296 0.0228095052408393
5.50213249350746e-05 4.51402839676934e-10 1.06624675179545 2.49999999769098 2.50000000026356 0.0224232949115678 0.0221832705639977 0.0225879563873356 2.49894647100492 0.0225904717044536 2.499359676269 0.0224317656662904 0.0225905386016126 0.0225904651142837 0.0225910787488295
5.50213381452599e-05 3.82589730412748e-10 1.06690726014222 2.49999999679904 2.50000000021362 0.0216016455894297 0.0214956498102927 0.0220900273653731 2.50067796679843 0.0220934429258977 2.50120564998767 0.0220197026304885 0.0220934618109315 0.0220934343135874 0.0220942135543274
5.502135164964e-05 2.64375609363751e-10 1.06758247735387 2.49999999578928 2.5000000000797 0.020511420293742 0.0205840783808398 0.0213211656462636 2.50240964420852 0.0213246940413289 2.50327464732102 0.0212906704987046 0.0213246800839276 0.021324686896332 0.0213256466166623
5.50213646177333e-05 1.36037356013929e-10 1.06823088012262 2.49999999422388 2.49999999999462 0.0192713747656195 0.0195379892916567 0.0203643133602343 2.50389211774241 0.0203680999227939 2.50514203340138 0.0203486606293747 0.0203680716009502 0.0203680961580026 0.0203691526870882
5.50213800628483e-05 -3.95871622487621e-11 1.06900313314555 2.49999999301457 2.49999999983007 0.0176511034303223 0.0181460174980154 0.0190172994090937 2.50526245502363 0.0190207213918158 2.50678503822179 0.0190064557406381 0.0190206960936285 0.0190207221761116 0.019021746930865
5.50213981117626e-05 -2.1933126175663e-10 1.06990557608434 2.49999999177418 2.49999999972459 0.0157347021727254 0.0164513070684985 0.0172946720170747 2.50616589119215 0.0172969745397553 2.50766947223872 0.0172823411307385 0.0172969581934801 0.0172969764193791 0.0172977539965031
5.50214160602742e-05 -3.67844597533693e-10 1.07080299920683 2.49999999178473 2.49999999960462 0.01399430848961 0.0148493637038943 0.0155915086420888 2.50625109957935 0.0155922557198756 2.5074815595145 0.0155747055243666 0.0155922212616889 0.0155922550817217 0.0155926221652856
5.50214346815089e-05 -4.46224252300126e-10 1.07173405957507 2.49999999228782 2.49999999959892 0.0125296403263302 0.0134379638604365 0.0140206071954446 2.50553742924049 0.0140196303697208 2.50634772657584 0.0139991601178349 0.0140196589784357 0.0140196260969136 0.0140195472946892
5.50214546204071e-05 -4.6470645097216e-10 1.07273100393182 2.49999999410942 2.49999999959965 0.0115398685865178 0.0123498297595772 0.0127300730781338 2.5040961796105 0.0127275250916392 2.50446600640022 0.0126995476811721 0.0127274991737781 0.0127275187022408 0.0127268412985392
5.50214784701948e-05 -3.77604982400678e-10 1.07392349448136 2.49999999651666 2.49999999973228 0.0111662854034305 0.0117384896809161 0.0118679428737983 2.50187370981466 0.0118641498960868 2.50181170982162 0.011829499526451 0.0118641245165971 0.0118641412133041 0.011863008153455
5.50215058736609e-05 -2.0362916522455e-10 1.07529367029216 2.49999999979746 2.49999999987903 0.0116878088928512 0.0118994763628977 0.0118063964030583 2.4993108320467 0.0118021522212184 2.49892955713197 0.0117634103755578 0.0118021307848294 0.0118021443595246 0.0118009187061085
5.50215330570566e-05 1.05313007142903e-11 1.07665284354434 2.50000000200981 2.50000000008096 0.0128370689048164 0.012705694146843 0.0125069123986476 2.49744581369369 0.0125040218548003 2.49691584599956 0.0124665681736247 0.0125040012701303 0.0125040114519082 0.0125030305815792
5.50215554526082e-05 1.49648483231191e-10 1.07777262349879 2.50000000329548 2.50000000015963 0.0139042643352597 0.0135726547664788 0.0133852431549375 2.49674348704038 0.0133838450377782 2.49617608655097 0.0133514139763903 0.0133838271828639 0.0133838340235386 0.013383278410075
5.50215766688075e-05 2.44714798045093e-10 1.07883343535579 2.50000000337315 2.50000000024127 0.0147402789747941 0.0143236690965049 0.01421785465279 2.49682811031448 0.0142179522520299 2.49627287207837 0.0141927672191212 0.0142179382900022 0.0142179412891034 0.0142178605176651
5.50215981830624e-05 2.65675858489468e-10 1.07990914878109 2.50000000305763 2.50000000021038 0.0152596988694311 0.0148507706940116 0.0148657148107028 2.49753404146718 0.0148671138988824 2.49701772277581 0.0148501024625776 0.014867104536443 0.0148671049399267 0.0148674124412711
5.50216231914653e-05 2.2327115026455e-10 1.08115956887965 2.50000000184277 2.50000000018044 0.015359446715753 0.0150687037296373 0.015228893734124 2.49885666455523 0.015231250120464 2.49840661818972 0.0152211229880751 0.0152312455836014 0.0152312440305234 0.0152319014635154
5.50216626889504e-05 4.09391193397013e-11 1.0831344409053 2.50000000034776 2.49999999999423 0.0147422025140648 0.0147276229257899 0.0150065195535956 2.50066099278461 0.0150087721068653 2.50030772191296 0.015003620887347 0.0150087770109197 0.0150087744068116 0.0150094981970572
5.50216913451076e-05 -1.03894366553692e-10 1.08456724706854 2.49999999950131 2.49999999991703 0.014133502955245 0.014281381382819 0.0145137317799974 2.50105642585271 0.0145149622666355 2.50077111016051 0.0145114863915071 0.014514972928573 0.0145149704187526 0.0145154348175482
5.50217167845149e-05 -1.91068066051697e-10 1.08583921621394 2.49999999972479 2.49999999983925 0.0138756209116849 0.0140757816674908 0.0141790201083942 2.50049525740744 0.0141789447733495 2.5002602998813 0.0141771846701272 0.0141789585097517 0.0141789570223516 0.0141790604759589
5.50217399030785e-05 -2.04889682913612e-10 1.08699514450637 2.50000000026665 2.49999999987497 0.0140890394454269 0.0142332764566704 0.0141737411809908 2.49938875848241 0.0141726061649078 2.49919918790888 0.014172360914388 0.0141726202528966 0.0141726206734143 0.0141723532881749
5.50217658494267e-05 -1.57251544956996e-10 1.08829246276372 2.50000000156187 2.49999999990059 0.0148798939590157 0.0148789817354742 0.0146329445711037 2.49773166503408 0.0146310990292742 2.49758574478637 0.0146367813564596 0.014631122032709 0.0146311253777766 0.0146306068448899
5.50217970769642e-05 -2.43170885642187e-11 1.08985384199869 2.50000000205402 2.49999999997278 0.0163865991925282 0.0161688211375692 0.0156930279516313 2.49571184920593 0.0156914198123188 2.49569775866902 0.0157435913259666 0.0156915136213458 0.015691529297499 0.0156909909368764
5.50218243922489e-05 1.0364613403602e-10 1.09121960823799 2.50000000247794 2.49999999997871 0.0178820520715688 0.0175037702415859 0.0168291715990263 2.49439361256344 0.0168282307265121 2.49484497560495 0.0169402064190574 0.0168283499348445 0.0168283696398246 0.0168280374424978
5.50218502122719e-05 2.07427913030043e-10 1.09251061119775 2.50000000170614 2.50000000006907 0.0191883013568906 0.0187183306890173 0.0178998090823413 2.49390045557501 0.0178998262025307 2.49539587925545 0.0180927541522312 0.0178999284433832 0.0178999447130746 0.0178998457034219
5.50218739275272e-05 3.24456899927884e-10 1.09369637521958 2.49999999864777 2.50000000011771 0.0199116676504121 0.0194549404869378 0.0187044351750665 2.49484760189774 0.0187054804338622 2.49795247233034 0.01892935228548 0.0187054567617838 0.0187054511523004 0.0187056780657847
5.50218906815133e-05 4.23209764757391e-10 1.09453407574899 2.49999999662694 2.50000000030107 0.0198338181377444 0.0194560899353009 0.0189878757157092 2.49686972115699 0.0189896951451914 2.50117995547851 0.0191939983599034 0.0189895555816623 0.0189891526709833 0.0189896256725861
5.50219039377137e-05 4.32745148931022e-10 1.09519688596809 2.49999999769564 2.50000000026585 0.0192083148425165 0.0189788662069933 0.0188736911281296 2.49907955528703 0.0188762215511209 2.50399092401827 0.0190495474472631 0.0188760547912448 0.0188759792712839 0.0188768034923265
5.50219167212293e-05 3.55375888450891e-10 1.09583606069026 2.49999999825442 2.50000000027531 0.0182339289440048 0.018189076301562 0.0184347361116833 2.50133611502236 0.0184378402479869 2.50639099104033 0.018569434608924 0.0184376938778464 0.0184377658979643 0.0184388430199258
5.50219288698879e-05 2.38680327192043e-10 1.09644349191961 2.49999999738516 2.50000000011498 0.0171552912073064 0.0172842833864062 0.0177823883490501 2.50329787433921 0.0177857425076218 2.50814108160376 0.0178709918741724 0.017785630143208 0.0177857412979318 0.0177868543588174
5.50219426428612e-05 7.04797781687555e-11 1.09713213805356 2.49999999553467 2.50000000003438 0.0158278428632649 0.0161550424505625 0.0168322694161092 2.50511647680209 0.0168354540139305 2.50943570159383 0.0168687494284691 0.0168353769574108 0.0168354821253608 0.0168365356138498
5.5021960309947e-05 -1.27226957084488e-10 1.09801548925264 2.49999999393634 2.49999999980929 0.0140655535260884 0.0146286508231336 0.0153968715733737 2.50663452139967 0.015399203585095 2.51004129524319 0.0153805239049599 0.0153991642368012 0.015399238805662 0.0154000907364906
5.50219776293485e-05 -2.95560556808244e-10 1.09888145657382 2.49999999230895 2.49999999974262 0.0124007845144584 0.0131428022331433 0.0138872437881704 2.50718518542887 0.0138882847691545 2.50960920242744 0.0138390224736653 0.0138882683592359 0.0138883150264292 0.0138888333569086
5.50219958307412e-05 -4.01026801448407e-10 1.09979152440006 2.49999999267118 2.49999999961533 0.010868667698372 0.0117206558854443 0.0123601655498067 2.50683719506072 0.0123597200504556 2.50827305860846 0.0122908395014549 0.01235971908556 0.0123597443446594 0.0123598231648138
5.50220149535933e-05 -4.53628266628817e-10 1.10074766598715 2.49999999471962 2.49999999966111 0.00968086021718926 0.0105178795887716 0.0109963579817808 2.5056589512594 0.0109945484376583 2.50619718290957 0.0109138217426075 0.0109945571646441 0.0109945661562252 0.0109941116000379
5.50220291489953e-05 -4.27993641716012e-10 1.1014574363961 2.49999999612905 2.49999999964267 0.00914817154200793 0.00989408454831792 0.0102329905082612 2.50442115391099 0.0102304496560753 2.50438058261425 0.01014191947183 0.010230463093765 0.0102304640525825 0.0102296458880643
5.50220407356973e-05 -3.97534185703342e-10 1.10203677187135 2.49999999752761 2.49999999974197 0.008932712658518 0.00957050697896042 0.00979373551087165 2.50326821613357 0.00979081870935224 2.50282821826177 0.00969777963260596 0.00979083344649379 0.00979083060200374 0.00978981897332813
5.50220561493655e-05 -3.00601649894304e-10 1.10280745675262 2.49999999867645 2.49999999977871 0.00893929303670495 0.00939637208564396 0.00946903008633071 2.50169131233105 0.00946590308664108 2.50081560131171 0.00937041680847831 0.00946591818493791 0.00946591284466565 0.00946474270203844
5.50220700188748e-05 -2.15276367749446e-10 1.10350093348154 2.49999999820318 2.49999999991643 0.00919104869139157 0.00946660788571564 0.00943324377268753 2.5003488042387 0.00943027802527614 2.4991665407978 0.00934057278725186 0.00943029092535431 0.00943028559884639 0.00942910876966969
5.50220798167452e-05 -1.23069780207795e-10 1.10399082849786 2.49999999518086 2.49999999994164 0.00949170431783651 0.00963295438032578 0.0095393479342818 2.49950548485614 0.0095366494312038 2.49815041264141 0.0094583105232264 0.00953666034151293 0.00953665587554791 0.00953552090150197
5.50220872657544e-05 -9.25371325767098e-11 1.10436327931563 2.49999999526482 2.50000000001288 0.00975662432699077 0.00980478091052281 0.00967556518547679 2.4989422656973 0.00967314521125754 2.49747760451834 0.00960353264789324 0.0096731552102676 0.00967315152411939 0.00967211212712463
5.5022095053291e-05 -1.95196262627146e-11 1.10475265735313 2.49999999860773 2.50000000001607 0.0100340325393086 0.0100007070138226 0.00984806557485348 2.49843521986272 0.0098459908225416 2.49687426854787 0.0097830086561494 0.00984600035653419 0.00984599757487738 0.00984511890076343
5.50221032340392e-05 3.37597797870821e-11 1.10516169553124 2.49999999882461 2.50000000011313 0.0103408485301904 0.0102256318369639 0.0100616106941526 2.49801261492257 0.0100599404646919 2.49636888197245 0.0100019185442689 0.0100599476788669 0.0100599456793192 0.010059212969883
