time v(/Ch1)
1.25029103813308e-08 1.88976783916754e-10
1.27228969026136e-08 1.88976754358181e-10
1.29523523317946e-08 1.88976720267415e-10
1.32072156761896e-08 1.88976683363554e-10
1.34885918052978e-08 1.88976641421975e-10
1.38004229033278e-08 1.88976525233144e-10
1.41596755295684e-08 1.88976340784852e-10
1.4535195862366e-08 1.88976191054477e-10
1.49585751981206e-08 1.88976033465338e-10
1.54158694539884e-08 1.88975882782072e-10
1.59570708958166e-08 1.88975725937416e-10
1.60577965483516e-08 1.88975697344379e-10
1.60642674892313e-08 1.88975695544567e-10
1.60711892817719e-08 1.88975693619355e-10
1.608e-08 1.88975691168763e-10
1.60814854101445e-08 1.88975690755614e-10
1.60851989355057e-08 1.88975689722743e-10
1.60889124608669e-08 1.88975688689872e-10
1.60946878221094e-08 1.88975687083526e-10
1.61032350846396e-08 1.88975684706211e-10
1.61070708958166e-08 1.88975683639327e-10
1.61124297925357e-08 1.88975682148816e-10
1.61223297368357e-08 1.88975679395269e-10
1.61325600430232e-08 1.88975676549835e-10
1.61432801054437e-08 1.88975673568182e-10
1.61544883355323e-08 1.88975670450751e-10
1.61662851709797e-08 1.8897566714116e-10
1.61787200057437e-08 1.88975663653687e-10
1.61918477991352e-08 1.88975659980489e-10
1.62056849980267e-08 1.88975656112665e-10
1.62077965483516e-08 3.77103483957173e-09
1.62183542999761e-08 4.55729672547279e-08
1.62202170017516e-08 5.15249019882511e-08
1.62211892817719e-08 5.46316511736468e-08
1.62260506818735e-08 6.49615183964747e-08
1.623e-08 7.20576004844848e-08
1.62314854101445e-08 7.47265656025238e-08
1.62351989355057e-08 7.9520881364582e-08
1.62353958781404e-08 7.97345813933375e-08
1.62363805913136e-08 8.08030815371146e-08
1.62389124608669e-08 8.35503820254326e-08
1.62446878221094e-08 8.9319018953603e-08
1.62511685444964e-08 9.40578941073908e-08
1.62532350846396e-08 9.55690027700169e-08
1.62570708958166e-08 9.79362202538858e-08
1.62624297925357e-08 1.00946692815683e-07
1.62675056472103e-08 1.03702759799515e-07
1.62723297368357e-08 1.06035709399514e-07
1.62825600430232e-08 1.10851062487213e-07
1.62844187924641e-08 1.11686035967299e-07
1.62932801054437e-08 1.15646093278578e-07
1.63019573868679e-08 1.19419507652095e-07
1.63044883355323e-08 1.20520119422289e-07
1.63162851709797e-08 3.6698436219089e-07
1.63201964073642e-08 4.98932880582514e-07
1.63287200057437e-08 1.01448596342069e-06
1.63389124608669e-08 1.87994440271369e-06
1.63392239667186e-08 1.91683879994705e-06
1.63407814959771e-08 2.10131078611387e-06
1.63418477991352e-08 2.22760251410265e-06
1.63446878221094e-08 2.56397159094528e-06
1.63511685444964e-08 3.62050643171234e-06
1.63532350846396e-08 3.8806124272013e-06
1.63556849980267e-08 4.38866149442339e-06
1.63570708958166e-08 4.67606107482038e-06
1.63577965483516e-08 4.84422056517996e-06
1.63591332945272e-08 5.15399217735621e-06
1.63624297925357e-08 5.9179079612235e-06
1.63675056472103e-08 7.52093644032275e-06
1.63723297368357e-08 8.6782775944888e-06
1.6380019098364e-08 1.17517470454566e-05
1.63825600430232e-08 1.27673730838084e-05
1.63844187924641e-08 1.39868989045196e-05
1.63851989355057e-08 1.43787856652548e-05
1.63853958781404e-08 1.44777152294917e-05
1.63863805913136e-08 1.49723630506762e-05
1.63889124608669e-08 1.62441889915523e-05
1.63932801054437e-08 1.84381739328523e-05
1.63946878221094e-08 1.94952462147559e-05
1.64011685444964e-08 2.43617027743971e-05
1.64019573868679e-08 2.49540545068069e-05
1.64019771167765e-08 2.49646993041385e-05
1.64020757663194e-08 2.50179232907962e-05
1.64025690140338e-08 2.5284043224085e-05
1.64032350846396e-08 2.56434055890625e-05
1.64044883355323e-08 2.63195669460448e-05
1.64070708958166e-08 2.87578859144726e-05
1.64124297925357e-08 3.38174772043273e-05
1.64162851709797e-08 3.74575248142389e-05
1.64175056472103e-08 3.92607022653714e-05
1.64201964073642e-08 4.32361324411615e-05
1.64223297368357e-08 4.55499257347373e-05
1.64251054642228e-08 4.85604590343994e-05
1.64287200057437e-08 5.24807639110478e-05
1.64325600430232e-08 5.90673393394057e-05
1.64344187924641e-08 6.2255535834466e-05
1.64389124608669e-08 6.99632437890827e-05
1.64392239667186e-08 7.03505813831225e-05
1.6440781495977e-08 7.22057769595489e-05
1.64418477991352e-08 7.34010601947408e-05
1.64432801054437e-08 7.72106546317904e-05
1.64446878221094e-08 8.09548464619605e-05
1.64495067834314e-08 9.1087798771774e-05
1.64511685444964e-08 9.45820259499166e-05
1.64519573868679e-08 9.5900171826146e-05
1.64544883355323e-08 9.99230408223152e-05
1.64556849980267e-08 0.000101725649881611
1.64577965483516e-08 0.000107328268733692
1.64591332945272e-08 0.000112071601910559
1.64624297925357e-08 0.000122443154545256
1.64662851709797e-08 0.000132288882035279
1.64675056472103e-08 0.000135405690553407
1.64701964073642e-08 0.000143304673366782
1.64723297368357e-08 0.000149567265298478
1.64752905944068e-08 0.000160268380502095
1.64787200057437e-08 0.000172662940157634
1.64851989355057e-08 0.000195563327234854
1.64853958781404e-08 0.000196202462158407
1.64863805913136e-08 0.000199650151450281
1.64889124608669e-08 0.00021024538204831
1.64892239667186e-08 0.000211767588587154
1.64907814959771e-08 0.000219378621281375
1.64932801054437e-08 0.000231588342696191
1.64946878221094e-08 0.000237502420891446
1.6501726405438e-08 0.000269372468458736
1.65019573868679e-08 0.000270498601126457
1.65025690140338e-08 0.0002733812484122
1.65025755950739e-08 0.00027341134019323
1.6502608500274e-08 0.000273561799098378
1.65027730262747e-08 0.000274314093624121
1.65032350846396e-08 0.00027642685377745
1.65055453764643e-08 0.000290082895451867
1.65162851709797e-08 0.000353245702865654
1.65175056472103e-08 0.000359377823980252
1.65201964073642e-08 0.000377713451713135
1.65223297368357e-08 0.000390651147221902
1.65251054642228e-08 0.000414903234658269
1.65287200057437e-08 0.000441903215689176
1.65314919252847e-08 0.00045932084489448
1.65344187924641e-08 0.000478946643092625
1.65351989355057e-08 0.000486379120617854
1.65353958781404e-08 0.000488255406924113
1.65363805913136e-08 0.000497636838455406
1.65389124608669e-08 0.000521758137434304
1.65392239667186e-08 0.000524376869749781
1.65407814959771e-08 0.000536923476753076
1.65432801054437e-08 0.00055529369590513
1.65446878221094e-08 0.000570844080034798
1.65495067834314e-08 0.000616961541166456
1.65511685444964e-08 0.000630561354342089
1.65519573868679e-08 0.000636680002911239
1.65520757663194e-08 0.000637823652624421
1.65526676635767e-08 0.000643541901190333
1.65532350846396e-08 0.00064902368817125
1.65544883355323e-08 0.00066113119505767
1.65591332945272e-08 0.000722704637503332
1.65621835581386e-08 0.000756148627597265
1.65624297925357e-08 0.000758848414168803
1.65636609645212e-08 0.000770383646349863
1.65662851709797e-08 0.000794970650557929
1.65701964073642e-08 0.000839312003173237
1.65723297368357e-08 0.000872445537669601
1.65752905944068e-08 0.000913195730171295
1.65787200057437e-08 0.00095406715907001
1.65851989355057e-08 0.00105585492752706
1.65853958781404e-08 0.00105846553393913
1.65863805913136e-08 0.00107119499597914
1.65889124608669e-08 0.0011016588569972
1.65892239667186e-08 0.00110553841375543
1.65907814959771e-08 0.00112734561103839
1.65948110484003e-08 0.00119851194073287
1.66011685444964e-08 0.0013185375777169
1.6601726405438e-08 0.00132906965101296
1.66019573868679e-08 0.00133330308800385
1.66031122940173e-08 0.0013538102360643
1.66032350846396e-08 0.00135594703868898
1.66038490377515e-08 0.00136635766146818
1.66055453764643e-08 0.00139512197930528
1.66140270700285e-08 0.00155517857851768
1.66175056472103e-08 0.00162320246318525
1.66251054642228e-08 0.00179122588108405
1.66295548819882e-08 0.00187516446406059
1.66314919252847e-08 0.00191328837312769
1.66344187924641e-08 0.00198430167658875
1.66351989355057e-08 0.0020072337646227
1.66353958781404e-08 0.00201317248282726
1.66363805913136e-08 0.00204258970270732
1.66389124608669e-08 0.00211637759397189
1.66392239667186e-08 0.00212639655604514
1.66407814959771e-08 0.00217315419985047
1.66446878221094e-08 0.00227950502077927
1.66511685444964e-08 0.00243286957991097
1.6651726405438e-08 0.00244559190969534
1.66532350846396e-08 0.00248341613168457
1.66544883355323e-08 0.00252067085404632
1.66607545899953e-08 0.00273382356793652
1.66621835581386e-08 0.00278290522903635
1.66624297925357e-08 0.00279127234963413
1.66636609645212e-08 0.00283821120483191
1.66666196923518e-08 0.00293861833990612
1.66752905944068e-08 0.00319800568574362
1.66787200057437e-08 0.003313350619886
1.66844187924641e-08 0.00355388389375434
1.66851989355057e-08 0.00358681201847252
1.66853958781404e-08 0.00359671328840566
1.66863805913136e-08 0.00364490031769813
1.66889124608669e-08 0.00375955900408707
1.66892239667186e-08 0.00377364186019626
1.66907814959771e-08 0.00384219559068561
1.66948110484003e-08 0.00400528208260089
1.67011685444964e-08 0.00423409151515811
1.67019573868679e-08 0.00427076224622251
1.67031122940173e-08 0.0043327347384796
1.67032350846396e-08 0.00433913556177068
1.67038490377515e-08 0.00437062897819665
1.67062396506318e-08 0.00450170931465099
1.67121835581386e-08 0.00483872198041632
1.67124297925357e-08 0.00485268318531016
1.67136609645212e-08 0.00492248920977936
1.67140270700285e-08 0.00494324696767019
1.67158575975647e-08 0.00503403112069728
1.67175056472103e-08 0.00511576536847714
1.67251054642228e-08 0.00544211789088378
1.67295548819882e-08 0.00568538816063986
1.67314919252847e-08 0.00582490381172366
1.67344187924641e-08 0.00601461825344411
1.67351989355057e-08 0.00606128361038658
1.67353958781404e-08 0.00607574901374634
1.67363805913136e-08 0.0061473034431358
1.67389124608669e-08 0.00632445339606838
1.67392239667186e-08 0.00634538872543313
1.6740781495977e-08 0.00644753870545345
1.67446878221094e-08 0.00668517860203069
1.67497900762778e-08 0.00695220053736747
1.67511685444964e-08 0.00702434144595068
1.6751726405438e-08 0.00705006614859415
1.67519573868679e-08 0.00706112301751394
1.67531122940173e-08 0.00711640736211285
1.67532350846396e-08 0.00712228523643698
1.67538490377515e-08 0.00716285231425013
1.67544883355323e-08 0.0072050940462667
1.67576848244363e-08 0.00747932226910105
1.67621835581386e-08 0.00785469205117989
1.67624297925357e-08 0.00787333122323053
1.67636609645212e-08 0.00796385742950918
1.67698168244489e-08 0.00842468608909619
1.67752905944068e-08 0.00885491345913339
1.67787200057437e-08 0.00907033356632492
1.67844187924641e-08 0.0094793350004996
1.67853958781404e-08 0.0095666781158795
1.67863805913136e-08 0.00966140989182416
1.67889124608669e-08 0.009920954293867
1.67892239667186e-08 0.00995287313858653
1.6790781495977e-08 0.0101148698348699
1.67965984178264e-08 0.0106887108839555
1.68011685444964e-08 0.0111352068184702
1.6801726405438e-08 0.011182737772808
1.68032350846396e-08 0.0113082599456846
1.68038490377515e-08 0.0113587577012436
1.68044883355323e-08 0.0114085860561503
1.68062396506318e-08 0.0115450876254585
1.68121835581386e-08 0.011950568632337
1.68124297925357e-08 0.0119688804515505
1.68136609645212e-08 0.012086314496481
1.68140270700285e-08 0.0121335238892329
1.68158575975647e-08 0.0123589767412
1.68250102352461e-08 0.0135803709791999
1.68344187924641e-08 0.0146752597797236
1.68363805913136e-08 0.0148660070256669
1.68389124608669e-08 0.0151019458190535
1.68392239667186e-08 0.0151299789427859
1.6840781495977e-08 0.0152676513157742
1.68446878221094e-08 0.0155953836853109
1.68472725211451e-08 0.0159341132336364
1.68497900762778e-08 0.0162640434503441
1.68511685444964e-08 0.016425399802656
1.68519573868679e-08 0.0165671337639755
1.68531122940173e-08 0.0167746698638205
1.68538490377515e-08 0.0169069645256213
1.68544883355323e-08 0.0170226969561968
1.68562396506318e-08 0.0173325670690942
1.68576848244363e-08 0.0175882698664091
1.68621835581386e-08 0.0182907497426142
1.68624297925357e-08 0.0183256264901952
1.68636609645212e-08 0.0184954806488927
1.68640270700285e-08 0.0185446516798669
1.68658575975647e-08 0.018790506834738
1.68698168244489e-08 0.0193222641120717
1.68752905944068e-08 0.0199434183014269
1.68787200057437e-08 0.0202924693317567
1.68844187924641e-08 0.0211215362864233
1.68863805913136e-08 0.0215291939608543
1.68889124608669e-08 0.0220707226540703
1.68892239667186e-08 0.0221378390667565
1.68907814959771e-08 0.0224706130149257
1.68965984178264e-08 0.0236454770007247
1.68997900762778e-08 0.0242017976813189
1.69011685444964e-08 0.0244420710029235
1.69019573868679e-08 0.0245731157387435
1.69020998600037e-08 0.0245960198157662
1.69028122256829e-08 0.0247105402008795
1.69031122940173e-08 0.0247587793878894
1.69044883355323e-08 0.0249723525987546
1.69113685431071e-08 0.025930869157417
1.69121835581386e-08 0.0260416483114811
1.69124297925357e-08 0.0260734457756373
1.69136609645212e-08 0.0262303213503256
1.69158575975647e-08 0.026501021535317
1.69250102352461e-08 0.0283145836518648
1.69344187924641e-08 0.0308356020798591
1.69363805913136e-08 0.0312883599670435
1.69389124608669e-08 0.0318336128470854
1.69392239667186e-08 0.0318974942414297
1.69407814959771e-08 0.032208939088895
1.69485691422692e-08 0.0335884086565361
1.69497900762778e-08 0.0337841111836689
1.69511685444964e-08 0.0339956079899788
1.6951726405438e-08 0.0340819720004281
1.69532350846396e-08 0.0343115397111477
1.69544883355323e-08 0.0344952555228621
1.69562396506318e-08 0.0347440216748347
1.69576848244363e-08 0.0352081297565509
1.69617567659532e-08 0.0363732004551109
1.69621835581386e-08 0.0364953149470696
1.69640270700285e-08 0.037000685649713
1.69698168244489e-08 0.0388072332297778
1.69787200057437e-08 0.0413139892374267
1.69889124608669e-08 0.04368289432165
1.69892239667186e-08 0.0437467926308085
1.69907814959771e-08 0.0440599523565389
1.69985691422692e-08 0.0455014390005053
1.69997900762778e-08 0.0457149900651727
1.70011685444964e-08 0.0460212806109069
1.70031122940173e-08 0.0466228091132596
1.70044883355323e-08 0.0471283426475939
1.70062396506318e-08 0.0478558707290953
1.70076848244363e-08 0.0484562221596531
1.70113685431071e-08 0.0499865057608388
1.70121835581386e-08 0.0503048103707617
1.70124297925357e-08 0.0504090914285828
1.70136609645212e-08 0.0509240244750615
1.70140270700285e-08 0.05107194941779
1.70158575975647e-08 0.0518115741314326
1.70250102352461e-08 0.0549898375199372
1.70269417148469e-08 0.0555253316451026
1.70344187924641e-08 0.0575983181449954
1.70389124608669e-08 0.0586564661144992
1.70392239667186e-08 0.0587269826218943
1.70407814959771e-08 0.0590753900498904
1.70485691422692e-08 0.0610114493666792
1.70497900762778e-08 0.0614440907151992
1.7051726405438e-08 0.0621962436413522
1.70544883355323e-08 0.0636714968343871
1.70576848244363e-08 0.0654386584729281
1.70613685431071e-08 0.0673215255817214
1.70617567659532e-08 0.0675199587664988
1.70621835581386e-08 0.0677189768336563
1.70636609645212e-08 0.0684370257828756
1.70698168244489e-08 0.071205512813256
1.70787200057437e-08 0.0744967385030116
1.70889124608669e-08 0.0776052920390667
1.70892239667186e-08 0.077692023777438
1.70907814959771e-08 0.0781160751608247
1.70985691422692e-08 0.0802864746535916
1.70986112130478e-08 0.080302467565991
1.70988215669405e-08 0.0803824321279881
1.70998733364042e-08 0.0807965714490273
1.71011685444964e-08 0.0815116457309126
1.71044883355323e-08 0.0836088656764453
1.71062396506318e-08 0.0847929555533984
1.71076848244363e-08 0.0857698704346078
1.71113685431071e-08 0.0882466756851796
1.71117567659532e-08 0.0884846227709665
1.71121835581386e-08 0.0887462095317592
1.71140270700285e-08 0.0899125125416661
1.71158575975647e-08 0.0910121409101347
1.71250102352461e-08 0.0957912052807265
1.71269417148469e-08 0.096650533546978
1.71365991128513e-08 0.100530584171213
1.71389124608669e-08 0.101396877497147
1.7140781495977e-08 0.102071510275992
1.71485691422692e-08 0.10475008349417
1.71511685444964e-08 0.105590484134093
1.7151726405438e-08 0.105767890099139
1.71531122940173e-08 0.106384044837464
1.71544883355323e-08 0.106995821651465
1.71562396506318e-08 0.108385245476918
1.71576848244363e-08 0.109531788960903
1.71613685431071e-08 0.112094391938311
1.71621835581386e-08 0.112829002802062
1.71640270700285e-08 0.11443139658007
1.71658575975647e-08 0.115956029272306
1.71698168244489e-08 0.119253639728277
1.71750102352461e-08 0.122798296354529
1.71769417148469e-08 0.1241165883659
1.71779552003249e-08 0.124808322210091
1.71787200057437e-08 0.125330324551407
1.71825440328377e-08 0.127424219055107
1.71889124608669e-08 0.130911332540372
1.7190781495977e-08 0.131788146620322
1.71985691422692e-08 0.135232382682949
1.71997900762778e-08 0.135757484461952
1.72011685444964e-08 0.136353138686789
1.7201726405438e-08 0.136585881845504
1.72044883355323e-08 0.137738176774847
1.72076848244363e-08 0.13905051492748
1.72113685431071e-08 0.140573165738382
1.72136609645212e-08 0.141854692571467
1.72140270700285e-08 0.142084828117612
1.72158575975647e-08 0.143915798128974
1.72250102352461e-08 0.153183714746084
1.72365991128513e-08 0.163821087571082
1.72389124608669e-08 0.165577860935532
1.72407814959771e-08 0.166953661072829
1.72485691422692e-08 0.172252078022581
1.72511685444964e-08 0.173888739569299
1.72544883355323e-08 0.175891668232088
1.72576848244363e-08 0.177736960810928
1.72613685431071e-08 0.179717330438446
1.72658575975647e-08 0.182040019855763
1.72665454551544e-08 0.182384988770905
1.72699847431027e-08 0.184107639646932
1.72750102352461e-08 0.18656233150426
1.72769417148469e-08 0.187509588025125
1.72787200057437e-08 0.189412766649117
1.72825440328377e-08 0.193140818439891
1.72865991128513e-08 0.198259682046622
1.72889124608669e-08 0.201179898892501
1.72907814959771e-08 0.20379179348033
1.72985691422692e-08 0.213512967989465
1.73011685444964e-08 0.216345957556285
1.7301726405438e-08 0.216924814324572
1.73044883355323e-08 0.219650756727985
1.73076848244363e-08 0.22245766993434
1.73113685431071e-08 0.225614580005249
1.73158575975647e-08 0.22901242457128
1.73250102352461e-08 0.23560546841201
1.73287200057437e-08 0.238141682260945
1.73365991128513e-08 0.243528295954697
1.73389124608669e-08 0.245026980046447
1.73407814959771e-08 0.246253036403687
1.73485691422692e-08 0.251272809952359
1.73511685444964e-08 0.25374556234349
1.7351726405438e-08 0.254535883446102
1.73544883355323e-08 0.258448707368065
1.73613685431071e-08 0.269760048852185
1.73636609645212e-08 0.27336577670907
1.73658575975647e-08 0.276820839948162
1.73664296454491e-08 0.277718826913569
1.73665454551544e-08 0.277900622194493
1.7367124503681e-08 0.278748219791824
1.73699847431027e-08 0.282934970902453
1.73750102352461e-08 0.289378725119085
1.73787200057437e-08 0.293955412231612
1.73865991128513e-08 0.302458428222611
1.73889124608669e-08 0.304823864169063
1.73907814959771e-08 0.306627902581433
1.73985691422692e-08 0.313776243186256
1.74011685444964e-08 0.316015795385168
1.74113685431071e-08 0.323933489132705
1.74158575975647e-08 0.327330812579623
1.74165454551544e-08 0.327877077430343
1.74199847431027e-08 0.330608401683944
1.74250102352461e-08 0.334599416331036
1.74287200057437e-08 0.337621251692344
1.74365991128513e-08 0.352136966807061
1.74389124608669e-08 0.356629352869612
1.74407814959771e-08 0.360770263895925
1.74485691422692e-08 0.376399292497869
1.74511685444964e-08 0.380999064234787
1.7451726405438e-08 0.381946051255239
1.74544883355323e-08 0.38641678737492
1.74613685431071e-08 0.39607545815935
1.74699847431027e-08 0.406280573401924
1.74802153525031e-08 0.417700652582983
1.74865991128513e-08 0.424572634327165
1.7490781495977e-08 0.429097951003441
1.74985691422692e-08 0.437168898055067
1.75011685444964e-08 0.439925670903055
1.7501726405438e-08 0.440503529150368
1.75044883355323e-08 0.443364464491861
1.75113685431071e-08 0.450491302730379
1.75165454551544e-08 0.455459888621479
1.7517124503681e-08 0.456310136428166
1.75199847431027e-08 0.460509978381665
1.75342859402116e-08 0.495986626150245
1.75365991128513e-08 0.501705999841854
1.7540781495977e-08 0.51055891904763
1.75485691422692e-08 0.525457097408457
1.75511685444964e-08 0.529994925790127
1.75544883355323e-08 0.535525502209476
1.75658575975647e-08 0.552711596484818
1.75665454551544e-08 0.553701222426948
1.75699847431027e-08 0.558649352137601
1.75865991128513e-08 0.579678521785772
1.75907814959771e-08 0.58456253945352
1.75985691422692e-08 0.593455251622736
1.7601726405438e-08 0.597282713628998
1.76044883355323e-08 0.600750979354448
1.76107859887884e-08 0.608950976684552
1.76165454551544e-08 0.616627527833138
1.7617124503681e-08 0.617522662036729
1.76199847431027e-08 0.623994660532748
1.76342859402116e-08 0.669911370856345
1.76365991128513e-08 0.676301300136388
1.76407814959771e-08 0.687564496458955
1.76485691422692e-08 0.705849918905605
1.76544883355323e-08 0.717297937508118
1.76658575975647e-08 0.736477208504834
1.76665454551544e-08 0.737562281078992
1.76699847431027e-08 0.743043921510211
1.76842859402116e-08 0.766801645433544
1.76865991128513e-08 0.770644380873317
1.76907814959771e-08 0.777740077725064
1.76985691422692e-08 0.790801319241524
1.77011685444964e-08 0.795111483394564
1.77044883355323e-08 0.800590850136661
1.77158575975647e-08 0.819044269062815
1.77165454551544e-08 0.820150305118325
1.77199847431027e-08 0.825583346822641
1.77342859402116e-08 0.850526502020401
1.77365991128513e-08 0.856640282571435
1.77481649760499e-08 0.900247556479399
1.77485691422692e-08 0.901741557654422
1.77505899733662e-08 0.908430367409804
1.77544883355323e-08 0.921333673839577
1.77570708958166e-08 0.928801341697206
1.77599135229153e-08 0.937021012364913
1.77658575975647e-08 0.954208752559108
1.77665454551544e-08 0.95597268367452
1.77699847431027e-08 0.964746499234705
1.77842859402116e-08 0.997875634660782
1.77865991128513e-08 1.00287326310289
1.77907814959771e-08 1.01153103219821
1.77985691422692e-08 1.02722822924341
1.78044883355323e-08 1.03895166791965
1.78158575975647e-08 1.06105937350859
1.78165454551544e-08 1.06237420961411
1.78199847431027e-08 1.06882970661714
1.78342859402116e-08 1.0935261397584
1.78365991128513e-08 1.09765774528791
1.78407814959771e-08 1.10545660378889
1.78481649760499e-08 1.11922452380031
1.78485691422692e-08 1.12001110908387
1.78505899733662e-08 1.1242291089572
1.78544883355323e-08 1.13234524423286
1.78577965483516e-08 1.13940197783855
1.78599135229153e-08 1.14384570515196
1.78642674892313e-08 1.15711733874415
1.78658575975647e-08 1.1619642607554
1.78665454551544e-08 1.16420406908108
1.78699847431027e-08 1.18111888497493
1.78711892817719e-08 1.18658107606116
1.78772119751177e-08 1.21389203149229
1.788e-08 1.22653481752328
1.78814854101445e-08 1.23327066939614
1.78842859402116e-08 1.24597016237279
1.78851989355057e-08 1.24903297564466
1.78865991128513e-08 1.25373013211913
1.78889124608669e-08 1.2612501671754
1.78946878221094e-08 1.27913676572388
1.78981649760499e-08 1.28965004841363
1.79032350846396e-08 1.30378271535519
1.79099135229153e-08 1.32101779252696
1.79124297925357e-08 1.32740325350094
1.79158575975647e-08 1.33610189019007
1.79199847431027e-08 1.34582059146661
1.79223297368357e-08 1.35080485885492
1.79258187845435e-08 1.3582208047748
1.79325600430232e-08 1.37254930140304
1.79342859402116e-08 1.37621768351879
1.79365991128513e-08 1.3810187782412
1.7940781495977e-08 1.39041934441139
1.79432801054437e-08 1.39653822935637
1.79481649760499e-08 1.40850086761925
1.79544883355323e-08 1.42482066904281
1.79658575975647e-08 1.45446388654347
1.79662851709797e-08 1.4555798780316
1.79684230380542e-08 1.46111322136503
1.79699847431027e-08 1.46515059048177
1.79711892817719e-08 1.46824115880752
1.79772119751177e-08 1.48335897370063
1.79787200057437e-08 1.48705467222306
1.79842859402116e-08 1.50055033621185
1.79907814959771e-08 1.516410557301
1.79918477991352e-08 1.51896416426129
1.7997179314926e-08 1.53166353187715
1.79981649760499e-08 1.53399684999596
1.80030932816692e-08 1.54548990482479
1.80032350846396e-08 1.54582059643377
1.80039440994921e-08 1.54748304193241
1.80056849980267e-08 1.55156497184149
1.80099135229153e-08 1.56147970372967
1.80158575975647e-08 1.58705464137234
1.80199847431027e-08 1.60486169921262
1.80202170017516e-08 1.60603212722714
1.80211892817719e-08 1.61093176725967
1.80258187845435e-08 1.63276402352969
1.80272119751177e-08 1.63840036433291
1.80325600430232e-08 1.66003669601128
1.80351989355057e-08 1.67017304590204
1.80353958781404e-08 1.67099841799432
1.80363805913136e-08 1.67512527845569
1.80389124608669e-08 1.68448328936179
1.80446878221094e-08 1.70372107563883
1.80481649760499e-08 1.71448510227219
1.80511685444964e-08 1.72349091141916
1.80532350846396e-08 1.72968716312959
1.80599135229153e-08 1.75010424172739
1.80658575975647e-08 1.7683569812584
1.80675056472103e-08 1.77352264841347
1.80711892817719e-08 1.78515034223655
1.80758187845435e-08 1.79968653358201
1.80772119751177e-08 1.80406101735833
1.80825600430232e-08 1.81999556458042
1.80842859402116e-08 1.82510400384688
1.80844187924641e-08 1.82550723621227
1.8085083053727e-08 1.82752339803924
1.80884043600414e-08 1.83760420717407
