Time	2kV
166.9E-9	0.198078
167.0E-9	0.0765428
167.1E-9	0.358629
167.2E-9	0.0824124
167.3E-9	0.0737807
167.4E-9	0.166313
167.5E-9	0.00852459
167.6E-9	0.231224
167.7E-9	0.228116
167.8E-9	-0.0339437
167.9E-9	0.121773
168.0E-9	0.0789597
168.1E-9	0.0233712
168.2E-9	0.227771
168.3E-9	0.227771
168.4E-9	-0.0463734
168.5E-9	0.163206
168.6E-9	-0.0242761
168.7E-9	0.0862104
168.8E-9	0.309946
168.9E-9	0.12419
169.0E-9	0.0264786
169.1E-9	0.0375273
169.2E-9	0.0765428
169.3E-9	0.0848293
169.4E-9	0.0592793
169.5E-9	0.278181
169.6E-9	0.0931158
169.7E-9	0.247797
169.8E-9	0.366915
169.9E-9	0.09208
170.0E-9	0.271966
170.1E-9	0.305802
170.2E-9	0.101057
170.3E-9	0.0996759
170.4E-9	0.232605
170.5E-9	0.20084
170.6E-9	0.0250976
170.7E-9	0.180124
170.8E-9	0.0523739
170.9E-9	-0.0833173
171.0E-9	0.0199185
171.1E-9	-0.031872
171.2E-9	0.0233712
171.3E-9	0.0858651
171.4E-9	-0.100926
171.5E-9	-0.00632204
171.6E-9	0.216723
171.7E-9	0.0720543
171.8E-9	-0.000452442
171.9E-9	-0.0339437
172.0E-9	-0.100581
172.1E-9	0.0661847
172.2E-9	0.174254
172.3E-9	0.138691
172.4E-9	0.0295861
172.5E-9	0.00748877
172.6E-9	0.296825
172.7E-9	0.0675658
172.8E-9	-0.0373964
172.9E-9	0.25194
173.0E-9	0.0337293
173.1E-9	0.0813766
173.2E-9	0.121428
173.3E-9	-0.0335984
173.4E-9	-0.000107172
173.5E-9	0.16217
173.6E-9	0.229498
173.7E-9	0.131786
173.8E-9	-0.119571
173.9E-9	0.0641131
174.0E-9	0.0827577
174.1E-9	-0.141668
174.2E-9	0.123154
174.3E-9	0.0744712
174.4E-9	-0.146502
174.5E-9	0.140073
174.6E-9	-0.124404
174.7E-9	-0.00459569
174.8E-9	0.237439
174.9E-9	0.00403607
175.0E-9	0.00161918
175.1E-9	-0.0166801
175.2E-9	0.0226807
175.3E-9	0.0779239
175.4E-9	-0.0812457
175.5E-9	0.121773
175.6E-9	0.0551361
175.7E-9	-0.0950565
175.8E-9	0.0337293
175.9E-9	-0.0712329
176.0E-9	0.11107
176.1E-9	0.0561719
176.2E-9	-0.0836626
176.3E-9	-0.167909
176.4E-9	-0.0764119
176.5E-9	0.0765428
176.6E-9	-0.077793
176.7E-9	0.10451
176.8E-9	-0.0871153
176.9E-9	-0.223152
177.0E-9	-0.0812457
177.1E-9	-0.0757214
177.2E-9	-0.0108106
177.3E-9	-0.00873893
177.4E-9	-0.186898
177.5E-9	-0.25319
177.6E-9	-0.138906
177.7E-9	-0.102652
177.8E-9	-0.0916038
177.9E-9	-0.298075
178.0E-9	-0.281157
178.1E-9	-0.0377416
178.2E-9	-0.0298004
178.3E-9	-0.179648
178.4E-9	0.0596246
178.5E-9	-0.0912585
178.6E-9	-0.234546
178.7E-9	0.113832
178.8E-9	-0.0726139
178.9E-9	0.212579
179.0E-9	-0.192423
179.1E-9	-0.0270383
179.2E-9	-0.136489
179.3E-9	-0.256988
179.4E-9	0.0395989
179.5E-9	0.0900084
179.6E-9	-0.287717
179.7E-9	-0.260096
179.8E-9	-0.0128822
179.9E-9	0.0375273
180.0E-9	0.0071435
180.1E-9	0.209817
180.2E-9	-0.0373964
180.3E-9	-0.0840079
180.4E-9	0.0910442
180.5E-9	-0.0722687
180.6E-9	-0.0767572
180.7E-9	0.182886
180.8E-9	0.212925
180.9E-9	-0.0249666
181.0E-9	-0.0536241
181.1E-9	-0.0111558
181.2E-9	0.0168111
181.3E-9	0.249869
181.4E-9	0.152848
181.5E-9	0.117285
181.6E-9	-0.030491
181.7E-9	0.00886986
181.8E-9	-0.000452442
181.9E-9	-0.0543146
182.0E-9	-0.0501714
182.1E-9	-0.0691612
182.2E-9	-0.000452442
182.3E-9	-0.0332531
182.4E-9	0.201185
182.5E-9	0.133858
182.6E-9	0.0133584
182.7E-9	-0.0933302
182.8E-9	-0.289444
182.9E-9	-0.077793
183.0E-9	-0.0546599
183.1E-9	0.0817219
183.2E-9	0.0865557
183.3E-9	0.0137036
183.4E-9	-0.0971281
183.5E-9	-0.131655
183.6E-9	0.0288955
183.7E-9	-0.0760666
183.8E-9	0.112106
183.9E-9	0.0534097
184.0E-9	-0.248702
184.1E-9	-0.0926396
184.2E-9	-0.000107172
184.3E-9	-0.0346342
184.4E-9	0.176671
184.5E-9	0.201876
184.6E-9	0.0209543
184.7E-9	-0.166182
184.8E-9	0.0696374
184.9E-9	0.0689469
185.0E-9	-0.119916
185.1E-9	-0.0895322
185.2E-9	-0.0857342
185.3E-9	0.044778
185.4E-9	0.0250976
185.5E-9	0.187375
185.6E-9	0.149395
185.7E-9	-0.00597677
185.8E-9	-0.223152
185.9E-9	-0.114392
186.0E-9	-0.284955
186.1E-9	0.169075
186.2E-9	0.0212996
186.3E-9	-0.122678
186.4E-9	0.148014
186.5E-9	-0.0436112
186.6E-9	-0.153407
186.7E-9	-0.14443
186.8E-9	-0.0760666
186.9E-9	0.0102509
187.0E-9	-0.0494808
187.1E-9	0.0503023
187.2E-9	-0.140287
187.3E-9	0.0944969
187.4E-9	0.151466
187.5E-9	-0.00390515
187.6E-9	-0.0822815
187.7E-9	0.0140489
187.8E-9	-0.00701258
187.9E-9	0.101748
188.0E-9	0.0620415
188.1E-9	0.0582435
188.2E-9	0.158372
188.3E-9	-0.132346
188.4E-9	-0.101271
188.5E-9	0.144561
188.6E-9	-0.0280741
188.7E-9	0.0924253
188.8E-9	0.100712
188.9E-9	0.153883
189.0E-9	0.0530645
189.1E-9	-0.0805552
189.2E-9	0.183231
189.3E-9	0.0506476
189.4E-9	0.0696374
189.5E-9	-0.043266
189.6E-9	0.0423611
189.7E-9	0.0720543
189.8E-9	0.0679111
189.9E-9	0.115904
190.0E-9	-0.039468
190.1E-9	0.0358009
190.2E-9	-0.0947112
190.3E-9	-0.144775
190.4E-9	-0.127167
190.5E-9	0.00127391
190.6E-9	0.00161918
190.7E-9	-0.0895322
190.8E-9	0.0212996
190.9E-9	-0.0677801
191.0E-9	0.277835
191.1E-9	-0.0280741
191.2E-9	-0.139251
191.3E-9	0.0541003
191.4E-9	0.0465043
191.5E-9	0.14905
191.6E-9	0.0451232
191.7E-9	-0.0349795
191.8E-9	0.0351104
191.9E-9	0.0862104
192.0E-9	0.049957
192.1E-9	-0.0329078
192.2E-9	0.0264786
192.3E-9	0.0976043
192.4E-9	-0.133382
192.5E-9	-0.0881511
192.6E-9	-0.0577673
192.7E-9	-0.0480997
192.8E-9	0.0965685
192.9E-9	0.0516834
193.0E-9	-0.0553504
193.1E-9	-0.0871153
193.2E-9	-0.105415
193.3E-9	-0.0767572
193.4E-9	0.0233712
193.5E-9	0.0848293
193.6E-9	-0.11888
193.7E-9	0.0427063
193.8E-9	-0.0584579
193.9E-9	-0.115773
194.0E-9	0.126262
194.1E-9	0.179779
194.2E-9	0.102093
194.3E-9	-0.0487903
194.4E-9	-0.0922943
194.5E-9	0.0713638
194.6E-9	0.000583369
194.7E-9	0.0651489
194.8E-9	-0.0187518
194.9E-9	-0.0377416
195.0E-9	0.0869009
195.1E-9	0.0851746
195.2E-9	0.0358009
195.3E-9	0.163551
195.4E-9	0.0634226
195.5E-9	0.0506476
195.6E-9	0.0119773
195.7E-9	0.0758523
195.8E-9	0.125916
195.9E-9	0.0989854
196.0E-9	0.0095604
196.1E-9	0.0603151
196.2E-9	0.174254
196.3E-9	0.158717
196.4E-9	-0.000797712
196.5E-9	-0.0950565
196.6E-9	0.0741259
196.7E-9	0.165623
196.8E-9	-0.0104653
196.9E-9	0.240546
197.0E-9	0.0730901
197.1E-9	-0.0232403
197.2E-9	0.207055
197.3E-9	0.136965
197.4E-9	0.0226807
197.5E-9	0.18841
197.6E-9	0.189791
197.7E-9	0.223973
197.8E-9	0.0226807
197.9E-9	-0.013918
198.0E-9	0.049957
198.1E-9	0.170456
198.2E-9	0.356212
198.3E-9	0.312017
198.4E-9	0.0420158
198.5E-9	0.0862104
198.6E-9	0.148359
198.7E-9	0.0561719
198.8E-9	0.275419
198.9E-9	0.110034
199.0E-9	-0.108522
199.1E-9	0.0679111
199.2E-9	0.0440874
199.3E-9	0.14318
199.4E-9	0.0803408
199.5E-9	0.359664
199.6E-9	0.222937
199.7E-9	0.21983
199.8E-9	0.219485
199.9E-9	0.3279
200.0E-9	0.286467
200.1E-9	-0.0715781
200.2E-9	0.0941516
200.3E-9	0.146633
200.4E-9	0.0675658
200.5E-9	0.0496118
200.6E-9	0.338948
200.7E-9	0.114177
200.8E-9	-0.00217879
200.9E-9	0.159062
201.0E-9	0.0858651
201.1E-9	0.0212996
201.2E-9	0.206364
201.3E-9	0.147669
201.4E-9	-0.0253119
201.5E-9	0.00438134
201.6E-9	-0.0121916
201.7E-9	0.00127391
201.8E-9	0.125571
201.9E-9	-0.013918
202.0E-9	-0.0784835
202.1E-9	0.0288955
202.2E-9	-0.070197
202.3E-9	-0.0605295
202.4E-9	0.143525
202.5E-9	0.291991
202.6E-9	-0.0246214
202.7E-9	0.0468496
202.8E-9	0.260572
202.9E-9	0.118321
203.0E-9	0.0496118
203.1E-9	0.148359
203.2E-9	0.108998
203.3E-9	0.115558
203.4E-9	0.154229
203.5E-9	0.203257
203.6E-9	0.0730901
203.7E-9	0.198423
203.8E-9	0.151466
203.9E-9	0.154919
204.0E-9	0.21327
204.1E-9	0.370713
204.2E-9	0.147323
204.3E-9	0.0951874
204.4E-9	0.0855199
204.5E-9	0.053755
204.6E-9	0.160098
204.7E-9	0.37313
204.8E-9	-0.0152991
204.9E-9	-0.0235856
205.0E-9	0.129369
205.1E-9	0.141799
205.2E-9	0.0686016
205.3E-9	-0.117154
205.4E-9	-0.0667443
205.5E-9	0.192208
205.6E-9	0.0175016
205.7E-9	-0.0515524
205.8E-9	0.127988
205.9E-9	-0.00459569
206.0E-9	0.235022
206.1E-9	0.231224
206.2E-9	0.0913895
206.3E-9	0.166313
206.4E-9	0.0392536
206.5E-9	0.150431
206.6E-9	0.0938063
206.7E-9	0.165277
206.8E-9	0.201531
206.9E-9	0.0565172
207.0E-9	0.0886273
207.1E-9	0.242963
207.2E-9	0.338258
207.3E-9	0.170111
207.4E-9	0.0810313
207.5E-9	0.0789597
207.6E-9	-0.0619106
207.7E-9	0.0989854
207.8E-9	0.106927
207.9E-9	-0.0367058
208.0E-9	0.0202638
208.1E-9	-0.0532788
208.2E-9	0.0837935
208.3E-9	0.114868
208.4E-9	0.114523
208.5E-9	0.138346
208.6E-9	-0.0954018
208.7E-9	-0.00390515
208.8E-9	-0.118535
208.9E-9	0.0810313
209.0E-9	0.000583369
209.1E-9	-0.296349
209.2E-9	0.220175
209.3E-9	0.228116
209.4E-9	-0.107832
209.5E-9	0.135239
209.6E-9	0.0572077
209.7E-9	0.396608
209.8E-9	0.301314
209.9E-9	0.336186
210.0E-9	0.0630773
210.1E-9	0.168039
210.2E-9	0.133167
210.3E-9	0.0275145
210.4E-9	0.075507
210.5E-9	0.0782692
210.6E-9	0.112796
210.7E-9	0.115904
210.8E-9	0.164932
210.9E-9	-0.00597677
211.0E-9	-0.0708876
211.1E-9	0.170111
211.2E-9	0.0903536
211.3E-9	-0.0363606
211.4E-9	0.033384
211.5E-9	0.0855199
211.6E-9	0.0603151
211.7E-9	0.105546
211.8E-9	0.0171563
211.9E-9	0.0427063
212.0E-9	0.0344199
212.1E-9	0.191173
212.2E-9	-0.0152991
212.3E-9	0.0558266
212.4E-9	0.21983
212.5E-9	0.0326935
212.6E-9	0.125571
212.7E-9	0.159062
212.8E-9	0.0285503
212.9E-9	-0.0142633
213.0E-9	0.192899
213.1E-9	0.000583369
213.2E-9	0.0175016
213.3E-9	0.128679
213.4E-9	0.131096
213.5E-9	-0.0809004
213.6E-9	0.0924253
213.7E-9	0.324102
213.8E-9	0.240201
213.9E-9	0.0620415
214.0E-9	0.0551361
214.1E-9	0.203948
214.2E-9	0.0996759
214.3E-9	0.126952
214.4E-9	0.297171
214.5E-9	0.0195732
214.6E-9	-0.0543146
214.7E-9	0.158372
214.8E-9	-0.0536241
214.9E-9	0.00300026
215.0E-9	0.177707
215.1E-9	0.168385
215.2E-9	0.284741
215.3E-9	0.189791
215.4E-9	0.0482307
215.5E-9	0.131786
215.6E-9	0.163551
215.7E-9	0.00300026
215.8E-9	0.0654942
215.9E-9	0.000928639
216.0E-9	0.0941516
216.1E-9	0.0827577
216.2E-9	0.0299313
216.3E-9	0.0416705
216.4E-9	0.0105962
216.5E-9	0.103819
216.6E-9	0.0337293
216.7E-9	-0.165837
216.8E-9	0.0344199
216.9E-9	0.148014
217.0E-9	0.0344199
217.1E-9	0.133858
217.2E-9	0.131441
217.3E-9	0.0775786
217.4E-9	0.0568624
217.5E-9	0.140073
217.6E-9	0.106927
217.7E-9	0.127298
217.8E-9	0.129369
217.9E-9	-0.0791741
218.0E-9	0.128333
218.1E-9	0.0427063
218.2E-9	0.105891
218.3E-9	0.209817
218.4E-9	-0.11819
218.5E-9	0.0140489
218.6E-9	0.0230259
218.7E-9	0.0572077
218.8E-9	-0.026693
218.9E-9	-0.00597677
219.0E-9	0.0157753
219.1E-9	-0.0940207
219.2E-9	0.032003
219.3E-9	0.0855199
219.4E-9	0.0554813
219.5E-9	0.103819
219.6E-9	0.0295861
219.7E-9	0.00438134
219.8E-9	0.125571
219.9E-9	0.154229
220.0E-9	0.0202638
220.1E-9	-0.149264
220.2E-9	0.0202638
220.3E-9	0.166658
220.4E-9	0.169766
220.5E-9	0.121428
220.6E-9	-0.0715781
220.7E-9	-0.0508619
220.8E-9	0.154574
220.9E-9	0.0972591
221.0E-9	0.120392
221.1E-9	0.138001
221.2E-9	0.075507
221.3E-9	-0.0998903
221.4E-9	0.0268239
221.5E-9	0.146633
221.6E-9	0.0547908
221.7E-9	0.0910442
221.8E-9	0.0527192
221.9E-9	0.135929
222.0E-9	0.113487
222.1E-9	-0.0415396
222.2E-9	-0.13131
222.3E-9	0.000583369
222.4E-9	0.0330388
222.5E-9	0.0143942
222.6E-9	-0.0929849
222.7E-9	0.0119773
222.8E-9	-0.00942947
222.9E-9	0.117975
223.0E-9	-0.144775
223.1E-9	-0.0991997
223.2E-9	-0.00217879
223.3E-9	-0.0346342
223.4E-9	0.057553
223.5E-9	-0.197257
223.6E-9	-0.0677801
223.7E-9	0.0630773
223.8E-9	-0.0270383
223.9E-9	0.135584
224.0E-9	0.141454
224.1E-9	0.0306219
224.2E-9	0.165623
224.3E-9	0.0692922
224.4E-9	0.0385631
224.5E-9	0.199114
224.6E-9	0.288194
224.7E-9	0.155955
224.8E-9	0.112451
224.9E-9	0.179088
225.0E-9	-0.170325
225.1E-9	-0.173088
225.2E-9	0.0212996
225.3E-9	0.139037
225.4E-9	0.0744712
225.5E-9	-0.148573
225.6E-9	-0.00942947
225.7E-9	0.0768881
225.8E-9	-0.0771024
225.9E-9	-0.0657085
226.0E-9	0.01543
226.1E-9	-0.0550051
226.2E-9	-0.0940207
226.3E-9	0.0516834
226.4E-9	0.201876
226.5E-9	0.0761976
226.6E-9	0.000238098
226.7E-9	-0.0353247
226.8E-9	-0.102652
226.9E-9	0.0796503
227.0E-9	-0.0253119
227.1E-9	-0.0384322
227.2E-9	-0.0846984
227.3E-9	0.0143942
227.4E-9	-0.026693
227.5E-9	-0.0201328
227.6E-9	0.210508
227.7E-9	-0.0743403
227.8E-9	-0.127167
227.9E-9	0.01543
228.0E-9	-0.0132274
228.1E-9	-0.0415396
228.2E-9	0.062732
228.3E-9	-0.00286933
228.4E-9	-0.0846984
228.5E-9	0.0275145
228.6E-9	-0.0726139
228.7E-9	0.112106
228.8E-9	0.220175
228.9E-9	0.00161918
229.0E-9	0.0261334
229.1E-9	0.102783
229.2E-9	0.04098
229.3E-9	-0.0249666
229.4E-9	0.0223354
229.5E-9	0.0955327
229.6E-9	0.0433969
229.7E-9	-0.0298004
229.8E-9	0.0306219
229.9E-9	0.0779239
230.0E-9	0.0834482
230.1E-9	-0.116809
230.2E-9	0.0516834
230.3E-9	0.0872462
230.4E-9	0.0130131
230.5E-9	0.235367
230.6E-9	0.0413253
230.7E-9	-0.0798646
230.8E-9	-0.160313
230.9E-9	0.255393
231.0E-9	0.0720543
231.1E-9	0.0875915
231.2E-9	0.269894
231.3E-9	0.0696374
231.4E-9	-0.133036
231.5E-9	-0.0536241
231.6E-9	0.0568624
231.7E-9	-0.0373964
231.8E-9	0.197042
231.9E-9	-0.00839366
232.0E-9	-0.294277
232.1E-9	0.0679111
232.2E-9	0.110034
232.3E-9	0.269894
232.4E-9	-0.102998
232.5E-9	-0.073995
232.6E-9	-0.224533
232.7E-9	-0.143394
232.8E-9	0.11763
232.9E-9	0.15561
233.0E-9	0.1746
233.1E-9	-0.0733045
233.2E-9	-0.225223
233.3E-9	0.0844841
233.4E-9	-0.120261
233.5E-9	0.152848
233.6E-9	0.0036908
233.7E-9	-0.0173707
233.8E-9	0.0613509
233.9E-9	-0.0498261
234.0E-9	0.0913895
234.1E-9	-0.101617
234.2E-9	0.18116
234.3E-9	0.0696374
234.4E-9	-0.158932
234.5E-9	0.0313124
234.6E-9	-0.200709
234.7E-9	0.263679
234.8E-9	0.0710185
234.9E-9	-0.0653633
235.0E-9	-0.0222045
235.1E-9	-0.114737
235.2E-9	-0.0629464
235.3E-9	0.309946
235.4E-9	0.0641131
235.5E-9	-0.0809004
235.6E-9	-0.117499
235.7E-9	-0.0529335
235.8E-9	0.184267
235.9E-9	-0.186898
236.0E-9	-0.332257
236.1E-9	-0.0895322
236.2E-9	-0.324661
236.3E-9	-0.25975
236.4E-9	-0.0846984
236.5E-9	0.0682563
236.6E-9	-0.224533
236.7E-9	-0.0667443
236.8E-9	0.106927
236.9E-9	-0.170325
237.0E-9	-0.0090842
237.1E-9	0.0706732
237.2E-9	-0.0591484
237.3E-9	-0.116463
237.4E-9	-0.0335984
237.5E-9	-0.0705423
237.6E-9	-0.0384322
237.7E-9	-0.0864247
237.8E-9	0.169075
237.9E-9	0.0865557
238.0E-9	-0.0470639
238.1E-9	-0.0884964
238.2E-9	0.0368367
238.3E-9	0.101748
238.4E-9	-0.0211687
238.5E-9	-0.017716
238.6E-9	0.0226807
238.7E-9	-0.236963
238.8E-9	-0.150645
238.9E-9	0.145942
239.0E-9	-0.043266
239.1E-9	-0.204852
239.2E-9	-0.162384
239.3E-9	-0.031872
239.4E-9	0.0834482
239.5E-9	0.0668753
239.6E-9	-0.258715
239.7E-9	-0.265275
239.8E-9	0.112106
239.9E-9	0.102093
240.0E-9	-0.0695065
240.1E-9	-0.256298
240.2E-9	-0.00873893
240.3E-9	-0.0532788
240.4E-9	-0.123023
240.5E-9	-0.207269
240.6E-9	0.00817932
240.7E-9	0.0389084
240.8E-9	0.118666
240.9E-9	-0.00217879
241.0E-9	-0.123369
241.1E-9	-0.00390515
241.2E-9	-0.320863
241.3E-9	-0.0774477
241.4E-9	0.144906
241.5E-9	-0.251464
241.6E-9	-0.189661
241.7E-9	0.083103
241.8E-9	-0.0232403
241.9E-9	0.0865557
242.0E-9	0.106236
242.1E-9	-0.195185
242.2E-9	-0.0878058
242.3E-9	-0.0294551
242.4E-9	-0.119571
242.5E-9	0.083103
242.6E-9	-0.030491
242.7E-9	-0.0335984
242.8E-9	-0.0967829
242.9E-9	0.0423611
243.0E-9	-0.0884964
243.1E-9	-0.0429207
243.2E-9	-0.190006
243.3E-9	-0.257679
243.4E-9	0.0547908
243.5E-9	-0.104379
243.6E-9	-0.179993
243.7E-9	-0.057422
243.8E-9	0.0223354
243.9E-9	-0.107141
244.0E-9	-0.147192
244.1E-9	0.221211
244.2E-9	-0.0370511
244.3E-9	-0.0985092
244.4E-9	-0.0636369
244.5E-9	-0.175159
244.6E-9	0.0875915
244.7E-9	0.140073
244.8E-9	0.0337293
244.9E-9	0.131096
245.0E-9	0.14318
245.1E-9	0.209817
245.2E-9	0.0689469
245.3E-9	-0.291515
245.4E-9	-0.135453
245.5E-9	0.142835
245.6E-9	-0.0408491
245.7E-9	-0.0474092
245.8E-9	-0.210722
245.9E-9	-0.165146
246.0E-9	-0.0184065
246.1E-9	0.0344199
246.2E-9	0.187029
246.3E-9	0.117285
246.4E-9	-0.0795193
246.5E-9	-0.211758
246.6E-9	0.0661847
246.7E-9	0.0644584
246.8E-9	0.0509928
246.9E-9	-0.0246214
247.0E-9	-0.00942947
247.1E-9	0.0271692
247.2E-9	-0.120952
247.3E-9	-0.0670896
247.4E-9	-0.148228
247.5E-9	-0.150645
247.6E-9	0.0561719
247.7E-9	0.0354557
247.8E-9	-0.0308362
247.9E-9	0.0164658
248.0E-9	0.114177
248.1E-9	-0.166182
248.2E-9	-0.189661
248.3E-9	0.0485759
248.4E-9	0.070328
248.5E-9	0.0592793
248.6E-9	-0.0705423
248.7E-9	0.121773
248.8E-9	0.0440874
248.9E-9	-0.0667443
249.0E-9	0.135929
249.1E-9	-0.00942947
249.2E-9	0.0789597
249.3E-9	-0.0477545
249.4E-9	0.0385631
249.5E-9	0.0799955
249.6E-9	0.0554813
249.7E-9	-0.0291099
249.8E-9	-0.00597677
249.9E-9	0.196352
250.0E-9	-0.0474092
250.1E-9	-0.0125369
250.2E-9	0.0444327
250.3E-9	0.0226807
250.4E-9	0.0482307
250.5E-9	-0.0032146
250.6E-9	-0.0398133
250.7E-9	-0.107141
250.8E-9	0.0927705
250.9E-9	-0.0567315
251.0E-9	-0.139942
251.1E-9	0.0278597
251.2E-9	-0.213484
251.3E-9	-0.211413
251.4E-9	-0.0750308
251.5E-9	0.0513381
251.6E-9	-0.00977474
251.7E-9	-0.0722687
251.8E-9	-0.175504
251.9E-9	-0.077793
252.0E-9	0.0761976
252.1E-9	0.0900084
252.2E-9	0.180124
252.3E-9	0.128333
252.4E-9	-0.0919491
252.5E-9	-0.175504
252.6E-9	-0.177231
252.7E-9	-0.186208
252.8E-9	-0.017716
252.9E-9	0.0606604
253.0E-9	-0.0626011
253.1E-9	-0.0988545
253.2E-9	0.0734354
253.3E-9	0.166313
253.4E-9	-0.350902
253.5E-9	-0.0809004
253.6E-9	0.057553
253.7E-9	-0.0515524
253.8E-9	0.0489212
253.9E-9	0.0109415
254.0E-9	0.0851746
254.1E-9	0.0641131
254.2E-9	-0.0601842
254.3E-9	0.0841388
254.4E-9	-0.0246214
254.5E-9	-0.0449923
254.6E-9	0.108653
254.7E-9	0.0361462
254.8E-9	-0.017716
254.9E-9	-0.166182
255.0E-9	-0.106105
255.1E-9	0.14905
255.2E-9	-0.0615653
255.3E-9	0.169075
255.4E-9	0.264025
255.5E-9	0.0326935
255.6E-9	-0.0556957
255.7E-9	0.127298
255.8E-9	0.0433969
255.9E-9	-0.0705423
256.0E-9	-0.0156443
256.1E-9	0.0340746
256.2E-9	0.0506476
256.3E-9	0.133858
256.4E-9	-0.0543146
256.5E-9	0.190137
256.6E-9	0.0630773
256.7E-9	-0.152371
256.8E-9	0.0275145
256.9E-9	0.138001
257.0E-9	0.0900084
257.1E-9	0.318232
257.2E-9	-0.170671
257.3E-9	0.0471949
257.4E-9	0.19428
257.5E-9	0.0661847
257.6E-9	0.0727449
257.7E-9	-0.0853889
257.8E-9	-0.147192
257.9E-9	0.193935
258.0E-9	0.070328
258.1E-9	0.121773
258.2E-9	0.172528
258.3E-9	0.124535
258.4E-9	0.115213
258.5E-9	-0.0380869
258.6E-9	-0.122333
258.7E-9	0.133512
258.8E-9	0.0375273
258.9E-9	0.0910442
259.0E-9	0.0817219
259.1E-9	0.0368367
259.2E-9	0.028205
259.3E-9	0.0399442
259.4E-9	0.0413253
259.5E-9	0.00161918
259.6E-9	-0.211413
259.7E-9	-0.0166801
259.8E-9	-0.0377416
259.9E-9	0.00679823
260.0E-9	-0.0260024
260.1E-9	-0.17585
260.2E-9	-0.0698518
260.3E-9	0.0358009
260.4E-9	0.0520286
260.5E-9	0.110034
260.6E-9	-0.000107172
260.7E-9	0.0734354
260.8E-9	-0.186898
260.9E-9	-0.121988
261.0E-9	0.0672205
261.1E-9	-0.202436
261.2E-9	0.243999
261.3E-9	0.126607
261.4E-9	-0.188279
261.5E-9	-0.090568
261.6E-9	-0.0301457
261.7E-9	0.0710185
261.8E-9	0.0913895
261.9E-9	0.0316577
262.0E-9	-0.00632204
262.1E-9	0.153538
262.2E-9	0.0879368
262.3E-9	-0.01012
262.4E-9	0.302695
262.5E-9	0.0692922
262.6E-9	-0.0408491
262.7E-9	0.0938063
262.8E-9	-0.0695065
262.9E-9	0.0948422
263.0E-9	-0.0581126
263.1E-9	-0.11888
263.2E-9	-0.0277288
263.3E-9	0.0748165
263.4E-9	0.107617
263.5E-9	0.125226
263.6E-9	0.114868
263.7E-9	0.117285
263.8E-9	-0.013918
263.9E-9	-0.0491356
264.0E-9	-0.0339437
264.1E-9	0.058934
264.2E-9	0.164587
264.3E-9	0.167004
264.4E-9	-0.0225497
264.5E-9	-0.0467187
264.6E-9	-0.0287646
264.7E-9	0.0496118
264.8E-9	0.189101
264.9E-9	-0.0529335
265.0E-9	-0.00252406
265.1E-9	0.206019
265.2E-9	-0.224533
265.3E-9	0.0758523
265.4E-9	0.102783
265.5E-9	-0.0508619
265.6E-9	0.0606604
265.7E-9	-0.162384
265.8E-9	-0.155479
265.9E-9	0.0948422
266.0E-9	-0.0367058
266.1E-9	-0.216246
266.2E-9	0.0375273
266.3E-9	-0.0291099
266.4E-9	-0.0301457
266.5E-9	0.0516834
266.6E-9	-0.00390515
266.7E-9	0.106927
266.8E-9	0.195316
266.9E-9	-0.0684707
267.0E-9	-0.134763
267.1E-9	0.219485
267.2E-9	-0.0291099
267.3E-9	0.057553
267.4E-9	0.0440874
267.5E-9	-0.184482
267.6E-9	-0.244213
267.7E-9	-0.0108106
267.8E-9	0.105891
267.9E-9	-0.0377416
268.0E-9	-0.168944
268.1E-9	0.0696374
268.2E-9	-0.111975
268.3E-9	-0.0142633
268.4E-9	-0.0836626
268.5E-9	-0.0311815
268.6E-9	-0.232474
268.7E-9	0.000928639
268.8E-9	0.109344
268.9E-9	-0.0677801
269.0E-9	-0.0691612
269.1E-9	-0.0142633
269.2E-9	-0.107832
269.3E-9	-0.138561
269.4E-9	-0.124404
269.5E-9	0.133858
269.6E-9	0.011632
269.7E-9	-0.0249666
269.8E-9	0.0527192
269.9E-9	-0.00735785
270.0E-9	0.126952
270.1E-9	0.147669
270.2E-9	-0.129584
270.3E-9	-0.109213
270.4E-9	-0.157205
270.5E-9	-0.114392
270.6E-9	-0.0222045
270.7E-9	0.033384
270.8E-9	-0.136144
270.9E-9	0.0903536
271.0E-9	-0.00425042
271.1E-9	-0.121988
271.2E-9	-0.0315268
271.3E-9	-0.0860795
271.4E-9	0.0237165
271.5E-9	-0.0836626
271.6E-9	-0.0197876
271.7E-9	0.0530645
271.8E-9	-0.180338
271.9E-9	0.0413253
272.0E-9	0.123154
272.1E-9	0.0993307
272.2E-9	-0.0201328
272.3E-9	0.146633
272.4E-9	-0.192077
272.5E-9	0.00817932
272.6E-9	0.0976043
272.7E-9	-0.0211687
272.8E-9	0.161479
272.9E-9	-0.113701
273.0E-9	-0.148919
273.1E-9	0.0699827
273.2E-9	-0.132
273.3E-9	-0.127167
273.4E-9	0.0295861
273.5E-9	-0.0771024
273.6E-9	-0.0553504
273.7E-9	-0.0325626
273.8E-9	0.0496118
273.9E-9	0.177016
274.0E-9	-0.0263477
274.1E-9	0.112106
274.2E-9	-0.100581
274.3E-9	-0.186553
274.4E-9	0.0157753
274.5E-9	-0.167909
274.6E-9	-0.325697
274.7E-9	0.00852459
