Measurement report of dcv_sheet,,,,,
Generated by DesCoVer 2.6.0,,,,,
Date,2016-10-24 08:27:03 -0500,Author,b48923,,
,,,,,
,,,,,
Testbench: LIB: esd_sm8mvLib - CELL: RB_SOA_tests - VIEW: schematic_no_buck - Mon Oct 24 08:27:09 CDT 2016,,,,,
,,,,,
,,,,,
stress,time,vboost,vclamp9,vref1p0_bg1,v2p5a
-100,1.13934E-007,0.116914,0.0280726,0.000482403,9.41534E-006
-100,1.43098E-007,0.147822,0.0343624,0.00050677,1.13949E-005
-100,1.78518E-007,0.185786,0.0418438,0.00052253,1.39051E-005
-100,2.22264E-007,0.233257,0.0509164,0.00053014,1.67824E-005
-100,2.78509E-007,0.295122,0.0623676,0.00052998,2.05968E-005
-100,3.54165E-007,0.379597,0.0774333,0.000521677,2.54748E-005
-100,4.62521E-007,0.502592,0.0983563,0.000503831,3.24733E-005
-100,5.87794E-007,0.647043,0.12159,0.000480741,0.000040074
-100,7.38838E-007,0.823459,0.148286,0.000453796,4.89902E-005
-100,9.17551E-007,1.03429,0.178097,0.000424059,5.88377E-005
-100,1.1021E-006,1.25352,0.206966,0.000395642,6.86991E-005
-100,1.26089E-006,1.4429,0.230193,0.000370816,7.66299E-005
-100,1.42927E-006,1.64416,0.25259,0.000336491,8.48813E-005
-100,1.55028E-006,1.78899,0.266908,0.000306452,9.04002E-005
-100,1.69259E-006,1.95944,0.281693,0.000269293,9.68938E-005
-100,1.85154E-006,2.14995,0.295526,0.000227029,0.000103623
-100,2.03073E-006,2.36481,0.30765,0.000178849,0.000111109
-100,2.21969E-006,2.59142,0.320312,0.000179301,0.000118545
-100,2.27286E-006,2.65517,0.328651,0.000285831,0.000121097
-100,2.3334E-006,2.72757,0.373294,0.00108639,0.000125597
-100,2.38213E-006,2.78559,0.482964,0.00296738,0.00013287
-100,2.43212E-006,2.84503,0.703765,0.00600234,0.000143543
-100,2.45114E-006,2.86769,0.815181,0.0071266,0.000149703
-100,2.46166E-006,2.88024,0.881019,0.00763626,0.000152228
-100,2.4715E-006,2.89198,0.944608,0.008043,0.000156245
-100,2.48028E-006,2.90248,1.00287,0.00835765,0.000158058
-100,2.49012E-006,2.91423,1.06933,0.00865681,0.000162662
-100,0.000002498,2.92365,1.12329,0.00885689,0.000164088
-100,2.49874E-006,2.92455,1.12846,0.00887423,0.000165414
-100,2.50025E-006,2.92635,1.13883,0.00890816,0.000165782
-100,2.50078E-006,2.92699,1.14253,0.00891992,0.000166007
-100,2.50185E-006,2.92827,1.14993,0.008943,0.00016611
-100,2.50361E-006,2.93037,1.16207,0.00897928,0.000166807
-100,2.50645E-006,2.93377,1.18179,0.00903431,0.000167796
-100,2.51077E-006,2.93894,1.21178,0.00910843,0.000169391
-100,2.51941E-006,2.94929,1.27168,0.00922116,0.000172501
-100,2.52253E-006,2.95302,1.29323,0.00925009,0.000173458
-100,0.000002525,2.95599,1.31029,0.00926805,0.000174245
-100,2.52786E-006,2.95939,1.32974,0.00928204,0.000175364
-100,2.52849E-006,2.96016,1.33407,0.00928419,0.00017583
-100,2.52977E-006,2.96168,1.34273,0.00928738,0.000177849
-100,2.53086E-006,2.96299,1.35015,0.00928974,0.000177991
-100,2.53229E-006,2.96471,1.3599,0.00929294,0.000176991
-100,2.53361E-006,2.96628,1.36882,0.00929486,0.000178021
-100,0.000002535,2.96794,1.37821,0.00929556,0.000178612
