Measurement report of dcv_sheet_cz_bandgap_v2,,,,
Generated by DesCoVer 2.6.0,,,,
Date,2017-03-03 08:52:22 -0600,Author,b48923,
,,,,
,,,,
Testbench: LIB: esd_sm8mvLib - CELL: wunchbell_patrice - VIEW: schematic_cz_bandgap - Fri Mar 03 08:52:24 CST 2017,,,,
,,,,
,,,,
Setup: Parameters or device casing alteration,,,,
Err:510,,,,
risetime=100p start=6u th=0.1 ,,,,
,,,,
,,,,
amplitude,length,nominal,min_1p0,width_1p0(s)
-1,0.00000001,1.0221,0.803613,1.50751E-010
-1,1.26896E-008,1.0221,0.803613,1.50751E-010
-1,1.61026E-008,1.0221,0.803613,1.50751E-010
-1,2.04336E-008,1.0221,0.803613,1.50751E-010
-1,2.59294E-008,1.0221,0.803613,1.50751E-010
-1,3.29034E-008,1.0221,0.803613,1.50751E-010
-1,4.17532E-008,1.0221,0.803613,1.50751E-010
-1,0.000000053,1.0221,0.803613,1.50751E-010
-1,6.72336E-008,1.0221,0.803613,1.50751E-010
-1,8.53168E-008,1.0221,0.803613,1.50751E-010
-1,1.08264E-007,1.0221,0.803613,1.50751E-010
-1,1.37382E-007,1.0221,0.803613,1.50751E-010
-1,1.74333E-007,1.0221,0.803613,1.50751E-010
-1,2.21222E-007,1.0221,0.803613,1.50751E-010
-1,2.80722E-007,1.0221,0.803613,1.50751E-010
-1,3.56225E-007,1.0221,0.803613,1.50751E-010
-1,0.000000452,1.0221,0.803613,1.50751E-010
-1,5.73615E-007,1.0221,0.803613,1.50751E-010
-1,7.27895E-007,1.0221,0.803613,1.50751E-010
-1,9.23671E-007,1.0221,0.803613,1.50751E-010
-1,1.1721E-006,1.0221,0.803613,1.50751E-010
-1,1.48735E-006,1.0221,0.803613,1.50751E-010
-1,1.88739E-006,1.0221,0.803613,1.50751E-010
-1,0.000002395,1.0221,0.803613,1.50751E-010
-1,3.0392E-006,1.0221,0.803613,1.50751E-010
-1,3.85662E-006,1.0221,0.803613,1.50751E-010
-1,4.8939E-006,1.0221,0.803613,1.50751E-010
-1,6.21017E-006,1.0221,0.803613,1.50751E-010
-1,7.88046E-006,1.0221,0.803613,1.50751E-010
-1,0.00001,1.0221,0.803613,1.50751E-010
-1.5,0.00000001,1.0221,0.697483,1.50955E-010
-1.5,1.26896E-008,1.0221,0.697483,1.50955E-010
-1.5,1.61026E-008,1.0221,0.697483,1.50955E-010
-1.5,2.04336E-008,1.0221,0.697483,1.50955E-010
-1.5,2.59294E-008,1.0221,0.697483,1.50955E-010
-1.5,3.29034E-008,1.0221,0.697483,1.50955E-010
-1.5,4.17532E-008,1.0221,0.697483,1.50955E-010
-1.5,0.000000053,1.0221,0.697483,1.50955E-010
-1.5,6.72336E-008,1.0221,0.697483,1.50955E-010
-1.5,8.53168E-008,1.0221,0.697483,1.50955E-010
-1.5,1.08264E-007,1.0221,0.697483,1.50955E-010
-1.5,1.37382E-007,1.0221,0.697483,1.50955E-010
-1.5,1.74333E-007,1.0221,0.697483,1.50955E-010
-1.5,2.21222E-007,1.0221,0.697483,1.50955E-010
-1.5,2.80722E-007,1.0221,0.697483,1.50955E-010
