time mod_bg_vclamp9 mod_bg_v1p0
0.0 -1.74052197008855e-81 8.70095680195116e-82
3.00751208484856e-10 0.00197254526040447 0.000211263263800155
3.91307612410256e-10 0.0026241863256273 0.000246505063106172
5.72420420261056e-10 0.00398986606153873 0.000286083718621636
7.74324798549733e-10 0.00558868546793767 0.000293199272711891
9.77289835505543e-10 0.0072033666415183 0.000298328849750594
1.20652909419877e-09 0.00902802762720282 0.000305611769769887
1.49921912574788e-09 0.0113585594473174 0.000317275812021876
1.87572477009987e-09 0.0143576359038084 0.000335814581628542
2.35344238663184e-09 0.0181645643862891 0.000364344409981802
2.94671125523731e-09 0.0228945083409966 0.000406343306327718
3.69806219529228e-09 0.0288877378148907 0.000467903728685162
4.63133196410998e-09 0.0363358262432766 0.000554197552931787
5.77388973538281e-09 0.0454587187563951 0.000670080944011328
7.16427397536535e-09 0.0565656244023302 0.000820360033598048
8.84949984301547e-09 0.0700335469368133 0.0010090569785238
1.08884033268092e-08 0.0863339163761031 0.00123922908010347
1.33652876267278e-08 0.106141681845744 0.00151440239783831
1.64210249814466e-08 0.130584086699271 0.00183981641205051
2.0302926191507e-08 0.161639735492181 0.00222759902993719
2.4951860222697e-08 0.198835093254818 0.0026549332920348
3.08010652536256e-08 0.245635314731018 0.00314043958870222
3.85456209962292e-08 0.307600370968432 0.00370797583130759
4.8536645507915e-08 0.387537418465468 0.00433567343275755
6.00920905758147e-08 0.479986288391748 0.00494307152944667
7.36474499677202e-08 0.588422371971655 0.00552694860477454
8.95573802474989e-08 0.715682110360242 0.00606752843199117
1.06776938192148e-07 0.853440082230417 0.0064948330145415
1.30671345874708e-07 1.04455246203255 0.00691886014693833
1.39415176720817e-07 1.11449769329845 0.0070226451912772
1.45921458864776e-07 1.16652748527694 0.00709529567263039
1.54471877088515e-07 1.23493673894585 0.00715978523838641
1.60757291201728e-07 1.28520381121525 0.00720807108766653
1.62701773926695e-07 1.30076502068025 0.00721630238072765
1.64127602087291e-07 1.31215976387301 0.00722983060314751
1.65747569973268e-07 1.32511952986477 0.00723800637285296
1.67246997538239e-07 1.33710618639452 0.00724955333683428
1.67943391492374e-07 1.34268229659109 0.00725030778437619
1.68173216614107e-07 1.3445220265297 0.00725075060295757
1.68632866857571e-07 1.34820415619332 0.00725039417639404
1.69207193097159e-07 1.35280163784187 0.00725147062301262
1.6974970171464e-07 1.35714229576517 0.0072535932334837
1.7033383289604e-07 1.36181527608409 0.00725609190291996
1.71088029277318e-07 1.36784885431501 0.00725928257471471
1.72431958473717e-07 1.37860003512701 0.00726476085574974
1.75119816866515e-07 1.40010153326998 0.00727544062342165
1.78208597095216e-07 1.42480796069217 0.0072874191732561
1.81155016221256e-07 1.44837427829411 0.00729836020958993
1.84448066492571e-07 1.47471203571778 0.0073096290078373
1.88941730026254e-07 1.51064917076273 0.00732452546817638
1.92179882588751e-07 1.53654208660395 0.00733566802830344
1.94508646438472e-07 1.5551669760451 0.00734138360972095
1.95976133835054e-07 1.56690357813532 0.00734446487059924
1.97056974268459e-07 1.57554712179028 0.00734658377320777
1.98186476837155e-07 1.58458212227494 0.00734666599873491
1.99276438217236e-07 1.59329807963402 0.00734741064926215
2.0040186332632e-07 1.6022979799959 0.00734742420424387
2.01502944487696e-07 1.61110291480336 0.00734744802615527
2.02745187319861e-07 1.62103729850814 0.00734710170538789
2.04076012602088e-07 1.6316821343857 0.00734615281166251
2.05274953044866e-07 1.64127515886852 0.00734439198133969
2.06359518487375e-07 1.64995456673689 0.0073428061503362
2.07752256623531e-07 1.66109992213392 0.00734134985515449
2.08808541958162e-07 1.66955253659645 0.00734056309808274
2.10137076515113e-07 1.68018328516506 0.00733962936479973
2.11838390032925e-07 1.69379644260294 0.00733850661096139
2.14135005493028e-07 1.71217215003951 0.0073367456119768
2.16891846323233e-07 1.7342295169092 0.00733426984910346
2.20324201498472e-07 1.76169084157593 0.00733044094029573
2.24560664342634e-07 1.79558498456613 0.00732470360651721
2.29879556495102e-07 1.83813841281689 0.0073158714927495
2.36542838397904e-07 1.89144689079116 0.00730254151202199
2.44913144467046e-07 1.95841125029468 0.00728248045604663
2.55199816443182e-07 2.04070618488619 0.00725355347596624
2.6748605930632e-07 2.13899700816373 0.00721379741270315
2.82126243698643e-07 2.25611865606459 0.00716073800600578
3.00082250307162e-07 2.39976543377984 0.0070896512458884
3.2313344424145e-07 2.58417001705501 0.00699316145847792
3.49923846699601e-07 2.79848125383398 0.00687842920674441
3.81553377097659e-07 3.05149402755298 0.00674104203452866
4.0831515767932e-07 3.26556284116088 0.0066136760893797
4.31428560425384e-07 3.45044856250037 0.00648617376101747
4.57443753987473e-07 3.65854547822314 0.00632742786301431
4.79110776109217e-07 3.83186059955484 0.00618881907099061
4.86698707431792e-07 3.89255686956241 0.00613989607145103
5.01874570076941e-07 4.01395175075138 0.00604479836333775
5.18977289353966e-07 4.15076093950007 0.00594590829287639
5.3584706464609e-07 4.28570590348592 0.00585790992040386
5.55176020813217e-07 4.44032265773968 0.00576631584266242
5.84558870177486e-07 4.67536264248819 0.00564405453788503
6.26222358676686e-07 5.00863768465535 0.00549870719858198
6.75991823288043e-07 5.40675309946999 0.00535865873178262
7.32662349335433e-07 5.86006961543084 0.00523173182959
8.09146213360005e-07 6.47187394987539 0.00511577166995672
8.76439703177784e-07 7.01015905527002 0.00515871846370607
9.29222809317112e-07 7.43236929752022 0.00549979467056421
