XXXX,,,,
Generated by XXXX,,,,
XXXX
,,,,
,,,,
XXXX,,,,
,,,,
,,,,
Setup: Parameters or device casing alteration,,,,
Err:510,,,,
risetime=100p start=5u load=1M ,,,,
,,,,
,,,,
Setup: Parameters or device casing alteration,,,,
Err:510,,,,
delay=5u ,,,,
,,,,
,,,,
amplitude,length,nominal,min_vclamp9,width(s)
-30,1.74333E-008,8.0217,-2.72014,1.75026E-008
-30,2.21222E-008,8.0217,-2.72014,2.21917E-008
-30,2.80722E-008,8.0217,-2.72014,2.81419E-008
-30,3.56225E-008,8.0217,-2.72014,3.56924E-008
-30,4.52035E-008,8.0217,-2.72014,4.52736E-008
-30,5.73615E-008,8.0217,-2.72014,5.74318E-008
-30,7.27895E-008,8.0217,-2.72014,7.286E-008
-30,9.23671E-008,8.0217,-2.72014,9.24377E-008
-30,1.1721E-007,8.0217,-2.72014,1.17281E-007
-30,1.48735E-007,8.0217,-2.72014,1.48806E-007
-30,1.88739E-007,8.0217,-2.72014,1.8881E-007
-30,2.39503E-007,8.0217,-2.72014,2.39574E-007
-30,3.0392E-007,8.0217,-2.72014,0.000000304
-30,3.85662E-007,8.0217,-2.72014,3.85734E-007
-30,4.8939E-007,8.0217,-2.72014,4.89463E-007
-30,0.000000621,8.0217,-2.72014,6.21091E-007
-30,0.000000788,8.0217,-2.72014,7.88122E-007
-30,0.000001,8.0217,-2.72014,1.00008E-006
-32,0.000000001,8.0217,-2.84138,1.07067E-009
-32,1.26896E-009,8.0217,-2.84138,1.33978E-009
-32,1.61026E-009,8.0217,-2.84138,1.68123E-009
-32,0.000000002,8.0217,-2.84138,2.11448E-009
-32,2.59294E-009,8.0217,-2.84138,2.66422E-009
-32,3.29034E-009,8.0217,-2.84138,3.36179E-009
-32,4.17532E-009,8.0217,-2.84138,4.24694E-009
-32,5.29832E-009,8.0217,-2.84138,5.37012E-009
-32,6.72336E-009,8.0217,-2.84138,6.79532E-009
-32,8.53168E-009,8.0217,-2.84138,8.6038E-009
-32,1.08264E-008,8.0217,-2.84138,1.08986E-008
-32,1.37382E-008,8.0217,-2.84138,1.38107E-008
-32,1.74333E-008,8.0217,-2.84138,1.75059E-008
-32,2.21222E-008,8.0217,-2.84138,2.21949E-008
-32,2.80722E-008,8.0217,-2.84138,2.81451E-008
-32,3.56225E-008,8.0217,-2.84138,3.56956E-008
-32,4.52035E-008,8.0217,-2.84138,4.52768E-008
-32,5.73615E-008,8.0217,-2.84138,5.7435E-008
-32,7.27895E-008,8.0217,-2.84138,7.28632E-008
-32,9.23671E-008,8.0217,-2.84138,9.24409E-008
-32,1.1721E-007,8.0217,-2.84138,1.17284E-007
-32,1.48735E-007,8.0217,-2.84138,1.48809E-007
-32,1.88739E-007,8.0217,-2.84138,1.88814E-007
-32,2.39503E-007,8.0217,-2.84138,2.39577E-007
-32,3.0392E-007,8.0217,-2.84138,0.000000304
-32,3.85662E-007,8.0217,-2.84138,3.85738E-007
-32,4.8939E-007,8.0217,-2.84138,4.89467E-007
-32,0.000000621,8.0217,-2.84138,6.21095E-007
-32,0.000000788,8.0217,-2.84682,7.88126E-007
-32,0.000001,8.0217,-2.91428,1.00008E-006
-34,0.000000001,8.0217,-2.96966,1.07335E-009
-34,1.26896E-009,8.0217,-2.96966,1.34245E-009
-34,1.61026E-009,8.0217,-2.96966,1.6839E-009
-34,0.000000002,8.0217,-2.96966,2.11714E-009
-34,2.59294E-009,8.0217,-2.96966,2.66688E-009
-34,3.29034E-009,8.0217,-2.96966,3.36444E-009
-34,4.17532E-009,8.0217,-2.96966,4.24958E-009
-34,5.29832E-009,8.0217,-2.96966,5.37274E-009
-34,6.72336E-009,8.0217,-2.96966,6.79793E-009
-34,8.53168E-009,8.0217,-2.96966,8.6064E-009
-34,1.08264E-008,8.0217,-2.96966,1.09012E-008
-34,1.37382E-008,8.0217,-2.96966,1.38133E-008
-34,1.74333E-008,8.0217,-2.96966,1.75085E-008
-34,2.21222E-008,8.0217,-2.96966,2.21975E-008
-34,2.80722E-008,8.0217,-2.96966,2.81477E-008
-34,3.56225E-008,8.0217,-2.96966,3.56981E-008
-34,4.52035E-008,8.0217,-2.96966,4.52794E-008
-34,5.73615E-008,8.0217,-2.96966,5.74375E-008
-34,7.27895E-008,8.0217,-2.96966,7.28657E-008
-34,9.23671E-008,8.0217,-2.96966,9.24434E-008
-34,1.1721E-007,8.0217,-2.96966,1.17287E-007
-34,1.48735E-007,8.0217,-2.96966,1.48812E-007
-34,1.88739E-007,8.0217,-2.96966,1.88816E-007
-34,2.39503E-007,8.0217,-2.96966,2.3958E-007
-34,3.0392E-007,8.0217,-2.96966,0.000000304
-34,3.85662E-007,8.0217,-2.96966,3.85741E-007
-34,4.8939E-007,8.0217,-2.96966,4.8947E-007
-34,0.000000621,8.0217,-3.01555,6.21097E-007
-34,0.000000788,8.0217,-3.08181,7.88126E-007
-34,0.000001,8.0217,-3.16355,1.00008E-006
-36,0.000000001,8.0217,-3.09899,1.07578E-009
-36,1.26896E-009,8.0217,-3.09899,1.34487E-009
-36,1.61026E-009,8.0217,-3.09899,1.68631E-009
-36,0.000000002,8.0217,-3.09899,2.11955E-009
-36,2.59294E-009,8.0217,-3.09899,2.66928E-009
-36,3.29034E-009,8.0217,-3.09899,3.36683E-009
-36,4.17532E-009,8.0217,-3.09899,4.25196E-009
-36,5.29832E-009,8.0217,-3.09899,5.37512E-009
-36,6.72336E-009,8.0217,-3.09899,6.8003E-009
-36,8.53168E-009,8.0217,-3.09899,8.60876E-009
-36,1.08264E-008,8.0217,-3.09899,1.09036E-008
-36,1.37382E-008,8.0217,-3.09899,1.38156E-008
-36,1.74333E-008,8.0217,-3.09899,1.75108E-008
-36,2.21222E-008,8.0217,-3.09899,2.21998E-008
-36,2.80722E-008,8.0217,-3.09899,2.815E-008
-36,3.56225E-008,8.0217,-3.09899,3.57005E-008
-36,4.52035E-008,8.0217,-3.09899,4.52817E-008
-36,5.73615E-008,8.0217,-3.09899,5.74398E-008
-36,7.27895E-008,8.0217,-3.09899,7.2868E-008
-36,9.23671E-008,8.0217,-3.09899,9.24457E-008
-36,1.1721E-007,8.0217,-3.09899,1.17289E-007
-36,1.48735E-007,8.0217,-3.09899,1.48814E-007
-36,1.88739E-007,8.0217,-3.09899,1.88818E-007
-36,2.39503E-007,8.0217,-3.09899,2.39582E-007
-36,3.0392E-007,8.0217,-3.10545,0.000000304
-36,3.85662E-007,8.0217,-3.13666,3.85742E-007
-36,4.8939E-007,8.0217,-3.18096,4.8947E-007
-36,0.000000621,8.0217,-3.2416,6.21097E-007
-36,0.000000788,8.0217,-3.3208,7.88126E-007
-36,0.000001,8.0217,-3.41804,1.00008E-006
-38,0.000000001,8.0217,-3.22871,1.07785E-009
-38,1.26896E-009,8.0217,-3.22871,1.34694E-009
-38,1.61026E-009,8.0217,-3.22871,1.68837E-009
-38,0.000000002,8.0217,-3.22871,2.1216E-009
-38,2.59294E-009,8.0217,-3.22871,2.67132E-009
-38,3.29034E-009,8.0217,-3.22871,3.36887E-009
-38,4.17532E-009,8.0217,-3.22871,4.254E-009
-38,5.29832E-009,8.0217,-3.22871,5.37714E-009
-38,6.72336E-009,8.0217,-3.22871,6.80231E-009
-38,8.53168E-009,8.0217,-3.22871,8.61077E-009
-38,1.08264E-008,8.0217,-3.22871,1.09056E-008
-38,1.37382E-008,8.0217,-3.22871,1.38176E-008
-38,1.74333E-008,8.0217,-3.22871,1.75128E-008
-38,2.21222E-008,8.0217,-3.22871,2.22018E-008
-38,2.80722E-008,8.0217,-3.22871,2.8152E-008
-38,3.56225E-008,8.0217,-3.22871,3.57024E-008
-38,4.52035E-008,8.0217,-3.22871,4.52836E-008
-38,5.73615E-008,8.0217,-3.23188,5.74417E-008
-38,7.27895E-008,8.0217,-3.23748,7.28697E-008
-38,9.23671E-008,8.0217,-3.24307,9.24472E-008
-38,1.1721E-007,8.0217,-3.24867,1.1729E-007
-38,1.48735E-007,8.0217,-3.25603,1.48815E-007
-38,1.88739E-007,8.0217,-3.26729,1.88819E-007
-38,2.39503E-007,8.0217,-3.28433,2.39583E-007
-38,3.0392E-007,8.0217,-3.30966,0.000000304
-38,3.85662E-007,8.0217,-3.3466,3.85742E-007
-38,4.8939E-007,8.0217,-3.39896,4.8947E-007
-38,0.000000621,8.0217,-3.47051,6.21096E-007
-38,0.000000788,8.0217,-3.56367,7.88125E-007
-38,0.000001,8.0217,-3.67758,1.00008E-006
-40,0.000000001,8.0217,-3.35992,1.07967E-009
-40,1.26896E-009,8.0217,-3.35992,1.34876E-009
-40,1.61026E-009,8.0217,-3.35992,1.69018E-009
-40,0.000000002,8.0217,-3.35992,2.12341E-009
-40,2.59294E-009,8.0217,-3.35992,2.67312E-009
-40,3.29034E-009,8.0217,-3.36191,3.37061E-009
-40,4.17532E-009,8.0217,-3.36729,4.25557E-009
-40,5.29832E-009,8.0217,-3.37269,5.37855E-009
-40,6.72336E-009,8.0217,-3.37783,6.80357E-009
-40,8.53168E-009,8.0217,-3.38299,8.61187E-009
-40,1.08264E-008,8.0217,-3.38819,1.09065E-008
-40,1.37382E-008,8.0217,-3.39342,1.38184E-008
-40,1.74333E-008,8.0217,-3.39875,1.75134E-008
-40,2.21222E-008,8.0217,-3.40419,2.22023E-008
-40,2.80722E-008,8.0217,-3.40966,2.81523E-008
-40,3.56225E-008,8.0217,-3.41519,3.57026E-008
-40,4.52035E-008,8.0217,-3.42078,4.52836E-008
-40,5.73615E-008,8.0217,-3.42638,5.74416E-008
-40,7.27895E-008,8.0217,-3.43201,7.28696E-008
-40,9.23671E-008,8.0217,-3.4376,9.24471E-008
-40,1.1721E-007,8.0217,-3.4435,1.1729E-007
-40,1.48735E-007,8.0217,-3.4521,1.48815E-007
-40,1.88739E-007,8.0217,-3.46526,1.88819E-007
-40,2.39503E-007,8.0217,-3.48517,2.39582E-007
-40,3.0392E-007,8.0217,-3.51476,0.000000304
-40,3.85662E-007,8.0217,-3.5579,3.85741E-007
-40,4.8939E-007,8.0217,-3.61895,4.89469E-007
-40,0.000000621,8.0217,-3.70221,6.21096E-007
-40,0.000000788,8.0217,-3.81034,7.88123E-007
-40,0.000001,8.0217,-3.94192,1.00007E-006
-42,0.000000001,8.0217,-3.5313,1.0802E-009
-42,1.26896E-009,8.0217,-3.53585,1.34915E-009
-42,1.61026E-009,8.0217,-3.5406,1.69044E-009
-42,0.000000002,8.0217,-3.54555,2.12352E-009
-42,2.59294E-009,8.0217,-3.55068,2.67309E-009
-42,3.29034E-009,8.0217,-3.55599,3.37048E-009
-42,4.17532E-009,8.0217,-3.56141,4.25544E-009
-42,5.29832E-009,8.0217,-3.56682,5.37841E-009
-42,6.72336E-009,8.0217,-3.57193,6.80341E-009
-42,8.53168E-009,8.0217,-3.57712,8.61171E-009
-42,1.08264E-008,8.0217,-3.58235,1.09064E-008
-42,1.37382E-008,8.0217,-3.58762,1.38182E-008
-42,1.74333E-008,8.0217,-3.59299,1.75132E-008
-42,2.21222E-008,8.0217,-3.59842,2.22021E-008
-42,2.80722E-008,8.0217,-3.60394,2.8152E-008
-42,3.56225E-008,8.0217,-3.6095,3.57023E-008
-42,4.52035E-008,8.0217,-3.6151,4.52834E-008
-42,5.73615E-008,8.0217,-3.62071,5.74413E-008
-42,7.27895E-008,8.0217,-3.62634,7.28693E-008
-42,9.23671E-008,8.0217,-3.63197,9.24468E-008
-42,1.1721E-007,8.0217,-3.63846,1.1729E-007
-42,1.48735E-007,8.0217,-3.64839,1.48815E-007
-42,1.88739E-007,8.0217,-3.6636,1.88819E-007
-42,2.39503E-007,8.0217,-3.68658,2.39582E-007
-42,3.0392E-007,8.0217,-3.72078,0.000000304
-42,3.85662E-007,8.0217,-3.77055,3.85741E-007
-42,4.8939E-007,8.0217,-3.84093,4.89468E-007
-42,0.000000621,8.0217,-3.93674,6.2109E-007
-42,0.000000788,8.0217,-4.06073,7.88112E-007
-42,0.000001,8.0217,-4.21096,1.00006E-006
-44,0.000000001,8.0217,-3.72504,1.07998E-009
-44,1.26896E-009,8.0217,-3.72963,1.34892E-009
-44,1.61026E-009,8.0217,-3.73443,1.6902E-009
-44,0.000000002,8.0217,-3.73941,2.12326E-009
-44,2.59294E-009,8.0217,-3.74459,2.67282E-009
-44,3.29034E-009,8.0217,-3.74995,3.37018E-009
-44,4.17532E-009,8.0217,-3.7554,4.25512E-009
-44,5.29832E-009,8.0217,-3.76078,5.37808E-009
-44,6.72336E-009,8.0217,-3.7659,6.80308E-009
-44,8.53168E-009,8.0217,-3.77112,8.61136E-009
-44,1.08264E-008,8.0217,-3.77635,1.0906E-008
-44,1.37382E-008,8.0217,-3.78165,1.38178E-008
-44,1.74333E-008,8.0217,-3.78705,1.75129E-008
-44,2.21222E-008,8.0217,-3.79252,2.22017E-008
-44,2.80722E-008,8.0217,-3.79805,2.81516E-008
-44,3.56225E-008,8.0217,-3.80362,3.57019E-008
-44,4.52035E-008,8.0217,-3.80924,4.52829E-008
-44,5.73615E-008,8.0217,-3.81488,5.74409E-008
-44,7.27895E-008,8.0217,-3.82052,7.28688E-008
-44,9.23671E-008,8.0217,-3.82616,9.24463E-008
-44,1.1721E-007,8.0217,-3.83353,1.17289E-007
-44,1.48735E-007,8.0217,-3.84489,1.48814E-007
-44,1.88739E-007,8.0217,-3.86228,1.88818E-007
-44,2.39503E-007,8.0217,-3.88858,2.39581E-007
-44,3.0392E-007,8.0217,-3.92768,0.000000304
-44,3.85662E-007,8.0217,-3.98456,3.85736E-007
-44,4.8939E-007,8.0217,-4.06489,4.8946E-007
-44,0.000000621,8.0217,-4.17399,6.21081E-007
-44,0.000000788,8.0217,-4.31465,7.88103E-007
-44,0.000001,8.0217,-4.48429,1.00005E-006
-46,0.000000001,8.0217,-3.91867,1.07871E-009
-46,1.26896E-009,8.0217,-3.92328,1.34758E-009
-46,1.61026E-009,8.0217,-3.92813,1.68878E-009
-46,0.000000002,8.0217,-3.93316,2.12177E-009
-46,2.59294E-009,8.0217,-3.93839,2.67124E-009
-46,3.29034E-009,8.0217,-3.94378,3.36851E-009
-46,4.17532E-009,8.0217,-3.94925,4.25335E-009
-46,5.29832E-009,8.0217,-3.95461,5.3762E-009
-46,6.72336E-009,8.0217,-3.95973,6.80111E-009
-46,8.53168E-009,8.0217,-3.96497,8.60927E-009
-46,1.08264E-008,8.0217,-3.97024,1.09038E-008
-46,1.37382E-008,8.0217,-3.97557,1.38155E-008
-46,1.74333E-008,8.0217,-3.98097,1.75103E-008
-46,2.21222E-008,8.0217,-3.98646,2.2199E-008
-46,2.80722E-008,8.0217,-3.99203,2.81487E-008
-46,3.56225E-008,8.0217,-3.99761,3.56988E-008
-46,4.52035E-008,8.0217,-4.00325,4.52796E-008
-46,5.73615E-008,8.0217,-4.00889,5.74373E-008
-46,7.27895E-008,8.0217,-4.01455,7.2865E-008
-46,9.23671E-008,8.0217,-4.02036,9.24422E-008
-46,1.1721E-007,8.0217,-4.02874,1.17285E-007
-46,1.48735E-007,8.0217,-4.04161,1.48809E-007
-46,1.88739E-007,8.0217,-4.06135,1.88812E-007
-46,2.39503E-007,8.0217,-4.09115,2.39574E-007
-46,3.0392E-007,8.0217,-4.1355,0.000000304
-46,3.85662E-007,8.0217,-4.19994,3.85728E-007
-46,4.8939E-007,8.0217,-4.29088,4.89452E-007
-46,0.000000621,8.0217,-4.41408,6.21073E-007
-46,0.000000788,8.0217,-4.57255,7.88095E-007
-46,0.000001,8.0217,-4.76279,0.000001
-48,0.000000001,8.0217,-4.1122,1.07325E-009
-48,1.26896E-009,8.0217,-4.11686,1.34199E-009
-48,1.61026E-009,8.0217,-4.12175,1.68306E-009
-48,0.000000002,8.0217,-4.12681,2.11592E-009
-48,2.59294E-009,8.0217,-4.13208,2.66525E-009
-48,3.29034E-009,8.0217,-4.13751,3.3624E-009
-48,4.17532E-009,8.0217,-4.14299,4.24712E-009
-48,5.29832E-009,8.0217,-4.1483,5.36985E-009
-48,6.72336E-009,8.0217,-4.15347,6.79464E-009
-48,8.53168E-009,8.0217,-4.15873,8.60271E-009
-48,1.08264E-008,8.0217,-4.16399,1.08972E-008
-48,1.37382E-008,8.0217,-4.16935,1.38088E-008
-48,1.74333E-008,8.0217,-4.17479,1.75036E-008
-48,2.21222E-008,8.0217,-4.1803,2.21922E-008
-48,2.80722E-008,8.0217,-4.18588,2.81419E-008
-48,3.56225E-008,8.0217,-4.19148,3.5692E-008
-48,4.52035E-008,8.0217,-4.19713,4.52728E-008
-48,5.73615E-008,8.0217,-4.20278,5.74305E-008
-48,7.27895E-008,8.0217,-4.20844,7.28582E-008
-48,9.23671E-008,8.0217,-4.21465,9.24355E-008
-48,1.1721E-007,8.0217,-4.22405,1.17278E-007
-48,1.48735E-007,8.0217,-4.23856,1.48803E-007
-48,1.88739E-007,8.0217,-4.26077,1.88806E-007
-48,2.39503E-007,8.0217,-4.29434,2.39567E-007
-48,3.0392E-007,8.0217,-4.34422,0.000000304
-48,3.85662E-007,8.0217,-4.41667,3.85722E-007
-48,4.8939E-007,8.0217,-4.51873,4.89445E-007
-48,0.000000621,8.0217,-4.65678,6.21066E-007
-48,0.000000788,8.0217,-4.83375,7.88089E-007
-48,0.000001,8.0217,-5.04545,0.000001
-50,0.000000001,8.0217,-4.30566,1.06732E-009
-50,1.26896E-009,8.0217,-4.31036,1.33609E-009
-50,1.61026E-009,8.0217,-4.31528,1.67718E-009
-50,0.000000002,8.0217,-4.32037,2.11007E-009
-50,2.59294E-009,8.0217,-4.32568,2.65943E-009
-50,3.29034E-009,8.0217,-4.33114,3.3566E-009
-50,4.17532E-009,8.0217,-4.33664,4.24135E-009
-50,5.29832E-009,8.0217,-4.34191,5.36412E-009
-50,6.72336E-009,8.0217,-4.34711,6.78894E-009
-50,8.53168E-009,8.0217,-4.35237,8.59705E-009
-50,1.08264E-008,8.0217,-4.35766,1.08915E-008
-50,1.37382E-008,8.0217,-4.36304,1.38032E-008
-50,1.74333E-008,8.0217,-4.3685,1.7498E-008
-50,2.21222E-008,8.0217,-4.37403,2.21866E-008
-50,2.80722E-008,8.0217,-4.37961,2.81364E-008
-50,3.56225E-008,8.0217,-4.38524,3.56865E-008
-50,4.52035E-008,8.0217,-4.3909,4.52673E-008
-50,5.73615E-008,8.0217,-4.39656,5.7425E-008
-50,7.27895E-008,8.0217,-4.40223,7.28528E-008
-50,9.23671E-008,8.0217,-4.40901,9.24301E-008
-50,1.1721E-007,8.0217,-4.41951,1.17273E-007
-50,1.48735E-007,8.0217,-4.43574,1.48797E-007
-50,1.88739E-007,8.0217,-4.46057,1.888E-007
-50,2.39503E-007,8.0217,-4.4981,2.39562E-007
-50,3.0392E-007,8.0217,-4.55386,0.000000304
-50,3.85662E-007,8.0217,-4.63478,3.85716E-007
-50,4.8939E-007,8.0217,-4.7486,4.89439E-007
-50,0.000000621,8.0217,-4.90221,6.21061E-007
-50,0.000000788,8.0217,-5.09851,7.88084E-007
-50,0.000001,8.0217,-5.33184,0.000001
