time ref_vbatt ref_vclamp9 ref_v1p0 ref_v2p5
1.65709143554751e-08 0.190676389327284 0.187507769543234 0.00367281269187923 7.12257516244645e-05
2.4337152495597e-08 0.283550692239539 0.21943834128685 0.0042208679216411 9.92887424206072e-05
3.98696287758407e-08 0.470012449911694 0.275137020608323 0.00426398292657755 0.000153995035797039
5.25987508399407e-08 0.623199713534417 0.317742691572062 0.00396579614652137 0.000194933547915181
6.9699278867208e-08 0.828927385728153 0.374914022449753 0.00380925373440446 0.000245422122635416
8.57343356702034e-08 1.02172343040436 0.428243161904563 0.00372720489521214 0.00029270041813274
1.04583514284004e-07 1.2482768276414 0.490175112242283 0.00366409137754858 0.000339028601737903
1.20729184666834e-07 1.44226024732555 0.542398244538654 0.00361297474689403 0.000385036044768869
1.23976977914104e-07 1.48128127036603 0.552803106580375 0.00360169347829644 0.000384121697206176
1.30472564408644e-07 1.5593079617365 0.573501782588524 0.00357678501919424 0.000412333312438947
1.32271474372815e-07 1.58091850294569 0.579209659869213 0.0035696065297454 0.000402209048443322
1.35869294301159e-07 1.62413387149296 0.590588284316623 0.00355317204265778 0.000426441559312638
1.41760317375889e-07 1.69489504417764 0.60912913321924 0.00352682333497285 0.000425066226579998
1.43453713259708e-07 1.71523402960494 0.614440786552736 0.00352015201665799 0.000441390641644391
1.46840505027347e-07 1.75591311085771 0.625044368519495 0.00350949550548431 0.000440206857842116
1.51217097617776e-07 1.80847605261108 0.638706747666285 0.0034988657397503 0.000456787431411927
1.55450910695628e-07 1.85931949427155 0.651876801437775 0.00349190567570888 0.000462098038196556
1.60918213478349e-07 1.92496390871288 0.668804685156001 0.00348485884985703 0.000476915822911295
1.67219994707761e-07 2.00061118285289 0.688179336986762 0.00347676708189366 0.000489950392423982
1.74576412529814e-07 2.08890121133113 0.710572479611791 0.00345994267399806 0.000505959393373605
1.83516420937193e-07 2.19618548958005 0.737425712404305 0.00342669551421866 0.000526309588834491
1.862382583744e-07 2.22884663334252 0.745521476375874 0.00341357447527878 0.000529810080429386
1.91681933248813e-07 2.2941694180572 0.761604718477522 0.00338678386101019 0.000544917431341807
1.99684182198767e-07 2.39019044088651 0.784996067970967 0.00334681625228154 0.000557550158436436
2.01855232582285e-07 2.41624101756007 0.791292552230171 0.00333676580525951 0.000566820591784883
2.0619733334932e-07 2.46834112426567 0.80382310696066 0.0033156693608526 0.000570425638270425
2.08368383732838e-07 2.49439086453505 0.810057161176648 0.00330517745112074 0.000580164477281691
2.12710484499874e-07 2.54648941416968 0.822463869837236 0.00328289796831539 0.00058395449772704
2.21394686033945e-07 2.65068370506439 0.847037054458182 0.00323847908406612 0.000606149960196979
2.33849980656963e-07 2.8001143931029 0.881736646406161 0.00317437594384301 0.000626104856156624
2.52640288762816e-07 3.02552203146293 0.932905267530522 0.00307882955152406 0.000666550151328679
2.76760608624631e-07 3.3148277986729 0.996562235437624 0.00295763168052817 0.000706861798248954
3.01453424795805e-07 3.61100177787446 1.05939607466697 0.00283412969172551 0.000755589928641381
3.27089595535939e-07 3.91851455076424 1.12207882727546 0.00270076515007922 0.00079597175150617
3.54852405516507e-07 4.25158486483888 1.18675563674765 0.00252000250753692 0.000847048401473148
3.76522929494027e-07 4.51158493870602 1.23479116882993 0.00230314353044131 0.000879092392282791
3.81411062446458e-07 4.57021793628404 1.24528170581152 0.00223801089726154 0.000890514939144892
3.83855128922674e-07 4.59951625942275 1.250503408159 0.00220464445073258 0.000891853052838988
3.88743261875105e-07 4.65812676409858 1.26099881872584 0.00213570421695736 0.000901577382788483
3.96305605796904e-07 4.74872731033618 1.27787254855301 0.00204076000617181 0.000912330898355999
4.05623886984753e-07 4.86011405093747 1.30275317026953 0.00201372293467477 0.000928318973228504
4.18794295599098e-07 5.01632017525285 1.36499660263603 0.00253593104008843 0.000948287018669871
4.2256204543105e-07 5.06061543383788 1.39252144465254 0.00287573393400115 0.000954843523165059
4.30097545094954e-07 5.14876395831318 1.46975572110291 0.00388375236538956 0.000966425504409785
4.34845450290602e-07 5.2040175348646 1.53557617741375 0.00471750938972434 0.000973920731093504
4.36585546178403e-07 5.22424845666438 1.56329240423661 0.00504773920197786 0.000977017108626695
4.40065737954005e-07 5.26468077187052 1.62469902190796 0.00572952101914784 0.000981772943670006
4.4094047824949e-07 5.27485123309755 1.64140895299356 0.0059024831571781 0.000983944471373783
4.42689958840461e-07 5.2951885529285 1.6763620305891 0.00624825732294753 0.000985974800873086
4.44322229766704e-07 5.31416738381178 1.71075571215416 0.00656685857128878 0.000988929550412303
4.46041198749306e-07 5.33417252013793 1.74881017330063 0.00689843739790129 0.000991534798841206
4.47644226130791e-07 5.35285946831306 1.78605796763298 0.00720551939610655 0.000994000563176304
4.49155449781228e-07 5.37049881589635 1.82274945558017 0.00749614075160724 0.000996738451959865
4.49698415028611e-07 5.37683937128736 1.83629632169427 0.0076005821634076 0.000997360606880384
4.50784345523379e-07 5.38952877780099 1.86394279022357 0.00780872094681875 0.00099922375032723
4.52728604748565e-07 5.41227341771357 1.91522066497411 0.00817864772757501 0.0010022529318682
4.55961847792537e-07 5.45017751694785 2.00523592773039 0.00878858744006989 0.0010069921075253
4.60237384410401e-07 5.50046529368851 2.1325141240176 0.00958953113715134 0.00101355917791756
4.65809216203042e-07 5.56628303186509 2.31037338077798 0.0106268995776064 0.0010220129513524
4.73337101331863e-07 5.65567457063566 2.56722533493496 0.0119958612914769 0.00103378517488679
4.83994610206527e-07 5.78297786157487 2.95116886488738 0.0137836079806811 0.00105007325029951
4.99221180759673e-07 5.96587697965536 3.51337044638735 0.0158723677320522 0.00107354829344579
5.15865914986352e-07 6.16656282098861 4.11421016145993 0.0174391120421888 0.00109873424743727
5.21818722441109e-07 6.23842861823794 4.32072281221269 0.0178175832316508 0.00110795281106603
5.33724337350625e-07 6.38218959746167 4.71460280154511 0.0183048197274801 0.00112587653529549
5.36970139350488e-07 6.42134395292411 4.81731942801168 0.0183848032953368 0.0011311723543724
5.3859304035042e-07 6.44093667788164 4.8679576356342 0.0184157969539023 0.00113329594767078
5.41838842350283e-07 6.48008253404958 4.96791553491076 0.0184680956318339 0.00113875403522972
5.48330446350008e-07 6.55833357464069 5.16341950715361 0.0185328940360678 0.00114851271806979
5.50698002895824e-07 6.5868369247081 5.23344694702772 0.018547716568822 0.00115271755245912
5.55433115987454e-07 6.64382677262589 5.371949716918 0.0185610085923787 0.00115993577729708
5.64903342170714e-07 6.75761958387748 5.64315632314607 0.0185287880488875 0.00117615976465658
5.66827014290477e-07 6.78070665858685 5.69751567832473 0.0185199016664667 0.00117931859316197
5.70674358530003e-07 6.82688850698981 5.8058243301395 0.0184909224000126 0.00118624892551792
5.78369047009054e-07 6.91922338460888 6.02092851534292 0.0184204437974677 0.00120067277823985
5.87238531790811e-07 7.02564164559904 6.2667120009342 0.0183099762342545 0.00121915654435606
5.89796341810692e-07 7.0563320914792 6.33721969162555 0.0182769230934588 0.00122507694878975
5.94911961850454e-07 7.11772324046326 6.47777965073916 0.0182006169509727 0.00123710583415096
6.03764552887881e-07 7.22397667561106 6.71884146616971 0.0180519225970433 0.00126134747078812
6.13069469811362e-07 7.33575946167355 6.96728963250837 0.0178443341569725 0.00129156331718173
6.16065769191044e-07 7.37181557935682 7.04563151841458 0.0177613363512805 0.00130307885022861
6.22058367950409e-07 7.44409600998688 7.19697428490454 0.0175287568588461 0.00132722487493104
6.30898173336821e-07 7.55137797410525 7.3963282999495 0.0169351570346252 0.0013708781701817
6.32946967329276e-07 7.57632563595919 7.43725471731158 0.0167477223347463 0.00138221109170002
6.37044555314184e-07 7.62618618997295 7.51254996631253 0.0163366600669569 0.00140678939579711
6.45239731284002e-07 7.72545025512181 7.64335706467106 0.0154598969951444 0.0014638045534174
6.56203372487946e-07 7.85739459742478 7.79530959430897 0.0143489783341358 0.00156016258208048
6.59323703458149e-07 7.89482258824197 7.83602596824229 0.0140569141882085 0.0015925160719435
6.65564365398554e-07 7.96938074775186 7.91523965238131 0.0134903144388475 0.00166367836416625
6.67407723562179e-07 7.9910470645154 7.9373156888554 0.0132959514800948 0.00168686810053486
6.69653955403212e-07 8.01652529301404 7.96083746255045 0.0129893621356599 0.00171602917139837
6.72074385359163e-07 8.04200344934876 7.97836118384803 0.0124970309744782 0.00174910714071775
6.74266614868743e-07 8.0622955735565 7.98275619306167 0.0118348173614198 0.00178065699954893
6.76370278211192e-07 8.0789308217908 7.9734971229833 0.010987213005316 0.00181250534085368
6.77445424486419e-07 8.08672298181913 7.96390175078554 0.0105132378593392 0.00183025463185496
6.79097137765487e-07 8.09904338137772 7.94661472696089 0.00983717550535717 0.00185687256801731
6.80358643540395e-07 8.10913746134332 7.93365642802328 0.00938936089978862 0.00187862095538274
6.82660908195352e-07 8.129205356596 7.91519707040525 0.00873329555042723 0.00191787888476619
6.85082857653471e-07 8.15217226398417 7.90423842837246 0.00822835043203798 0.00196206716683578
6.87386143690885e-07 8.17519158900619 7.9009396234302 0.00786568494707705 0.0020053148843325
6.89972033596958e-07 8.20187786875597 7.9030083735552 0.00753560705545934 0.00205708296827207
6.93172632154486e-07 8.23561547427353 7.9105967944729 0.00717970023333635 0.00212424229497937
6.97546086286435e-07 8.28235350530012 7.92490537338092 0.00671563759657547 0.00222371780215624
7.03313926354933e-07 8.34449072401302 7.94464469041865 0.006076801944538 0.00236723982760595
7.12887600014266e-07 8.44842872665749 7.97258667994415 0.00492695157648546 0.00264152284137803
7.16610149960988e-07 8.48914261949363 7.98166007080333 0.00445709615070321 0.00276008296609594
7.1847142493435e-07 8.50957523095221 7.98595275679386 0.00422123448266313 0.00282260403713021
7.22193974881073e-07 8.55058048678316 7.99415600025558 0.0037465560313601 0.00295263427604661
7.24055249854434e-07 8.57114907942589 7.99806668888246 0.00350716236876565 0.00302070061336066
7.24985887341115e-07 8.58144996580728 7.9999749792554 0.0033867762391002 0.00305553302777595
7.26847162314476e-07 8.60208130951101 8.00369719475162 0.00314456236996255 0.00312631696502585
7.30569712261199e-07 8.64346797631582 8.01079302752833 0.00265354592859674 0.00327462545678298
7.3243098723456e-07 8.66422465262553 8.01420125421562 0.00240490081135559 0.00335158172404378
7.36153537181283e-07 8.70627151534935 8.02351143235338 0.00199745302966658 0.00351253487209731
7.40720967647892e-07 8.75845507293772 8.04009133171293 0.0015982902196175 0.00372115654030787
7.4192842456241e-07 8.77211745176942 8.04447767485155 0.00146412849060931 0.00377837071138887
7.44343338391446e-07 8.79900316480068 8.05016166756231 0.00111480842269356 0.00389656587550016
7.49123895325429e-07 8.85241404833758 8.05548285688157 0.000369239599952882 0.00414088319314281
7.53491702235247e-07 8.90164551451095 8.05934728638892 -0.000253638652532356 0.0043778701219986
7.62227316054882e-07 9.00078653201436 8.06893861480076 -0.00137608238542463 0.00489082166607518
7.70963908949396e-07 9.10040971774889 8.07666945048988 -0.00247563020388554 0.00545814730976061
7.88437094738423e-07 9.30156124633609 8.08908961652548 -0.00446918698455996 0.00676073858275593
8.10918769380638e-07 9.56305477614123 8.10119585711491 -0.00671676994211631 0.00877150715853364
8.17695732134721e-07 9.64241179947534 8.10373242015273 -0.0073295726011784 0.00945297924153429
8.21084213511763e-07 9.68216957836595 8.10506472390747 -0.00762429648182781 0.00981145995210712
8.27861176265846e-07 9.76182664803242 8.10743685624225 -0.00818868439640273 0.0105789524291424
8.34224061541625e-07 9.83677674015301 8.10927786162553 -0.00870785939262201 0.0113123467550554
8.36185428106173e-07 9.85992384705381 8.10980694888868 -0.00886065020308462 0.0115439514777574
8.40108161235269e-07 9.9062589209461 8.11079338132202 -0.00916857980719053 0.0120262783817248
8.47953627493462e-07 9.99915447502436 8.11236000092494 -0.0097596035711636 0.0130199550927674
8.59660493723772e-07 10.1384483364505 8.11355833021183 -0.0106066183063618 0.0146192248360489
8.83074226184393e-07 10.4196113525335 8.11205376697582 -0.0121454943337306 0.0182086390088566
9.25397855571144e-07 10.9327588244074 8.10304194870683 -0.0142480222318602 0.0261488684503859
9.3757914660923e-07 11.0808149373059 8.10025149046851 -0.0146395261193365 0.0287844152802176
9.61941728685403e-07 11.3767527119147 8.09448251252525 -0.0151756813892103 0.0345678870372914
9.71456296514052e-07 11.4922238962324 8.09249213476725 -0.0153004172605796 0.0370048200446001
9.85728148257026e-07 11.6652998890496 8.08965229914185 -0.0154771263652813 0.0408673276269094
1e-06 11.8382073177576 8.08696262680846 -0.0156378348763209 0.0449632865676805
1.00136285715316e-06 11.8410607961379 8.08210240242667 -0.0158632767713267 0.0447729902310167
1.00408857145948e-06 11.8438446072664 8.07390948316707 -0.0159607042670812 0.0458115399955097
1.00798399211861e-06 11.8469415284416 8.06951660245513 -0.0156999158304149 0.046806338403517
1.00905041996581e-06 11.8480072187933 8.06942047191714 -0.0156207966474779 0.0471351258598267
1.01118327566021e-06 11.8493939655265 8.06836237486914 -0.0154598139485296 0.0478681854567275
1.01477319516094e-06 11.851782280519 8.06489579934568 -0.0152728699950923 0.048763683254771
1.01874369290638e-06 11.8541047010621 8.06046961804107 -0.0150549476912994 0.0500850137085782
1.02064607199768e-06 11.855273521052 8.05879013511095 -0.0149581424040351 0.0504560789883158
1.02445083018029e-06 11.8573146459775 8.05589026230493 -0.0147499368414191 0.051736192107934
1.03206034654552e-06 11.8610102219779 8.05041477000553 -0.0144054895048873 0.0537444187259705
1.04727937927596e-06 11.8668862200267 8.04103807649652 -0.0138028309570946 0.0582451771234486
1.0539313879136e-06 11.8689978312818 8.03786424158213 -0.0135767362425281 0.059948485562862
1.06723540518888e-06 11.8724196905991 8.03230012696146 -0.0131555853358081 0.0638301398765194
1.09384343973944e-06 11.8773198544351 8.02439580672851 -0.0124268128878464 0.0709782173754515
1.10491669720417e-06 11.8786838995194 8.0220904800053 -0.0121461591589563 0.0741348010388372
1.12706321213362e-06 11.8808077610358 8.01856119513148 -0.011602043767322 0.0798943914339919
1.17135624199253e-06 11.8831983924248 8.01444205556292 -0.0103868510411075 0.0915760146226523
1.22190549028416e-06 11.8843841315298 8.01220662671998 -0.00861647529300211 0.104102109777182
1.23678311643415e-06 11.8845250440757 8.0118318588514 -0.00798153241472566 0.107888932255216
1.26653836873413e-06 11.8847074395142 8.00979812832274 -0.00475667444009008 0.114891160409947
1.2905916430398e-06 11.8847386215584 8.00748179995117 0.0085199762444027 0.120693246667493
1.3104655381009e-06 11.8848940639974 8.00751219566662 0.0295074794351983 0.125148068915483
1.31597783476913e-06 11.8848571122963 8.00731612143234 0.035822765586044 0.126541796516549
1.32700242810558e-06 11.8848912312795 8.00647190645155 0.0482091544731943 0.128926546375106
1.34240482958403e-06 11.8849248303559 8.0062866614401 0.066397520800355 0.132510131638749
1.36327837632302e-06 11.8849306966478 8.00517901458866 0.0928944307279313 0.137027719905598
1.40350498644697e-06 11.8849606817946 8.00364108950179 0.149828384019408 0.145847906762549
1.41160530277493e-06 11.8849456192448 8.00317216960658 0.162189880949205 0.147462375721016
1.42780593543085e-06 11.8849543934914 8.00237763511791 0.188372329450501 0.150968322298825
1.432751428274e-06 11.8849510194297 8.00220971407293 0.19677005083234 0.151909952465297
1.44264241396031e-06 11.8849409974298 8.00161119266199 0.214339794801787 0.154037051261892
1.45986312720332e-06 11.8849311758108 8.0005633441594 0.248671491528444 0.157495182112391
1.47408442878829e-06 11.8849158255759 7.99960875834341 0.281692876355952 0.160440022366867
1.47693550781454e-06 11.8849153340792 7.99940690890934 0.288866956862402 0.160961322742538
1.48263766586702e-06 11.8849087569039 7.99900195011797 0.303613483302597 0.162135142693494
1.49007575484626e-06 11.8849023595584 7.99844955421683 0.323466253969086 0.163595580107063
1.49721638289319e-06 11.8848951942491 7.99790902560268 0.342808983573862 0.165020961340601
1.50930696151872e-06 11.8848824951188 7.99694359420671 0.373610492732431 0.167390643909235
1.5131740510732e-06 11.8848776475096 7.99662051611222 0.382386587589046 0.168140767980577
1.52090823018218e-06 11.8848693032958 7.99596576082416 0.397550689636652 0.169657236092326
1.53344544689917e-06 11.8848621855371 7.99497056522287 0.418922756392483 0.172051408889874
1.54602268959693e-06 11.8848548195872 7.99398610755752 0.440556356501137 0.174471590978615
1.55023612416915e-06 11.8848517825343 7.99363863032321 0.447952639186233 0.175239123509077
1.55866299331358e-06 11.8848485536449 7.99296777855514 0.462608502145917 0.17686160041573
1.57551673160245e-06 11.8848445859916 7.9916998572985 0.491854393800941 0.179960691180168
1.59732945205224e-06 11.8848526002076 7.9903141626925 0.528892659414671 0.183999602686988
1.62053545195608e-06 11.8848864138011 7.98948184082058 0.562651514652322 0.188128889371198
1.62670206232571e-06 11.8848953197697 7.98935396751694 0.570562875720119 0.189270900080051
1.63903528306496e-06 11.8849164045197 7.98918792764403 0.582008279203771 0.191393213231948
1.65016668910655e-06 11.8849283197403 7.98908534417711 0.587291447518442 0.193387940733907
1.65306258991558e-06 11.8849343216572 7.98907256331993 0.58811774312279 0.193834417028548
1.65399888065716e-06 11.8849374376885 7.98907970067226 0.588384575132832 0.194054944650529
1.6558714621403e-06 11.8849493215597 7.9891375109021 0.588985090058267 0.19432450951059
1.65793182943533e-06 11.8849525258733 7.98920118518069 0.589724509798748 0.194719736123054
1.66025026608086e-06 11.8849512423386 7.98921228239527 0.590578572948399 0.195091941180602
1.66283930556988e-06 11.884953604916 7.98919391351939 0.591578299377827 0.195554136720436
1.66801738454792e-06 11.8849574581747 7.98916171084335 0.593664397818537 0.196431315442224
1.67767135372629e-06 11.8849692900168 7.98918013204711 0.597677574129641 0.198081451801224
1.69279489599914e-06 11.8849756527039 7.98917628060519 0.603876981519417 0.200623702802591
1.71961694676808e-06 11.8849828124046 7.98910444905902 0.614640144814698 0.205059637003742
1.72503659346249e-06 11.8849813189595 7.98909044758673 0.616763056999733 0.205942959191631
1.7277464168097e-06 11.8849826667495 7.98908304185922 0.61778341796092 0.206377693716205
1.73316606350411e-06 11.8849826403432 7.98907790089252 0.619861023272585 0.207263001425466
1.74048483094547e-06 11.8849843121775 7.98908110555412 0.622661778301692 0.208429482164907
1.74414421466615e-06 11.8849826891242 7.98907379261624 0.623975948821436 0.209027530631562
1.75146298210751e-06 11.8849834660173 7.98906205412346 0.626448821155334 0.210179012645451
1.76333246339065e-06 11.8849815859735 7.98904767086302 0.630212817006877 0.212067243943211
1.78302072176287e-06 11.8849800356423 7.98901867655848 0.635899786064051 0.215117022752669
1.8220019192711e-06 11.8849732929393 7.98896188668955 0.645579093113325 0.221036590739007
1.86501885039107e-06 11.8849660944457 7.98887844428689 0.654335955125941 0.227294274992971
1.91774265660338e-06 11.8849498435869 7.98861435650416 0.663282561760542 0.234651729792393
1.9392710696203e-06 11.8849384003764 7.98835831796009 0.666628364989722 0.237528307349935
1.94996147905562e-06 11.8849328076956 7.98820970066027 0.668297832530546 0.238955614859404
1.97134229792627e-06 11.8849231489708 7.9878981944021 0.671786849002703 0.241720885071639
2.00017631586808e-06 11.8849092464318 7.98739638733625 0.676964079611713 0.24539125372754
2.03684260894334e-06 11.8848956500388 7.98669953280471 0.684546445186642 0.249868206424049
2.08953809958333e-06 11.8848774495594 7.9855775698893 0.697568724287071 0.256037232370462
2.10888801821645e-06 11.88487389592 7.98515884434569 0.702964657000167 0.258190817120304
2.14758785548269e-06 11.8848638592001 7.98428891918417 0.714611985069349 0.262392740765888
2.22498753001517e-06 11.8848524734171 7.98256628261266 0.740519690823581 0.270016498323674
2.23952094835209e-06 11.8848492510582 7.98224063039659 0.745702511488248 0.271346204624457
2.26858778502593e-06 11.8848473691553 7.98160748255461 0.756256894833221 0.273808699877014
2.27702820335822e-06 11.8848450771433 7.98142210069266 0.759362721901387 0.274506023277585
2.29390904002281e-06 11.884844315905 7.98105393374946 0.765619349069572 0.275791525133098
2.31974974244091e-06 11.88484064102 7.98049927668058 0.775284343259961 0.277634513677982
2.35176105659986e-06 11.8848385359637 7.97981877605655 0.787356256602581 0.279571085010812
2.38624833117082e-06 11.8848342699663 7.97909487330881 0.800403752558776 0.281271089322836
2.39783382876086e-06 11.8848339015273 7.97885041870027 0.804785723009132 0.281725391947261
2.42100482394094e-06 11.8848311433204 7.97837283874751 0.813526487731676 0.282536138937271
2.44252852694973e-06 11.8848300033415 7.97793319595253 0.821603348226084 0.283094789809344
2.44794103245531e-06 11.8848287204129 7.97781900709123 0.82362397839394 0.283231339098482
2.45876604346645e-06 11.8848286797844 7.97759995139744 0.827655734674231 0.283429816081795
2.47201875849323e-06 11.8848269052277 7.97733267072163 0.832564927730159 0.283658875832981
2.48280675769828e-06 11.8848267409002 7.97711542787804 0.836539497802858 0.283786622607125
2.50198735222061e-06 11.8848247607712 7.97673359631811 0.843544285636564 0.283971458516929
2.53419104222249e-06 11.8848238011268 7.97610965096063 0.855108557650679 0.284036992619891
2.54293215880679e-06 11.8848233216264 7.97594805407729 0.858200871737356 0.284030502054932
2.5604143919754e-06 11.8848232478379 7.97562423004721 0.864319362551583 0.283936126344069
2.57562043290197e-06 11.884827115602 7.97539868418758 0.869568947378278 0.283827839614671
2.57900471733497e-06 11.8848290015419 7.97536155814027 0.870730910560114 0.283805000771336
2.58202123509836e-06 11.8848333565691 7.97534997758111 0.871768939870767 0.283932412368305
2.5827799142419e-06 11.8848326513462 7.97534568167467 0.872031102238215 0.284028302397825
2.58429727252898e-06 11.8848283731118 7.97531202445252 0.872548700520219 0.284064486396539
2.58600127502708e-06 11.8848250756187 7.97525120580662 0.873128825943507 0.284227048948595
2.58777176808986e-06 11.8848215908601 7.97517707104988 0.873727090599889 0.284333487095848
2.59009767548246e-06 11.8848234375535 7.9751078126383 0.874512690057603 0.284589165179142
2.59125784893995e-06 11.8848238947926 7.97508709065938 0.874903446895949 0.284708022366413
2.59357819585494e-06 11.8848272202162 7.97506799540759 0.875685274435998 0.284982671034629
2.59658958084606e-06 11.8848272469106 7.97504404739405 0.876695754983962 0.285354953771345
2.60046526317546e-06 11.8848263938056 7.97498269650318 0.877991185084084 0.285844544022155
2.60520530750206e-06 11.8848231397859 7.9748711736602 0.87956463132226 0.286472948518579
2.61118273256765e-06 11.8848200478258 7.97471755153656 0.881533153415164 0.287390132658667
2.61808634760782e-06 11.8848116566222 7.9745057565231 0.883777937975083 0.2887368275632
2.62627066445251e-06 11.884810018164 7.97429597360699 0.886414165235187 0.290878010642291
2.63751313069979e-06 11.8848071271007 7.97407390165472 0.890002356641163 0.294909063094389
2.6482902112996e-06 11.8848056859579 7.97384561032692 0.893408691521261 0.300081194530061
2.65347009874154e-06 11.8848046696056 7.97373978046125 0.895031524656395 0.303044636427698
2.65606004246251e-06 11.884805293017 7.97369179960268 0.895840201123639 0.30466278651086
2.66123992990445e-06 11.8848048762155 7.97359773300445 0.897446032570793 0.307900169306287
2.66296476381234e-06 11.8848060628512 7.97357052673774 0.897978313989713 0.30891471706441
2.66641443162812e-06 11.8848090324961 7.97353642806261 0.899037797355821 0.310719041614549
2.67087431234893e-06 11.8848161935368 7.97353557744017 0.900409383204583 0.312971290777526
2.67637376415632e-06 11.8848181127395 7.97350991876707 0.902099824873073 0.316260218929141
2.6808354937546e-06 11.8848169045137 7.97343085368105 0.903463774600487 0.319399301293138
2.68635000690701e-06 11.8848157425486 7.97331582757894 0.905128879249647 0.323571717087513
2.69264622694272e-06 11.8848164841141 7.97321104298068 0.907005856315161 0.328522390559395
2.70017635961352e-06 11.8848148928692 7.97308355858905 0.909218225089227 0.334518454709411
2.7093641737116e-06 11.8848143237924 7.97291967786459 0.911879549369008 0.341856947286349
2.71221850148133e-06 11.8848137665515 7.97287120440314 0.912697172026671 0.344126631937577
2.71792715702079e-06 11.88481375481 7.97277681204814 0.914322678095823 0.348661839731815
2.72078148479052e-06 11.8848129322289 7.97272722673191 0.915128683165002 0.350914054772752
2.72649014032997e-06 11.8848128485389 7.97262965703814 0.916731039391771 0.355412695242773
2.7293444680997e-06 11.8848121472672 7.97258057119752 0.917525489987735 0.357644470130829
2.73505312363916e-06 11.8848120968593 7.97248474234796 0.9191046151531 0.362100753740954
2.74647043471807e-06 11.8848097798691 7.97228219271683 0.922212746469482 0.370907502399541
2.74930532500096e-06 11.8848105434971 7.97223582441908 0.922975951949312 0.373081009905972
2.75497510556674e-06 11.884809726984 7.97214536974608 0.924489259460593 0.377395093278077
2.76631466669831e-06 11.8848097751115 7.97196427352985 0.927472398955141 0.38595465377873
2.78489230243797e-06 11.8848080153624 7.97166379073654 0.932224220751477 0.399750230675382
2.81639213821624e-06 11.8848069625125 7.97116954872017 0.939904071037277 0.422666812761253
2.85706679720305e-06 11.8848039667248 7.97054602212237 0.949115085774775 0.451663338252854
2.86818151684764e-06 11.8848045393379 7.97038315218801 0.951496163178384 0.459526065540308
2.89041095613682e-06 11.8848023649874 7.970054631534 0.956081054587482 0.475213743069004
