time mod_reg_v1p0 mod_reg_v2p5
0.0 2.28711364145829e-12 9.79029330412905e-06
8.34166666666667e-09 0.00809574951385154 9.54262263413176e-06
1.17392784930482e-08 0.0114891716787367 9.35227625863164e-06
1.85345021458112e-08 0.0182945734069063 8.84886992854511e-06
2.78614928443206e-08 0.02763405532002 7.6296845121179e-06
3.47839853233921e-08 0.0345563631789639 6.02863904144668e-06
4.24932057691752e-08 0.0422633345161946 4.03827243077288e-06
5.2164914744232e-08 0.0519283915810134 1.20035513200045e-06
5.49088710398232e-08 0.0546706321096011 3.13417604308959e-06
5.85913032825574e-08 0.0583504274586596 9.22302786630608e-06
6.09878335036533e-08 0.0607452738916367 2.56232122209314e-05
6.28135848052123e-08 0.062568797358816 5.58692603568067e-05
6.47677260895732e-08 0.0645200333802878 0.000114055801318281
6.63326400308462e-08 0.0660813565871352 0.000211301630782113
6.76463850185018e-08 0.0673896245789951 0.000328039156774587
6.88309859039569e-08 0.0685690796809171 0.000475369698135487
7.00041538368413e-08 0.0697353249065931 0.000660482210760113
7.11673751817322e-08 0.0708907752826322 0.000875446574130626
7.24731422116868e-08 0.0721881362792333 0.0011495795848477
7.39753852496917e-08 0.0736810369931529 0.00147086995651615
7.62621345409153e-08 0.075960918687454 0.00192226624475911
7.87013603028848e-08 0.0784026931826457 0.0022630682977172
8.07850871305483e-08 0.0804978272266679 0.00244205044906683
8.2877357537389e-08 0.0826030814861649 0.00256995089777991
8.52194625014966e-08 0.0849584266912461 0.00268565015993644
8.81686901005384e-08 0.087921917335151 0.00285965842466177
9.22725261595392e-08 0.0920369041813599 0.00321452490398504
9.93513876805957e-08 0.0991240763768736 0.00418671397087627
1.05644342024266e-07 0.105418509944362 0.00538572831577327
1.12705655210062e-07 0.112483384391857 0.00702734988474954
1.21075096110461e-07 0.120858402284033 0.00932435518385535
1.32370775907264e-07 0.132165644601765 0.0129581075393759
1.47770834732982e-07 0.147578828862025 0.0188972702358743
1.62298005248485e-07 0.16211870604005 0.0252075590195818
1.75100119893259e-07 0.174921657702557 0.0311724318282894
1.87137816250861e-07 0.186940870673179 0.0372015673579147
2.00315590293304e-07 0.200094189586049 0.0442303422217318
2.1151250816212e-07 0.211274033249033 0.0501959255216575
2.24570442696999e-07 0.224321751874759 0.0572051639688082
2.42332516760718e-07 0.242066987060444 0.0666187864034496
2.7073302494248e-07 0.270458581734725 0.0815635620310943
3.0682834370314e-07 0.306540768354949 0.100179619573648
3.67914135713237e-07 0.367618158726263 0.130987717839316
4.3867900982221e-07 0.43837522611586 0.165509215966076
5.33640942213201e-07 0.533337247352198 0.210266792593636
6.64911191257305e-07 0.664597384823191 0.269492961649789
8.88261794142541e-07 0.887929642754059 0.365022945741982
1e-06 0.999649804085933 0.410712478922778
1.05586910292873e-06 1.00002242686715 0.433053846145921
1.08380365439309e-06 1.00006079704825 0.444187605830271
1.13967275732182e-06 1.00006038971143 0.466281092628728
1.16760730878619e-06 1.00005453468262 0.477244173927625
1.22347641171492e-06 1.00005171049315 0.499014408561562
1.33521461757238e-06 1.00005067860414 0.541981558657785
1.55828954409371e-06 1.00004629090005 0.625779170803923
1.96327842954026e-06 1.00004702891299 0.772498484229804
2.42211473355013e-06 1.00004246754246 0.932037870550297
2.95707542280101e-06 1.00004823605452 1.11087382612652
3.56395297095825e-06 1.00004182622889 1.30567391234086
4.3037544511973e-06 1.00003473343579 1.53275060848474
5.21454957095488e-06 1.00003082717827 1.79781054535787
5.50883619711878e-06 1.00003011565472 1.88013986438073
6.09740944944657e-06 1.00002755619533 2.04007211716435
7.27455595410215e-06 1.0000217170937 2.34116427188538
7.56527251928698e-06 1.00001462448253 2.41157057498072
7.7106308018794e-06 1.00001616375076 2.4460135842453
7.81390061584019e-06 1.00001086195791 2.46998900696265
7.86553552282059e-06 1.00001156137609 2.48170830411871
7.91232679108125e-06 1.00000805768634 2.49184055344871
7.96725074107695e-06 1.00000109646587 2.50239629793491
8.01664850995595e-06 0.999994249277318 2.51001824322194
8.07284342016787e-06 0.999987868114467 2.51613695412785
8.11610202832683e-06 0.999987672846095 2.51912569245055
8.16923916849019e-06 0.999986418219844 2.52121878187598
8.24135263240075e-06 0.99999121430754 2.52223692747845
8.34331024175472e-06 0.999994231844433 2.52205773448885
8.42266533463012e-06 0.999999471657122 2.52161800480118
8.50686550497218e-06 0.999999325136149 2.52141126329813
8.59380753115517e-06 1.00000207961631 2.5214986541898
8.70739330868435e-06 0.999999537605697 2.52171831939995
8.86181347633007e-06 1.00000070058664 2.521540830369
9.02953638246409e-06 0.999998039404762 2.52033590337551
9.21237251249676e-06 1.00000047882553 2.51819924650091
9.41581667997859e-06 0.999998619450408 2.51555843734161
9.71237864626562e-06 1.00000096518145 2.51207651589293
1.00210604459174e-05 0.999998628461128 2.50896651287774
1.04385835627047e-05 1.00000096452583 2.50559263568809
1.10608299729285e-05 0.999998786193769 2.50231436513169
1.19733235787075e-05 1.00000106474749 2.5000682535889
1.3020160261206e-05 0.999998860593449 2.49923406927728
1.436308123611e-05 1.0000011252442 2.49907897422053
1.596308123611e-05 0.999998854753975 2.49899178016974
1.756308123611e-05 1.00000114227459 2.49894847383301
1.916308123611e-05 0.999998840792822 2.4988608603209
2.076308123611e-05 1.00000115779554 2.49883686497032
2.236308123611e-05 0.999998828091531 2.49877849070262
2.396308123611e-05 1.00000116860771 2.49874906271353
2.556308123611e-05 0.99999882033257 2.4987043552259
2.716308123611e-05 1.00000117448327 2.498675253329
2.876308123611e-05 0.999998816970997 2.49863889970138
3.036308123611e-05 1.00000117659103 2.49861333252403
3.196308123611e-05 0.999998816507622 2.49858122768705
3.356308123611e-05 1.00000117656797 2.49856118607936
3.516308123611e-05 0.999998817340465 2.49853079603887
3.676308123611e-05 1.00000117588313 2.49851689424536
3.836308123611e-05 0.999998818227215 2.49848711512225
3.996308123611e-05 1.00000117552723 2.49847889212889
4.156308123611e-05 0.999998818453347 2.49844961897102
4.316308123611e-05 1.00000117596249 2.49844601475822
4.476308123611e-05 0.99999881779283 2.49841764808627
4.5e-05 1.00000118270937 2.49842943027619
4.50000083416667e-05 0.999614722307601 2.49841917519919
4.5000025025e-05 0.998122953203758 2.49839303352312
4.50000583916667e-05 0.991341628402345 2.49832219499449
4.5000125125e-05 0.966546445717239 2.4981595675202
4.50002585916666e-05 0.89180355148009 2.49792492313843
4.50004550045136e-05 0.759395744246615 2.49793180549424
4.50007069647429e-05 0.573060792530771 2.49822862862705
4.50008534823714e-05 0.45319694443375 2.49835131400432
4.5001e-05 0.325420263774321 2.49835942484673
4.50010083416667e-05 0.318189764148114 2.4983635384566
4.5001025025e-05 0.304197732881938 2.49837601513778
4.50010583916667e-05 0.27869466900918 2.498417149226
4.5001125125e-05 0.235778170637424 2.49853078020802
4.50012585916666e-05 0.173961733935117 2.49874913193135
4.50015204934499e-05 0.104548368237276 2.49874551757231
4.50017849421849e-05 0.071082281613153 2.49830553969739
4.50020602237828e-05 0.0643704727904252 2.49793727249614
4.50023456193741e-05 0.0493755651277047 2.49785131909541
4.50024388603313e-05 0.0438487970340587 2.49788312413612
4.50026253422457e-05 0.0343462684598891 2.49791634456446
4.50029983060746e-05 0.020599880536404 2.49787804965044
4.50037442337323e-05 0.00698740807165874 2.49777907276362
4.50048444264014e-05 0.00102235979410497 2.49783196015147
4.50062092479424e-05 -0.00129621886893209 2.49781058926991
4.50080220655713e-05 -0.00296762976592256 2.49782591078828
4.50108972220234e-05 -0.00503502044656224 2.49779967558481
4.50148479440433e-05 -0.00804341277172652 2.49773154189894
4.50161252142012e-05 -0.00973923721585937 2.49770817239209
4.50186797545169e-05 -0.014424889970841 2.4976287436755
4.50215735422989e-05 -0.016054246008853 2.4975565458794
4.50246971129587e-05 -0.0180723139370331 2.4974222212072
4.50299079497317e-05 -0.0163186140359666 2.49721823961376
4.50322142691504e-05 -0.00944241142878869 2.49708707085022
4.50368269079879e-05 -0.0016452968576085 2.49685106548022
4.50382871196707e-05 -0.00174716730325478 2.49674810289388
4.50412075430363e-05 -0.000818174800802565 2.49657417578722
4.50465335728136e-05 -0.000216693424330444 2.49619848402911
4.5054391990048e-05 3.54335162765987e-05 2.4955856793653
4.50673457515918e-05 -7.26395599067449e-05 2.4943798289816
4.50825269026733e-05 -8.05931056747969e-05 2.49271491576151
4.51021581423399e-05 1.12353148108996e-05 2.49020725807582
4.51276458402964e-05 2.01336271822217e-05 2.48653165147938
4.51612266447792e-05 -2.28380949740307e-05 2.48124156867336
4.51925939083424e-05 8.50303151526348e-06 2.47607600880829
4.52255181817046e-05 -5.25056366038159e-06 2.47063610202196
4.52636318324411e-05 1.72674402479555e-06 2.46432606215966
4.53245819177556e-05 2.71023218167182e-06 2.4542929244952
4.53550569604129e-05 -1.40988277302753e-06 2.44927656185894
4.54160070457275e-05 6.84177208294485e-06 2.43930471132378
4.54671226724351e-05 -3.29654727692846e-06 2.43095199997789
4.54986132519561e-05 9.22140248908629e-06 2.42583779564602
4.55294820152158e-05 -6.22897180832827e-06 2.42081166052321
4.55578252432853e-05 1.18725422926416e-05 2.41622872464554
4.55846762633565e-05 -9.22013587454714e-06 2.4118711319275
4.56205470200256e-05 1.42728942854988e-05 2.40609135739044
4.56635170085667e-05 -1.13859990773705e-05 2.39915763990332
4.57227557817832e-05 1.556713493988e-05 2.38966259112682
4.58074653714547e-05 -1.28011529757151e-05 2.37611828916456
4.59449590982783e-05 1.58285549748699e-05 2.35433272477403
4.61313796147515e-05 -1.38294206444413e-05 2.32508324920062
4.6504220647698e-05 1.54083048639326e-05 2.2677118411924
4.69291371970041e-05 -1.4670399435096e-05 2.20402991679884
4.7001e-05 1.58717652707658e-05 2.19345545248773
4.70010083416667e-05 0.000341579766854011 2.19345948530653
4.7001025025e-05 0.00162033798945608 2.19347448196091
4.70010583916667e-05 0.00757532787280326 2.19352378913385
4.7001125125e-05 0.0303253273312898 2.19364977975528
4.70012585916666e-05 0.106206693583435 2.19386370179719
4.70014846136007e-05 0.286116303021637 2.19389093613526
4.70017573737499e-05 0.53547778741033 2.1935244852987
4.7002e-05 0.766049718397448 2.19322245392219
4.70021185417442e-05 0.837444535336217 2.19299537194603
4.70023556252327e-05 0.930276283372462 2.19269282030827
4.70026938972152e-05 0.972252972581959 2.19287762015831
4.70032011517054e-05 0.989131553977289 2.19331298555418
4.70036185585083e-05 0.990900130488587 2.19311255992678
4.70043547482681e-05 0.992138576468584 2.19285013431633
4.70054643946208e-05 0.99329635063432 2.1928886319025
4.70073222577942e-05 0.998179038012408 2.19245735719932
4.7009785133447e-05 1.00110218006321 2.19220458406679
4.70107468321941e-05 1.00114819608298 2.19201902201731
4.70126702296883e-05 1.0013894356366 2.19171587565541
4.70165170246766e-05 1.00186873148948 2.19119580320994
4.70223648496397e-05 1.0020840649195 2.19028218982166
4.70323170347313e-05 1.00224871093706 2.18888250390264
4.70465477991228e-05 1.0021910977775 2.1867332966307
4.70673079549864e-05 1.00219789911257 2.18375867631962
4.7096693663932e-05 1.0018758365661 2.17939736182271
4.71089109169502e-05 1.00133265834476 2.17768130480354
4.71333454229866e-05 0.999615795153106 2.17405016416881
4.71402532400759e-05 0.999736207671233 2.17311474589356
4.71540688742545e-05 0.999898318609433 2.17103161734778
4.71759075531769e-05 0.999897287564926 2.16792982722187
4.72018822973689e-05 0.999882931181872 2.16408669962572
