time mod_reg_v1p0 mod_reg_v2p5
4.72101158707703e-05 0.999910033494784 2.16296675443784
4.72265830175731e-05 0.999878339219648 2.16050752549084
4.72339806050649e-05 0.999918258814647 2.15951065903517
4.72487757800484e-05 0.999878352594355 2.15729735402386
4.72636060559497e-05 0.999924174860064 2.15522716467999
4.72685122603363e-05 0.999891791290996 2.15444518434316
4.72783246691097e-05 0.99992419200916 2.15309700053906
4.72805170814616e-05 0.999884736356108 2.15271503910066
4.72849019061655e-05 0.999929327961617 2.15213946581215
4.72912775366988e-05 0.99989462498146 2.15116554563676
4.73040287977653e-05 0.999939196996652 2.14937142357048
4.73213069013212e-05 0.9999122974605 2.14682558864947
4.73277827236754e-05 0.99995024104299 2.14595769356575
4.73327079840649e-05 0.999912755875327 2.14569611127473
4.73347196892329e-05 0.999926091680196 2.14646236819506
4.73386980259357e-05 0.999842535254004 2.14737102481898
4.73422636635029e-05 0.999909691198293 2.14786185670183
4.73432694795328e-05 0.9998876231708 2.1475544234916
4.73452811115926e-05 0.999959007811595 2.14724748128298
4.73479483716943e-05 0.999978369784484 2.14671740196133
4.73510892296439e-05 1.00000721114556 2.14609519358081
4.73544763493897e-05 1.00001620826313 2.14590734893385
4.73589582162571e-05 0.999997079422031 2.1457253774787
4.73644487426792e-05 1.0000124267307 2.14618032366778
4.7370366089534e-05 0.999992451815286 2.14661196931145
4.73767011758474e-05 1.00002784250568 2.14757023558515
4.73843647463489e-05 1.00001018226162 2.14859041199108
4.73963318537591e-05 1.00005368759684 2.15104110257119
4.74202660685795e-05 1.00004218780255 2.15694677516401
4.74484191187363e-05 1.00008377574297 2.16603767746079
4.74701479934512e-05 1.00004781294356 2.17364698910909
4.74948177715673e-05 1.00006852591156 2.18313573650322
4.75161894804688e-05 1.00003028012584 2.19114456467792
4.75347218027904e-05 1.00005710163051 2.19826652242987
4.75588404293459e-05 1.00002065497547 2.20709829224442
4.75968521196388e-05 1.00004649997542 2.22111804189703
4.76531931574011e-05 1.00000951564838 2.2409304578273
4.77359642967359e-05 1.00003654843255 2.26919285489972
4.78374615964601e-05 1.00000219543308 2.30180454289226
4.79813283085966e-05 1.00003132425765 2.34560290833792
4.81670120507673e-05 0.999995281150923 2.39704143524768
4.82368383715377e-05 1.00002211980062 2.41431731385618
4.83160841798716e-05 0.999978870975431 2.4300629600496
4.83648569962103e-05 1.00000654195772 2.43760392048057
4.84141346365275e-05 0.999972764925637 2.44319360319262
4.84669414952998e-05 1.00000487576464 2.44801976620929
4.85488836237394e-05 0.99997675848188 2.45330947661219
4.86328884506352e-05 1.00001300161735 2.45800455124625
4.87149191364676e-05 0.999984735846676 2.46217936802638
4.87954854143377e-05 1.00001833293932 2.46674961166333
4.88823751919411e-05 0.999986588098772 2.47142461134494
4.89971599254906e-05 1.00001765956287 2.4775041748016
4.91702398215575e-05 0.999983925073961 2.48438658270719
4.93170274994011e-05 1.0000157551012 2.48856544897555
4.94777110309414e-05 0.999983882334314 2.49137553644457
4.96920507542847e-05 1.00001652749153 2.49421905017364
4.9936174694279e-05 0.999984171914891 2.4961247253189
5.02018677645862e-05 1.0000162623228 2.49753809032015
5.06353884562096e-05 0.999983923426908 2.49808149042573
5.11720767118464e-05 1.00001624279999 2.49817048226393
5.18385303998869e-05 0.999983806601494 2.49766426212454
5.26335398879144e-05 1.00001619756436 2.49743133092303
5.42235588639696e-05 0.999983802935792 2.49707235286494
5.58235588639696e-05 1.00001619442617 2.49726686748692
5.74235588639696e-05 0.999983809542815 2.49720722982088
5.90235588639696e-05 1.00001619107153 2.49742203409619
6.06235588639696e-05 0.999983810284206 2.49733836601557
6.22235588639696e-05 1.00001619106121 2.49754763423653
6.38235588639696e-05 0.999983807972801 2.49745193988414
6.54235588639696e-05 1.00001619394712 2.49765469290007
6.70235588639696e-05 0.999983803389012 2.49755072537062
6.86235588639696e-05 1.0000161986358 2.4977457843387
7.02235588639696e-05 0.99998379766396 2.4976363045585
7.18235588639696e-05 1.00001620403497 2.49782357776065
7.34235588639696e-05 0.999983791753592 2.49771017770688
7.50235588639696e-05 1.0000162093435 2.49789029878567
7.66235588639695e-05 0.999983786242011 2.4977735981982
7.82235588639695e-05 1.00001621414417 2.49794754125252
7.91117794319848e-05 0.999983779800545 2.49781703654403
8e-05 1.00001622135699 2.49797555343067
