time mod_vpre_vbatt mod_vrep_vclamp9
9.3334168714739e-06 11.8843194723436 8.02166342761497
1.09334168714739e-05 11.8843502340834 8.02158453751123
1.25334168714739e-05 11.8843415901317 8.02166100618805
1.41334168714739e-05 11.8843709460766 8.02158253665591
1.57334168714739e-05 11.8843609431044 8.02165898889209
1.73334168714739e-05 11.8843889909999 8.02158084895126
1.89334168714739e-05 11.8843777784648 8.02165723391028
2.05334168714739e-05 11.8844046313654 8.0215794148546
2.21334168714739e-05 11.8843923383139 8.02165538440019
2.37334168714739e-05 11.8844181036755 8.02157819801168
2.53334168714739e-05 11.8844048691505 8.02165406281753
2.69334168714739e-05 11.8844296407624 8.02157717681534
2.85334168714739e-05 11.8844155828608 8.02165291750219
3.01334168714739e-05 11.8844394425026 8.02157632963234
3.17334168714739e-05 11.8844245412008 8.0216519395084
3.33334168714739e-05 11.8844471605157 8.0215756823211
3.49334168714739e-05 11.8844306946443 8.02165122302121
3.65334168714739e-05 11.8844514734897 8.02157536905304
3.81334168714739e-05 11.8844336761001 8.0216511380226
3.97334168714739e-05 11.8844534671951 8.02157530305081
4.13334168714739e-05 11.8844351763678 8.02165088819187
4.29334168714739e-05 11.8844545496717 8.02157533045559
4.45334168714739e-05 11.8844360679715 8.02165069668384
4.5e-05 11.8844549638966 8.02157531185826
4.5000002083375e-05 11.8805279351895 8.0184282488287
4.5000006250125e-05 11.868643552909 8.00901205487638
4.5000014583625e-05 11.8224703737063 7.97197935187233
4.5000031250625e-05 11.6501328770949 7.83253710304998
4.50000370134975e-05 11.5668211422189 7.76507395701299
4.50000398949338e-05 11.5208668295606 7.7278864486746
4.5000041335652e-05 11.4967739426875 7.70841731691597
4.5000042056011e-05 11.4844509802514 7.69845503132136
4.50000434967292e-05 11.4592838224563 7.67805135191634
4.50000463781654e-05 11.4069314512883 7.6355422349667
4.50000496048418e-05 11.34518171164 7.58542206249547
4.500005121818e-05 11.313094352304 7.55938446451815
4.50000544448564e-05 11.2465641015989 7.50540388050276
4.50000608982091e-05 11.1043481467916 7.39002428127545
4.50000641248855e-05 11.0287517124555 7.328695470692
4.50000705782382e-05 10.8690402508204 7.19912227548456
4.50000834849437e-05 10.5176185762814 6.91392199869194
4.50000897076258e-05 10.3336652304457 6.76453992154677
4.50001021529898e-05 9.94063517098678 6.44520088856037
4.50001154773331e-05 9.48453097334246 6.07468139694954
4.50001190008627e-05 9.35784446276781 5.97188230852323
4.50001260479218e-05 9.09868640789185 5.76041590959221
4.50001316647641e-05 8.88701392513447 5.5881582648812
4.50001362224696e-05 8.71229743685658 5.44569609658873
4.50001409164397e-05 8.52965415863259 5.29696676353737
4.50001449769951e-05 8.3695840673102 5.16647267832901
4.50001487063059e-05 8.2209026460932 5.0453149120436
4.50001521467028e-05 8.08223182501519 4.93217419954326
4.50001552614523e-05 7.9551554170724 4.82833219186131
4.50001581132636e-05 7.83756425289651 4.73185900119548
4.50001607157772e-05 7.72933443469645 4.64302177950397
4.50001630922649e-05 7.62983191437555 4.56134641416172
4.5000165263141e-05 7.53843208700081 4.48631553540934
4.50001672451571e-05 7.45460853383154 4.41750307906147
4.50001690552803e-05 7.37775079441369 4.35441395457064
4.50001707082102e-05 7.30734537502825 4.29661737162932
4.50001722176294e-05 7.24286041464458 4.24368703135995
4.50001735960036e-05 7.18383824120174 4.19523711520764
4.50001748547082e-05 7.12981446750712 4.1508947953391
4.50001760041294e-05 7.08039719628542 4.1103308030872
4.50001770537624e-05 7.03518545026434 4.07322180796366
4.50001780122669e-05 6.99384702895515 4.03928998131178
4.50001788875581e-05 6.95603902225135 4.00825769744029
4.50001796868598e-05 6.92148175821649 3.97989206607858
4.50001804167702e-05 6.88988318585575 3.95395583447575
4.50001810833136e-05 6.86100930808106 3.93025491306087
4.50001816919917e-05 6.83461191999928 3.90858702789729
4.50001822478281e-05 6.81049613953603 3.88879118535462
4.50001827554106e-05 6.78845129636217 3.8706951218175
4.50001832189283e-05 6.76831567528484 3.85416584255828
4.50001836422068e-05 6.74991061205554 3.83905670395758
4.50001840287395e-05 6.73310229498518 3.82525822385776
4.50001843817164e-05 6.71773931083716 3.81264560255465
4.50001847040506e-05 6.70371115884748 3.801128954293
4.50001849984024e-05 6.69088963090953 3.79060212794721
4.50001852672008e-05 6.67918357581922 3.78099144353308
4.50001855126644e-05 6.66848456731148 3.7722067165083
4.50001857368187e-05 6.65871741474841 3.76418755856923
4.50001859415138e-05 6.64979058614974 3.7568575062956
4.50001861284387e-05 6.64164197486298 3.75016698161724
4.50001862991363e-05 6.63419450771872 3.74405135598264
4.50001864550151e-05 6.62739673807353 3.73846977006015
4.50001865973616e-05 6.62118399004692 3.73336783149161
4.50001867273506e-05 6.61551345689469 3.72871166272239
4.50001868460547e-05 6.61033109999813 3.72445573256675
4.50001869544537e-05 6.60560109069234 3.72057172729029
4.50001870534421e-05 6.60127850840584 3.71702177442343
4.50001871438369e-05 6.59733315993541 3.71378199247335
4.50001872263841e-05 6.59372791098037 3.71082109517606
4.5000187301765e-05 6.59043714325202 3.70811875529774
4.50001873706016e-05 6.58743032579945 3.70564930144116
4.50001874334621e-05 6.58468559753787 3.7033953004968
4.50001874908653e-05 6.58217797063386 3.70133580837994
4.5000187543285e-05 6.57988872607767 3.69945580625492
4.50001875911539e-05 6.57779746964011 3.6977382688397
4.50001876348669e-05 6.57588816497407 3.69617024812821
4.50001876747849e-05 6.57414417243491 3.69473791382808
4.50001877112374e-05 6.57255178877358 3.69343013816484
4.50001877445252e-05 6.57109740645954 3.69223565765779
4.50001877749231e-05 6.56976937188857 3.69114496555012
4.50001878026819e-05 6.56855650939649 3.69014884231936
4.50001878280308e-05 6.56744896542941 3.68923922386374
4.5000187851179e-05 6.56643751545245 3.6884085178274
4.50001878723175e-05 6.56551387280089 3.68764992933269
4.50001878916209e-05 6.56467038865255 3.68695717119519
4.50001879092485e-05 6.56390012263684 3.68632454688658
4.50001879253456e-05 6.5631967128105 3.68574683014336
4.50001879400453e-05 6.56255436093665 3.68521925993094
4.50001879534688e-05 6.56196776602386 3.68473748244938
4.5000187965727e-05 6.56143208970338 3.68429752427592
4.50001879769209e-05 6.56094291221968 3.68389575555214
4.5000187987143e-05 6.56049619795571 3.68352886196297
4.50001879964777e-05 6.56008826113595 3.68319381645245
4.5000188005002e-05 6.55971573618115 3.68288785493883
4.50001880127863e-05 6.55937554928486 3.68260845294363
4.50001880198947e-05 6.55906489322483 3.68235330492315
4.5000188026386e-05 6.55878120504009 3.68212030593954
4.50001880323138e-05 6.55852214363945 3.68190753325964
4.5000188037727e-05 6.55828557106132 3.68171323098018
4.50001880426702e-05 6.55806953547492 3.68153579605734
4.50001880471843e-05 6.55787225411373 3.68137376429668
4.50001880513065e-05 6.55769209871204 3.68122579839873
4.50001880550708e-05 6.55752758285361 3.6810906775542
4.50001880585083e-05 6.55737734882517 3.68096728665938
4.50001880616474e-05 6.55724015682758 3.68085460745232
4.5000188064514e-05 6.55711487479089 3.68075171015356
4.50001880671317e-05 6.55700046864837 3.6806577454632
4.50001880695221e-05 6.55689599434341 3.68057193801728
4.50001880717051e-05 6.55680058954034 3.68049357955852
4.50001880736985e-05 6.55671346713122 3.680422023626
4.50001880755188e-05 6.55663390810938 3.68035667968983
4.50001880771812e-05 6.55656125562447 3.68029700825994
4.50001880786992e-05 6.55649491029656 3.68024251705395
4.50001880800854e-05 6.55643432455437 3.68019275634087
4.50001880813513e-05 6.55637899851176 3.68014731555634
4.50001880825073e-05 6.55632847550633 3.68010581962791
4.50001880835629e-05 6.55628233856923 3.68006792609229
4.50001880845269e-05 6.55624020683315 3.68003332213056
4.50001880854072e-05 6.55620173266514 3.68000172223127
4.50001880862111e-05 6.55616659856038 3.67997286561752
4.50001880869452e-05 6.55613451455878 3.67994651412889
4.50001880876156e-05 6.55610521595173 3.67992245036451
4.50001880882277e-05 6.55607846073516 3.679900475552
4.50001880887868e-05 6.55605402831008 3.67988040851433
4.50001880892972e-05 6.55603171695657 3.67986208356681
4.50001880897634e-05 6.55601134250778 3.67984534945644
4.50001880901891e-05 6.55599273674343 3.67983006801762
4.50001880905779e-05 6.55597574622874 3.67981611322674
4.50001880909329e-05 6.55596023058158 3.67980336978336
4.50001880912571e-05 6.55594606188772 3.67979173263518
4.50001880915531e-05 6.55593312314575 3.67978110567786
4.50001880918234e-05 6.55592130774203 3.67977140134951
4.50001880920703e-05 6.55591051795082 3.67976253938638
4.50001880922957e-05 6.55590066488955 3.67975444678107
4.50001880925016e-05 6.55589166716991 3.6797470566964
4.50001880926896e-05 6.55588345041014 3.679740308033
4.50001880928613e-05 6.55587594713558 3.67973414538039
4.50001880930181e-05 6.55586909511566 3.67972851762074
4.50001880931612e-05 6.5558628380811 3.67972337853861
4.5000188093292e-05 6.55585712421462 3.67971868557702
4.50001880934114e-05 6.55585190641131 3.67971440004471
4.50001880935204e-05 6.55584714144562 3.67971048644176
4.50001880936199e-05 6.55584279020644 3.67970691264201
4.50001880937109e-05 6.5558388165984 3.67970364900557
4.50001880937939e-05 6.55583518800413 3.67970066873605
4.50001880938697e-05 6.55583187453838 3.67969794729271
4.50001880939389e-05 6.55582884864362 3.679695462039
4.50001880940021e-05 6.55582608544129 3.67969319254144
4.50001880940599e-05 6.55582356212162 3.67969112006479
4.50001880941126e-05 6.55582125796549 3.67968922759396
4.50001880941607e-05 6.55581915372995 3.67968749932543
4.50001880942047e-05 6.55581723223211 3.67968592114549
4.50001880942449e-05 6.55581547746309 3.67968447990285
4.50001880942815e-05 6.55581387491017 3.6796831636777
4.5000188094315e-05 6.55581241157493 3.67968196179957
4.50001880943456e-05 6.55581107530225 3.67968086428303
4.50001880943735e-05 6.55580985511093 3.67967986210497
4.5000188094399e-05 6.5558087406455 3.67967894676192
4.50001880944223e-05 6.55580772303051 3.67967811096575
4.50001880944435e-05 6.55580679366314 3.67967734764838
4.5000188094463e-05 6.55580594516027 3.67967665074936
4.50001880944807e-05 6.55580517010992 3.67967601417971
4.50001880944969e-05 6.55580446258708 3.67967543307274
4.50001880945117e-05 6.55580381635981 3.67967490230785
4.50001880945252e-05 6.5558032261049 3.67967441751423
4.50001880945375e-05 6.55580268708677 3.67967397480296
4.50001880945488e-05 6.55580219485216 3.67967357051459
4.5000188094559e-05 6.55580174527862 3.6796732012673
4.50001880945684e-05 6.55580133477712 3.67967286410732
4.5000188094577e-05 6.55580095984688 3.67967255616845
4.50001880945849e-05 6.55580061749728 3.67967227498943
4.5000188094592e-05 6.5558003047431 3.67967201811445
4.50001880945985e-05 6.55580001925899 3.67967178364104
4.50001880946045e-05 6.55579975864174 3.67967156958968
4.500018809461e-05 6.55579952053256 3.67967137402479
4.50001880946149e-05 6.55579930313547 3.67967119546804
4.50001880946195e-05 6.55579910468975 3.6796710324761
4.50001880946236e-05 6.55579892344512 3.67967088361591
4.50001880946274e-05 6.55579875789432 3.67967074764511
4.50001880946309e-05 6.55579860683751 3.67967062357551
4.5000188094634e-05 6.55579846881877 3.67967051021561
4.50001880946369e-05 6.5557983429557 3.67967040684173
4.50001880946395e-05 6.55579822804843 3.67967031246577
4.50001880946419e-05 6.55579812290978 3.67967022611225
4.50001880946441e-05 6.55579802694198 3.67967014728928
4.50001880946461e-05 6.5557979392828 3.67967007529315
4.50001880946481e-05 6.55579785192189 3.67967000354234
4.50001880946501e-05 6.55579776456272 3.67966993179327
4.50001880946522e-05 6.5557976724521 3.67966985613951
4.50001880946556e-05 6.55579752583074 3.67966973571168
4.50001880946623e-05 6.55579723262851 3.67966949489616
4.50001880946757e-05 6.55579664622505 3.67966901326609
4.50001880947025e-05 6.55579547341382 3.67966805000169
4.50001880947562e-05 6.55579312779533 3.67966612347683
4.50001880948636e-05 6.55578843656015 3.67966227042894
4.50001880950782e-05 6.55577905412003 3.67965456436322
4.50001880955076e-05 6.55576028919042 3.67963915218324
4.50001880963663e-05 6.55572275932368 3.6796083278174
4.50001880980836e-05 6.55564769947922 3.67954667898214
4.50001881015184e-05 6.55549757934899 3.67942338090002
4.50001881083879e-05 6.55519733743696 3.67917678320369
4.50001881221269e-05 6.55459684697031 3.67868358165941
4.50001881496049e-05 6.55339583942035 3.67769715401291
4.5000188204561e-05 6.55099371782393 3.67572420115792
4.5000188314473e-05 6.54618904839606 3.67177790984577
4.50001885342972e-05 6.53657800282721 3.66388381645945
4.50001889739455e-05 6.5173492128802 3.64808939295622
4.50001898532422e-05 6.47886515737189 3.61647632283511
4.50001916118354e-05 6.40179328839212 3.55316386598333
4.50001924911321e-05 6.36320669492603 3.52147047100457
4.50001942497253e-05 6.28593694196855 3.45802486780318
4.50001977669119e-05 6.13104192353122 3.33091092596624
4.5000204801285e-05 5.82003602278414 3.07589195905662
4.50002079719065e-05 5.67940554652916 2.9606649357384
4.50002143131495e-05 5.39749925712233 2.72985201874665
4.5000217483771e-05 5.25628524307586 2.61432574680927
4.5000223825014e-05 4.97350646239152 2.38318930320184
4.50002269956356e-05 4.83200308524557 2.26764075261712
4.50002333368786e-05 4.5489382912982 2.03674496352946
4.50002365075001e-05 4.40744037149198 1.92146408771466
4.50002428487431e-05 4.12469090788832 1.69141420871184
4.50002460193646e-05 3.98350847312344 1.57672010570863
4.50002523606077e-05 3.70172712273406 1.34820245985243
4.50002555312292e-05 3.56120831342496 1.23446822735315
4.50002618724722e-05 3.28116030546741 1.00831595892775
4.50002745549583e-05 2.72672381091973 0.563160675390191
4.50002800684892e-05 2.48924111752425 0.373796983020474
4.50002910955512e-05 2.02675168291985 0.00849625249916685
4.50002935180519e-05 1.92784898993337 -0.0687293328492766
4.50002983630534e-05 1.73324483060652 -0.219268129224925
4.50003080530563e-05 1.35756882659763 -0.502527808826181
4.50003210752586e-05 0.9047139231822 -0.80827704455541
4.50003379430734e-05 0.413568549841506 -1.07416874853736
4.50003425329977e-05 0.292333586155253 -1.13164715301696
4.50003517128463e-05 0.0631336185354468 -1.22595584516487
4.50003616160166e-05 -0.155479465071013 -1.28595001311406
4.5000375304068e-05 -0.424444860072574 -1.329071333914
4.50003788652064e-05 -0.489887069874772 -1.33649994047344
4.50003859874833e-05 -0.593315637044016 -1.33224754023453
4.50003974740232e-05 -0.692406423339272 -1.28701297815345
4.5000401370037e-05 -0.71980262952979 -1.2712659439888
4.50004091620645e-05 -0.774919379994479 -1.24451711502822
4.50004236707682e-05 -0.871512192671258 -1.20489509074659
4.50004414767971e-05 -0.987321154608368 -1.17325438335281
4.50004732560362e-05 -1.18348340441928 -1.14275013515762
4.50005168779224e-05 -1.42812204608219 -1.13167116062402
4.50005309821257e-05 -1.49706707938625 -1.13407581156537
4.50005591905321e-05 -1.62759598286525 -1.1407726252713
4.50005725694247e-05 -1.68699773171754 -1.14220302514643
4.50005993272101e-05 -1.80183542593219 -1.14365267579829
4.50006528427807e-05 -1.98750951023817 -1.13713190646469
4.50007228450843e-05 -2.12877616255735 -1.20359969694092
4.50007381668511e-05 -2.15109172491909 -1.22642056587167
4.50007688103847e-05 -2.20368307119635 -1.26074543068277
4.50008211118706e-05 -2.29119233026455 -1.32288822928299
4.50008799296083e-05 -2.38897959367145 -1.39085748017308
4.50009399648042e-05 -2.48730046922146 -1.4602313659261
4.5001e-05 -2.58513479973926 -1.52899446733494
4.50010083335e-05 -2.58615992339183 -1.52942886159425
4.50010250005e-05 -2.58738132963463 -1.53023432976241
4.50010583345e-05 -2.58928022314596 -1.53161818513319
4.50010750015e-05 -2.59025481784627 -1.53226723947329
4.50011083355e-05 -2.59198249768418 -1.53351948142392
4.50011250025e-05 -2.59284479562453 -1.53409803522789
4.50011583365e-05 -2.59441374047763 -1.53522924841768
4.50011750035e-05 -2.59520914710262 -1.53577036734201
4.50012083375e-05 -2.59666145588029 -1.5368151695217
4.50012750055e-05 -2.59941497743923 -1.5387461822876
4.50013599237623e-05 -2.60252461779435 -1.5409637038946
4.50015142853364e-05 -2.60747942035339 -1.54446034248457
4.50017830468767e-05 -2.61446503549389 -1.5494354404914
4.5001865444769e-05 -2.61634308356218 -1.55075588876143
4.50020302405538e-05 -2.61973740102138 -1.55318644487166
4.50023320401354e-05 -2.62518612497787 -1.55705535023984
4.50027330651788e-05 -2.63120811120027 -1.56136878463777
4.50031756102113e-05 -2.63681568318614 -1.56536305403665
4.50032983977978e-05 -2.63819674715146 -1.56636317861684
4.5003359791591e-05 -2.638891577142 -1.56684562698885
4.50034825791774e-05 -2.64019235744441 -1.5677846597799
4.50037281543502e-05 -2.64269614298273 -1.56955716282136
4.50040632925861e-05 -2.64580326861634 -1.57179145465896
4.50044967009897e-05 -2.64947040649943 -1.57440544146049
4.50049827563595e-05 -2.65312965656882 -1.57703669291639
4.50051553753097e-05 -2.65435851120534 -1.57790519698377
4.50055006132102e-05 -2.65664673901007 -1.57955823784251
4.50056732321605e-05 -2.65775599821125 -1.58034236463393
4.5006018470061e-05 -2.65982866227592 -1.58184126096091
4.5006708945862e-05 -2.66365961924431 -1.58457902468034
4.50076946596793e-05 -2.66841947565947 -1.58800646926689
4.50079526259521e-05 -2.66957295482471 -1.58882340731405
4.50084685584975e-05 -2.67172085821169 -1.59037624129711
4.50091614402535e-05 -2.6744097830622 -1.59229606310153
4.50098014919701e-05 -2.67667113913083 -1.59393383033905
4.50110815954031e-05 -2.68070603673533 -1.59681513555018
4.50115804052605e-05 -2.68216077528993 -1.59782827022948
4.50125780249754e-05 -2.6848764374002 -1.59973588507777
4.50129434386419e-05 -2.68583224677562 -1.60040381360946
4.5013674265975e-05 -2.68764160613008 -1.60168257238994
4.50151359206412e-05 -2.69102593125584 -1.60406736611799
4.50171645827283e-05 -2.69520871770997 -1.60703848629653
4.50201041877557e-05 -2.70047893796253 -1.61078960196775
4.50210693982813e-05 -2.70203538056099 -1.61189723196399
4.50229998193325e-05 -2.70498073652464 -1.61398105407402
4.50267582818514e-05 -2.71008560354297 -1.61759586641119
4.50323850721764e-05 -2.71661174773398 -1.62220890370037
4.50385534779519e-05 -2.72262347438211 -1.62646225292107
4.50454437097779e-05 -2.72835960080727 -1.6305133966078
4.50474235117893e-05 -2.72984446088382 -1.63156589376793
4.5048413412795e-05 -2.73057645351313 -1.63208041383017
4.50503932148065e-05 -2.73197502974545 -1.63307279965903
4.50543528188293e-05 -2.73464203082173 -1.63495995373003
4.50594185480394e-05 -2.73777675596702 -1.63718295636428
4.5060921590837e-05 -2.73866738936826 -1.63781005258317
4.50639276764323e-05 -2.74036352167199 -1.63901316541512
4.50699398476227e-05 -2.74355658231894 -1.64127050851754
4.50782582780953e-05 -2.74754014801682 -1.64409314317892
4.50931378824631e-05 -2.75374230684758 -1.64848112234175
4.5101e-05 -2.75662062552366 -1.65052177993021
