Measurement report of dcv_sheet_regu,,,
Generated by DesCoVer 2.6.0,,,
Date,2017-02-20 11:33:40 -0600,Author,b48923
,,,
,,,
amplitude,time,V_total,V_out_model
-50,0,,0.0895522
-50,3.91495E-008,,0.124611
-50,4.01495E-008,,0.125472
-50,4.11495E-008,,0.126333
-50,4.21495E-008,,0.127192
-50,4.31495E-008,,0.128051
-50,4.41495E-008,,0.128908
-50,4.51495E-008,,0.129765
-50,4.61495E-008,,0.130621
-50,4.71495E-008,,0.131476
-50,4.81495E-008,,0.13233
-50,4.91495E-008,,0.133184
-50,5.01495E-008,,0.134036
-50,5.11495E-008,,0.134888
-50,5.21495E-008,,0.135739
-50,5.31495E-008,,0.136589
-50,5.41495E-008,,0.137438
-50,5.51495E-008,,0.138287
-50,5.61495E-008,,0.139134
-50,5.71495E-008,,0.139981
-50,5.81495E-008,,0.140827
-50,5.91495E-008,,0.141672
-50,6.01495E-008,,0.142516
-50,6.11495E-008,,0.14336
-50,6.21495E-008,,0.144203
-50,6.31495E-008,,0.145044
-50,6.41495E-008,,0.145885
-50,6.51495E-008,,0.146725
-50,6.61495E-008,,0.147565
-50,6.71495E-008,,0.148403
-50,6.81495E-008,,0.149241
-50,6.91495E-008,,0.150078
-50,7.01495E-008,,0.150914
-50,7.11495E-008,,0.151749
-50,7.21495E-008,,0.152583
-50,7.31495E-008,,0.153417
-50,7.41495E-008,,0.154249
-50,7.51495E-008,,0.155081
-50,7.61495E-008,,0.155912
-50,7.71495E-008,,0.156742
-50,7.81495E-008,,0.157572
-50,7.91495E-008,,0.158401
-50,8.01495E-008,,0.159228
-50,8.11495E-008,,0.160055
-50,8.21495E-008,,0.160881
-50,8.31495E-008,,0.161707
-50,8.41495E-008,,0.162531
-50,8.51495E-008,,0.163355
-50,8.61495E-008,,0.164178
-50,8.71495E-008,,0.165
-50,8.81495E-008,,0.165822
-50,8.91495E-008,,0.166642
-50,9.01495E-008,,0.167462
-50,9.11495E-008,,0.168281
-50,9.21495E-008,,0.169099
-50,9.31495E-008,,0.169916
-50,9.41495E-008,,0.170732
-50,9.51495E-008,,0.171548
-50,9.61495E-008,,0.172363
-50,9.71495E-008,,0.173177
-50,9.81495E-008,,0.17399
-50,9.91495E-008,,0.174803
-50,1.00149E-007,,0.175614
-50,1.01149E-007,,0.176425
-50,1.02149E-007,,0.177235
-50,1.03149E-007,,0.178045
-50,1.04149E-007,,0.178853
-50,1.05149E-007,,0.179661
-50,1.06149E-007,,0.180468
-50,1.07149E-007,,0.181274
-50,1.08149E-007,,0.182079
-50,1.09149E-007,,0.182884
-50,1.10149E-007,,0.183687
-50,1.11149E-007,,0.18449
-50,1.12149E-007,,0.185292
-50,1.13149E-007,,0.186094
-50,1.14149E-007,,0.186894
-50,1.15149E-007,,0.187694
-50,1.16149E-007,,0.188493
-50,1.17149E-007,,0.189291
-50,1.18149E-007,,0.190089
-50,1.19149E-007,,0.190885
-50,1.20149E-007,,0.191681
-50,1.21149E-007,,0.192476
-50,1.22149E-007,,0.193271
-50,1.23149E-007,,0.194064
-50,1.24149E-007,,0.194857
-50,1.25149E-007,,0.195649
-50,1.26149E-007,,0.19644
