time	V_out_model
1.31E-05	0.999998
1.31E-05	0.999998
1.31E-05	0.999998
1.31E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.32E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.33E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.34E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999998
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.35E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.36E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.37E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.38E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.39E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.40E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.41E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.42E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
1.43E-05	0.999999
