time	V_out_model
6.33E-06	0.9982
6.33E-06	0.998202
6.33E-06	0.998204
6.33E-06	0.998205
6.33E-06	0.998207
6.33E-06	0.998209
6.33E-06	0.998211
6.33E-06	0.998213
6.33E-06	0.998214
6.34E-06	0.998216
6.34E-06	0.998218
6.34E-06	0.99822
6.34E-06	0.998221
6.34E-06	0.998223
6.34E-06	0.998225
6.34E-06	0.998227
6.34E-06	0.998228
6.34E-06	0.99823
6.34E-06	0.998232
6.35E-06	0.998234
6.35E-06	0.998235
6.35E-06	0.998237
6.35E-06	0.998239
6.35E-06	0.99824
6.35E-06	0.998242
6.35E-06	0.998244
6.35E-06	0.998246
6.35E-06	0.998247
6.35E-06	0.998249
6.36E-06	0.998251
6.36E-06	0.998253
6.36E-06	0.998254
6.36E-06	0.998256
6.36E-06	0.998258
6.36E-06	0.998259
6.36E-06	0.998261
6.36E-06	0.998263
6.36E-06	0.998265
6.36E-06	0.998266
6.37E-06	0.998268
6.37E-06	0.99827
6.37E-06	0.998271
6.37E-06	0.998273
6.37E-06	0.998275
6.37E-06	0.998276
6.37E-06	0.998278
6.37E-06	0.99828
6.37E-06	0.998282
6.37E-06	0.998283
6.38E-06	0.998285
6.38E-06	0.998287
6.38E-06	0.998288
6.38E-06	0.99829
6.38E-06	0.998292
6.38E-06	0.998293
6.38E-06	0.998295
6.38E-06	0.998297
6.38E-06	0.998298
6.38E-06	0.9983
6.39E-06	0.998302
6.39E-06	0.998303
6.39E-06	0.998305
6.39E-06	0.998307
6.39E-06	0.998308
6.39E-06	0.99831
6.39E-06	0.998312
6.39E-06	0.998313
6.39E-06	0.998315
6.39E-06	0.998317
6.40E-06	0.998318
6.40E-06	0.99832
6.40E-06	0.998322
6.40E-06	0.998323
6.40E-06	0.998325
6.40E-06	0.998327
6.40E-06	0.998328
6.40E-06	0.99833
6.40E-06	0.998332
6.40E-06	0.998333
6.41E-06	0.998335
6.41E-06	0.998336
6.41E-06	0.998338
6.41E-06	0.99834
6.41E-06	0.998341
6.41E-06	0.998343
6.41E-06	0.998345
6.41E-06	0.998346
6.41E-06	0.998348
6.41E-06	0.998349
6.42E-06	0.998351
6.42E-06	0.998353
6.42E-06	0.998354
6.42E-06	0.998356
6.42E-06	0.998358
6.42E-06	0.998359
6.42E-06	0.998361
6.42E-06	0.998362
6.42E-06	0.998364
6.42E-06	0.998366
6.43E-06	0.998367
6.43E-06	0.998369
6.43E-06	0.99837
6.43E-06	0.998372
6.43E-06	0.998374
6.43E-06	0.998375
6.43E-06	0.998377
6.43E-06	0.998378
6.43E-06	0.99838
6.43E-06	0.998382
6.44E-06	0.998383
6.44E-06	0.998385
6.44E-06	0.998386
6.44E-06	0.998388
6.44E-06	0.99839
6.44E-06	0.998391
6.44E-06	0.998393
6.44E-06	0.998394
6.44E-06	0.998396
6.44E-06	0.998397
6.45E-06	0.998399
6.45E-06	0.998401
6.45E-06	0.998402
6.45E-06	0.998404
6.45E-06	0.998405
6.45E-06	0.998407
6.45E-06	0.998408
6.45E-06	0.99841
6.45E-06	0.998412
6.45E-06	0.998413
6.46E-06	0.998415
6.46E-06	0.998416
6.46E-06	0.998418
6.46E-06	0.998419
6.46E-06	0.998421
6.46E-06	0.998423
6.46E-06	0.998424
6.46E-06	0.998426
6.46E-06	0.998427
6.46E-06	0.998429
6.47E-06	0.99843
6.47E-06	0.998432
6.47E-06	0.998433
6.47E-06	0.998435
6.47E-06	0.998436
6.47E-06	0.998438
6.47E-06	0.99844
6.47E-06	0.998441
6.47E-06	0.998443
6.47E-06	0.998444
6.48E-06	0.998446
6.48E-06	0.998447
6.48E-06	0.998449
6.48E-06	0.99845
6.48E-06	0.998452
6.48E-06	0.998453
6.48E-06	0.998455
6.48E-06	0.998456
6.48E-06	0.998458
6.48E-06	0.998459
6.49E-06	0.998461
6.49E-06	0.998462
6.49E-06	0.998464
6.49E-06	0.998465
6.49E-06	0.998467
6.49E-06	0.998468
6.49E-06	0.99847
6.49E-06	0.998471
6.49E-06	0.998473
6.49E-06	0.998474
6.50E-06	0.998476
6.50E-06	0.998477
6.50E-06	0.998479
6.50E-06	0.99848
6.50E-06	0.998482
6.50E-06	0.998483
6.50E-06	0.998485
6.50E-06	0.998486
6.50E-06	0.998488
6.50E-06	0.998489
6.51E-06	0.998491
6.51E-06	0.998492
6.51E-06	0.998494
6.51E-06	0.998495
6.51E-06	0.998497
6.51E-06	0.998498
6.51E-06	0.9985
6.51E-06	0.998501
6.51E-06	0.998503
6.51E-06	0.998504
6.52E-06	0.998506
6.52E-06	0.998507
6.52E-06	0.998509
6.52E-06	0.99851
6.52E-06	0.998512
6.52E-06	0.998513
6.52E-06	0.998514
6.52E-06	0.998516
6.52E-06	0.998517
6.52E-06	0.998519
6.53E-06	0.99852
6.53E-06	0.998522
6.53E-06	0.998523
6.53E-06	0.998525
6.53E-06	0.998526
6.53E-06	0.998528
6.53E-06	0.998529
6.53E-06	0.99853
6.53E-06	0.998532
6.53E-06	0.998533
6.54E-06	0.998535
6.54E-06	0.998536
6.54E-06	0.998538
6.54E-06	0.998539
6.54E-06	0.998541
6.54E-06	0.998542
6.54E-06	0.998543
6.54E-06	0.998545
6.54E-06	0.998546
6.54E-06	0.998548
6.55E-06	0.998549
6.55E-06	0.998551
6.55E-06	0.998552
6.55E-06	0.998553
6.55E-06	0.998555
6.55E-06	0.998556
6.55E-06	0.998558
6.55E-06	0.998559
6.55E-06	0.99856
6.55E-06	0.998562
6.56E-06	0.998563
6.56E-06	0.998565
6.56E-06	0.998566
6.56E-06	0.998568
6.56E-06	0.998569
6.56E-06	0.99857
6.56E-06	0.998572
6.56E-06	0.998573
6.56E-06	0.998575
6.56E-06	0.998576
6.57E-06	0.998577
6.57E-06	0.998579
6.57E-06	0.99858
6.57E-06	0.998582
6.57E-06	0.998583
6.57E-06	0.998584
6.57E-06	0.998586
6.57E-06	0.998587
6.57E-06	0.998589
6.57E-06	0.99859
6.58E-06	0.998591
6.58E-06	0.998593
6.58E-06	0.998594
6.58E-06	0.998595
6.58E-06	0.998597
6.58E-06	0.998598
6.58E-06	0.9986
6.58E-06	0.998601
6.58E-06	0.998602
6.58E-06	0.998604
6.59E-06	0.998605
6.59E-06	0.998606
6.59E-06	0.998608
6.59E-06	0.998609
6.59E-06	0.998611
6.59E-06	0.998612
6.59E-06	0.998613
6.59E-06	0.998615
6.59E-06	0.998616
6.59E-06	0.998617
6.60E-06	0.998619
6.60E-06	0.99862
6.60E-06	0.998621
6.60E-06	0.998623
6.60E-06	0.998624
6.60E-06	0.998626
6.60E-06	0.998627
6.60E-06	0.998628
6.60E-06	0.99863
6.60E-06	0.998631
6.61E-06	0.998632
6.61E-06	0.998634
6.61E-06	0.998635
6.61E-06	0.998636
6.61E-06	0.998638
6.61E-06	0.998639
6.61E-06	0.99864
6.61E-06	0.998642
6.61E-06	0.998643
6.61E-06	0.998644
6.62E-06	0.998646
6.62E-06	0.998647
6.62E-06	0.998648
6.62E-06	0.99865
6.62E-06	0.998651
6.62E-06	0.998652
6.62E-06	0.998654
6.62E-06	0.998655
6.62E-06	0.998656
6.62E-06	0.998658
6.63E-06	0.998659
6.63E-06	0.99866
6.63E-06	0.998662
6.63E-06	0.998663
6.63E-06	0.998664
6.63E-06	0.998666
6.63E-06	0.998667
6.63E-06	0.998668
6.63E-06	0.998669
6.63E-06	0.998671
6.64E-06	0.998672
6.64E-06	0.998673
6.64E-06	0.998675
6.64E-06	0.998676
6.64E-06	0.998677
6.64E-06	0.998679
6.64E-06	0.99868
6.64E-06	0.998681
6.64E-06	0.998683
6.64E-06	0.998684
6.65E-06	0.998685
6.65E-06	0.998686
6.65E-06	0.998688
6.65E-06	0.998689
6.65E-06	0.99869
6.65E-06	0.998692
6.65E-06	0.998693
6.65E-06	0.998694
6.65E-06	0.998695
6.65E-06	0.998697
6.66E-06	0.998698
6.66E-06	0.998699
6.66E-06	0.998701
6.66E-06	0.998702
6.66E-06	0.998703
6.66E-06	0.998704
6.66E-06	0.998706
6.66E-06	0.998707
6.66E-06	0.998708
6.66E-06	0.998709
6.67E-06	0.998711
6.67E-06	0.998712
6.67E-06	0.998713
6.67E-06	0.998715
6.67E-06	0.998716
6.67E-06	0.998717
6.67E-06	0.998718
6.67E-06	0.99872
6.67E-06	0.998721
6.67E-06	0.998722
6.68E-06	0.998723
6.68E-06	0.998725
6.68E-06	0.998726
6.68E-06	0.998727
6.68E-06	0.998728
6.68E-06	0.99873
6.68E-06	0.998731
6.68E-06	0.998732
6.68E-06	0.998733
6.68E-06	0.998735
6.69E-06	0.998736
6.69E-06	0.998737
6.69E-06	0.998738
6.69E-06	0.99874
6.69E-06	0.998741
6.69E-06	0.998742
6.69E-06	0.998743
6.69E-06	0.998745
6.69E-06	0.998746
6.69E-06	0.998747
6.70E-06	0.998748
6.70E-06	0.998749
6.70E-06	0.998751
6.70E-06	0.998752
6.70E-06	0.998753
6.70E-06	0.998754
6.70E-06	0.998756
6.70E-06	0.998757
6.70E-06	0.998758
6.70E-06	0.998759
6.71E-06	0.99876
6.71E-06	0.998762
6.71E-06	0.998763
6.71E-06	0.998764
6.71E-06	0.998765
6.71E-06	0.998767
6.71E-06	0.998768
6.71E-06	0.998769
6.71E-06	0.99877
6.71E-06	0.998771
6.72E-06	0.998773
6.72E-06	0.998774
6.72E-06	0.998775
6.72E-06	0.998776
6.72E-06	0.998777
6.72E-06	0.998779
6.72E-06	0.99878
6.72E-06	0.998781
6.72E-06	0.998782
6.72E-06	0.998783
6.73E-06	0.998785
6.73E-06	0.998786
6.73E-06	0.998787
6.73E-06	0.998788
6.73E-06	0.998789
6.73E-06	0.998791
6.73E-06	0.998792
6.73E-06	0.998793
6.73E-06	0.998794
6.73E-06	0.998795
6.74E-06	0.998797
6.74E-06	0.998798
6.74E-06	0.998799
6.74E-06	0.9988
6.74E-06	0.998801
6.74E-06	0.998802
6.74E-06	0.998804
6.74E-06	0.998805
6.74E-06	0.998806
6.74E-06	0.998807
6.75E-06	0.998808
6.75E-06	0.99881
6.75E-06	0.998811
6.75E-06	0.998812
6.75E-06	0.998813
6.75E-06	0.998814
6.75E-06	0.998815
6.75E-06	0.998817
6.75E-06	0.998818
6.75E-06	0.998819
6.76E-06	0.99882
6.76E-06	0.998821
6.76E-06	0.998822
6.76E-06	0.998823
6.76E-06	0.998825
6.76E-06	0.998826
6.76E-06	0.998827
6.76E-06	0.998828
6.76E-06	0.998829
6.76E-06	0.99883
6.77E-06	0.998832
6.77E-06	0.998833
6.77E-06	0.998834
6.77E-06	0.998835
6.77E-06	0.998836
6.77E-06	0.998837
6.77E-06	0.998838
6.77E-06	0.99884
6.77E-06	0.998841
6.77E-06	0.998842
6.78E-06	0.998843
6.78E-06	0.998844
6.78E-06	0.998845
6.78E-06	0.998846
6.78E-06	0.998848
6.78E-06	0.998849
6.78E-06	0.99885
6.78E-06	0.998851
6.78E-06	0.998852
6.78E-06	0.998853
6.79E-06	0.998854
6.79E-06	0.998855
6.79E-06	0.998857
6.79E-06	0.998858
6.79E-06	0.998859
6.79E-06	0.99886
6.79E-06	0.998861
6.79E-06	0.998862
6.79E-06	0.998863
6.79E-06	0.998864
6.80E-06	0.998866
6.80E-06	0.998867
6.80E-06	0.998868
6.80E-06	0.998869
6.80E-06	0.99887
6.80E-06	0.998871
6.80E-06	0.998872
6.80E-06	0.998873
6.80E-06	0.998874
6.80E-06	0.998876
6.81E-06	0.998877
6.81E-06	0.998878
6.81E-06	0.998879
6.81E-06	0.99888
6.81E-06	0.998881
6.81E-06	0.998882
6.81E-06	0.998883
6.81E-06	0.998884
6.81E-06	0.998885
6.81E-06	0.998887
6.82E-06	0.998888
6.82E-06	0.998889
6.82E-06	0.99889
6.82E-06	0.998891
6.82E-06	0.998892
6.82E-06	0.998893
6.82E-06	0.998894
6.82E-06	0.998895
6.82E-06	0.998896
6.82E-06	0.998897
6.83E-06	0.998899
6.83E-06	0.9989
6.83E-06	0.998901
6.83E-06	0.998902
6.83E-06	0.998903
6.83E-06	0.998904
6.83E-06	0.998905
6.83E-06	0.998906
6.83E-06	0.998907
6.83E-06	0.998908
6.84E-06	0.998909
6.84E-06	0.99891
6.84E-06	0.998911
6.84E-06	0.998913
6.84E-06	0.998914
6.84E-06	0.998915
6.84E-06	0.998916
6.84E-06	0.998917
6.84E-06	0.998918
6.84E-06	0.998919
6.85E-06	0.99892
6.85E-06	0.998921
6.85E-06	0.998922
6.85E-06	0.998923
6.85E-06	0.998924
6.85E-06	0.998925
6.85E-06	0.998926
6.85E-06	0.998927
6.85E-06	0.998928
6.85E-06	0.99893
6.86E-06	0.998931
6.86E-06	0.998932
6.86E-06	0.998933
6.86E-06	0.998934
6.86E-06	0.998935
6.86E-06	0.998936
6.86E-06	0.998937
6.86E-06	0.998938
6.86E-06	0.998939
6.86E-06	0.99894
6.87E-06	0.998941
6.87E-06	0.998942
6.87E-06	0.998943
6.87E-06	0.998944
6.87E-06	0.998945
6.87E-06	0.998946
6.87E-06	0.998947
6.87E-06	0.998948
6.87E-06	0.998949
6.87E-06	0.99895
6.88E-06	0.998951
6.88E-06	0.998952
6.88E-06	0.998953
6.88E-06	0.998955
6.88E-06	0.998956
6.88E-06	0.998957
6.88E-06	0.998958
6.88E-06	0.998959
6.88E-06	0.99896
6.88E-06	0.998961
6.89E-06	0.998962
6.89E-06	0.998963
6.89E-06	0.998964
6.89E-06	0.998965
6.89E-06	0.998966
6.89E-06	0.998967
6.89E-06	0.998968
6.89E-06	0.998969
6.89E-06	0.99897
6.89E-06	0.998971
6.90E-06	0.998972
6.90E-06	0.998973
6.90E-06	0.998974
6.90E-06	0.998975
6.90E-06	0.998976
6.90E-06	0.998977
6.90E-06	0.998978
6.90E-06	0.998979
6.90E-06	0.99898
6.90E-06	0.998981
6.91E-06	0.998982
6.91E-06	0.998983
6.91E-06	0.998984
6.91E-06	0.998985
6.91E-06	0.998986
6.91E-06	0.998987
6.91E-06	0.998988
6.91E-06	0.998989
6.91E-06	0.99899
6.91E-06	0.998991
6.92E-06	0.998992
6.92E-06	0.998993
6.92E-06	0.998994
6.92E-06	0.998995
6.92E-06	0.998996
6.92E-06	0.998997
6.92E-06	0.998998
6.92E-06	0.998999
6.92E-06	0.999
6.92E-06	0.999001
6.93E-06	0.999002
6.93E-06	0.999003
6.93E-06	0.999004
6.93E-06	0.999005
6.93E-06	0.999006
6.93E-06	0.999007
6.93E-06	0.999008
6.93E-06	0.999009
6.93E-06	0.99901
6.93E-06	0.999011
6.94E-06	0.999012
6.94E-06	0.999013
6.94E-06	0.999013
6.94E-06	0.999014
6.94E-06	0.999015
6.94E-06	0.999016
6.94E-06	0.999017
6.94E-06	0.999018
6.94E-06	0.999019
6.94E-06	0.99902
6.95E-06	0.999021
6.95E-06	0.999022
6.95E-06	0.999023
6.95E-06	0.999024
6.95E-06	0.999025
6.95E-06	0.999026
6.95E-06	0.999027
6.95E-06	0.999028
6.95E-06	0.999029
6.95E-06	0.99903
6.96E-06	0.999031
6.96E-06	0.999032
6.96E-06	0.999033
6.96E-06	0.999034
6.96E-06	0.999035
6.96E-06	0.999036
6.96E-06	0.999037
6.96E-06	0.999037
6.96E-06	0.999038
6.96E-06	0.999039
6.97E-06	0.99904
6.97E-06	0.999041
6.97E-06	0.999042
6.97E-06	0.999043
6.97E-06	0.999044
6.97E-06	0.999045
6.97E-06	0.999046
6.97E-06	0.999047
6.97E-06	0.999048
6.97E-06	0.999049
6.98E-06	0.99905
6.98E-06	0.999051
6.98E-06	0.999052
6.98E-06	0.999053
6.98E-06	0.999053
6.98E-06	0.999054
6.98E-06	0.999055
6.98E-06	0.999056
6.98E-06	0.999057
6.98E-06	0.999058
6.99E-06	0.999059
6.99E-06	0.99906
6.99E-06	0.999061
6.99E-06	0.999062
6.99E-06	0.999063
6.99E-06	0.999064
6.99E-06	0.999065
6.99E-06	0.999065
6.99E-06	0.999066
6.99E-06	0.999067
7.00E-06	0.999068
7.00E-06	0.999069
7.00E-06	0.99907
7.00E-06	0.999071
7.00E-06	0.999072
7.00E-06	0.999073
7.00E-06	0.999074
7.00E-06	0.999075
7.00E-06	0.999076
7.00E-06	0.999076
7.01E-06	0.999077
7.01E-06	0.999078
7.01E-06	0.999079
7.01E-06	0.99908
7.01E-06	0.999081
7.01E-06	0.999082
7.01E-06	0.999083
7.01E-06	0.999084
7.01E-06	0.999085
7.01E-06	0.999085
7.02E-06	0.999086
7.02E-06	0.999087
7.02E-06	0.999088
7.02E-06	0.999089
7.02E-06	0.99909
7.02E-06	0.999091
7.02E-06	0.999092
7.02E-06	0.999093
7.02E-06	0.999094
7.02E-06	0.999094
7.03E-06	0.999095
7.03E-06	0.999096
7.03E-06	0.999097
7.03E-06	0.999098
7.03E-06	0.999099
7.03E-06	0.9991
7.03E-06	0.999101
7.03E-06	0.999102
7.03E-06	0.999102
7.03E-06	0.999103
7.04E-06	0.999104
7.04E-06	0.999105
7.04E-06	0.999106
7.04E-06	0.999107
7.04E-06	0.999108
7.04E-06	0.999109
7.04E-06	0.999109
7.04E-06	0.99911
7.04E-06	0.999111
7.04E-06	0.999112
7.05E-06	0.999113
7.05E-06	0.999114
7.05E-06	0.999115
7.05E-06	0.999116
7.05E-06	0.999116
7.05E-06	0.999117
7.05E-06	0.999118
7.05E-06	0.999119
7.05E-06	0.99912
7.05E-06	0.999121
7.06E-06	0.999122
7.06E-06	0.999123
7.06E-06	0.999123
7.06E-06	0.999124
7.06E-06	0.999125
7.06E-06	0.999126
7.06E-06	0.999127
7.06E-06	0.999128
7.06E-06	0.999129
7.06E-06	0.999129
7.07E-06	0.99913
7.07E-06	0.999131
7.07E-06	0.999132
7.07E-06	0.999133
7.07E-06	0.999134
7.07E-06	0.999135
7.07E-06	0.999135
7.07E-06	0.999136
7.07E-06	0.999137
7.07E-06	0.999138
7.08E-06	0.999139
7.08E-06	0.99914
7.08E-06	0.99914
7.08E-06	0.999141
7.08E-06	0.999142
7.08E-06	0.999143
7.08E-06	0.999144
7.08E-06	0.999145
7.08E-06	0.999146
7.08E-06	0.999146
7.09E-06	0.999147
7.09E-06	0.999148
7.09E-06	0.999149
7.09E-06	0.99915
7.09E-06	0.999151
7.09E-06	0.999151
7.09E-06	0.999152
7.09E-06	0.999153
7.09E-06	0.999154
7.09E-06	0.999155
7.10E-06	0.999156
7.10E-06	0.999156
7.10E-06	0.999157
7.10E-06	0.999158
7.10E-06	0.999159
7.10E-06	0.99916
7.10E-06	0.999161
7.10E-06	0.999161
7.10E-06	0.999162
7.10E-06	0.999163
7.11E-06	0.999164
7.11E-06	0.999165
7.11E-06	0.999165
7.11E-06	0.999166
7.11E-06	0.999167
7.11E-06	0.999168
7.11E-06	0.999169
7.11E-06	0.99917
7.11E-06	0.99917
7.11E-06	0.999171
7.12E-06	0.999172
7.12E-06	0.999173
7.12E-06	0.999174
7.12E-06	0.999174
7.12E-06	0.999175
7.12E-06	0.999176
7.12E-06	0.999177
7.12E-06	0.999178
7.12E-06	0.999179
7.12E-06	0.999179
7.13E-06	0.99918
7.13E-06	0.999181
7.13E-06	0.999182
7.13E-06	0.999183
7.13E-06	0.999183
7.13E-06	0.999184
7.13E-06	0.999185
7.13E-06	0.999186
7.13E-06	0.999187
7.13E-06	0.999187
7.14E-06	0.999188
7.14E-06	0.999189
7.14E-06	0.99919
7.14E-06	0.999191
7.14E-06	0.999191
7.14E-06	0.999192
7.14E-06	0.999193
7.14E-06	0.999194
7.14E-06	0.999195
7.14E-06	0.999195
7.15E-06	0.999196
7.15E-06	0.999197
7.15E-06	0.999198
7.15E-06	0.999198
7.15E-06	0.999199
7.15E-06	0.9992
7.15E-06	0.999201
7.15E-06	0.999202
7.15E-06	0.999202
7.15E-06	0.999203
7.16E-06	0.999204
7.16E-06	0.999205
7.16E-06	0.999206
7.16E-06	0.999206
7.16E-06	0.999207
7.16E-06	0.999208
7.16E-06	0.999209
7.16E-06	0.999209
7.16E-06	0.99921
7.16E-06	0.999211
7.17E-06	0.999212
7.17E-06	0.999213
7.17E-06	0.999213
7.17E-06	0.999214
7.17E-06	0.999215
7.17E-06	0.999216
7.17E-06	0.999216
7.17E-06	0.999217
7.17E-06	0.999218
7.17E-06	0.999219
7.18E-06	0.999219
7.18E-06	0.99922
7.18E-06	0.999221
7.18E-06	0.999222
7.18E-06	0.999223
7.18E-06	0.999223
7.18E-06	0.999224
7.18E-06	0.999225
7.18E-06	0.999226
7.18E-06	0.999226
7.19E-06	0.999227
7.19E-06	0.999228
7.19E-06	0.999229
7.19E-06	0.999229
7.19E-06	0.99923
7.19E-06	0.999231
7.19E-06	0.999232
7.19E-06	0.999232
7.19E-06	0.999233
7.19E-06	0.999234
7.20E-06	0.999235
7.20E-06	0.999235
7.20E-06	0.999236
7.20E-06	0.999237
7.20E-06	0.999238
7.20E-06	0.999238
7.20E-06	0.999239
7.20E-06	0.99924
7.20E-06	0.999241
7.20E-06	0.999241
7.21E-06	0.999242
7.21E-06	0.999243
7.21E-06	0.999244
7.21E-06	0.999244
7.21E-06	0.999245
7.21E-06	0.999246
7.21E-06	0.999247
7.21E-06	0.999247
7.21E-06	0.999248
7.21E-06	0.999249
7.22E-06	0.99925
7.22E-06	0.99925
7.22E-06	0.999251
7.22E-06	0.999252
7.22E-06	0.999253
7.22E-06	0.999253
7.22E-06	0.999254
7.22E-06	0.999255
7.22E-06	0.999255
7.22E-06	0.999256
7.23E-06	0.999257
7.23E-06	0.999258
7.23E-06	0.999258
7.23E-06	0.999259
7.23E-06	0.99926
7.23E-06	0.999261
7.23E-06	0.999261
7.23E-06	0.999262
7.23E-06	0.999263
7.23E-06	0.999264
7.24E-06	0.999264
7.24E-06	0.999265
7.24E-06	0.999266
7.24E-06	0.999266
7.24E-06	0.999267
7.24E-06	0.999268
7.24E-06	0.999269
7.24E-06	0.999269
7.24E-06	0.99927
7.24E-06	0.999271
7.25E-06	0.999271
7.25E-06	0.999272
7.25E-06	0.999273
7.25E-06	0.999274
7.25E-06	0.999274
7.25E-06	0.999275
7.25E-06	0.999276
7.25E-06	0.999276
7.25E-06	0.999277
7.25E-06	0.999278
7.26E-06	0.999279
7.26E-06	0.999279
7.26E-06	0.99928
7.26E-06	0.999281
7.26E-06	0.999281
7.26E-06	0.999282
7.26E-06	0.999283
7.26E-06	0.999284
7.26E-06	0.999284
7.26E-06	0.999285
7.27E-06	0.999286
7.27E-06	0.999286
7.27E-06	0.999287
7.27E-06	0.999288
7.27E-06	0.999288
7.27E-06	0.999289
7.27E-06	0.99929
7.27E-06	0.999291
7.27E-06	0.999291
7.27E-06	0.999292
7.28E-06	0.999293
7.28E-06	0.999293
7.28E-06	0.999294
7.28E-06	0.999295
7.28E-06	0.999295
7.28E-06	0.999296
7.28E-06	0.999297
7.28E-06	0.999297
7.28E-06	0.999298
7.28E-06	0.999299
7.29E-06	0.9993
7.29E-06	0.9993
7.29E-06	0.999301
7.29E-06	0.999302
7.29E-06	0.999302
7.29E-06	0.999303
7.29E-06	0.999304
7.29E-06	0.999304
7.29E-06	0.999305
7.29E-06	0.999306
7.30E-06	0.999306
7.30E-06	0.999307
7.30E-06	0.999308
7.30E-06	0.999308
7.30E-06	0.999309
7.30E-06	0.99931
7.30E-06	0.999311
7.30E-06	0.999311
7.30E-06	0.999312
7.30E-06	0.999313
7.31E-06	0.999313
7.31E-06	0.999314
7.31E-06	0.999315
7.31E-06	0.999315
7.31E-06	0.999316
7.31E-06	0.999317
7.31E-06	0.999317
7.31E-06	0.999318
7.31E-06	0.999319
7.31E-06	0.999319
7.32E-06	0.99932
7.32E-06	0.999321
7.32E-06	0.999321
7.32E-06	0.999322
7.32E-06	0.999323
7.32E-06	0.999323
7.32E-06	0.999324
7.32E-06	0.999325
7.32E-06	0.999325
7.32E-06	0.999326
7.33E-06	0.999327
7.33E-06	0.999327
7.33E-06	0.999328
7.33E-06	0.999329
7.33E-06	0.999329
7.33E-06	0.99933
7.33E-06	0.999331
7.33E-06	0.999331
7.33E-06	0.999332
7.33E-06	0.999333
7.34E-06	0.999333
7.34E-06	0.999334
7.34E-06	0.999335
7.34E-06	0.999335
7.34E-06	0.999336
7.34E-06	0.999336
7.34E-06	0.999337
7.34E-06	0.999338
7.34E-06	0.999338
7.34E-06	0.999339
7.35E-06	0.99934
7.35E-06	0.99934
7.35E-06	0.999341
7.35E-06	0.999342
7.35E-06	0.999342
7.35E-06	0.999343
7.35E-06	0.999344
7.35E-06	0.999344
7.35E-06	0.999345
7.35E-06	0.999346
7.36E-06	0.999346
7.36E-06	0.999347
7.36E-06	0.999347
7.36E-06	0.999348
7.36E-06	0.999349
7.36E-06	0.999349
7.36E-06	0.99935
7.36E-06	0.999351
7.36E-06	0.999351
7.36E-06	0.999352
7.37E-06	0.999353
7.37E-06	0.999353
7.37E-06	0.999354
7.37E-06	0.999355
7.37E-06	0.999355
7.37E-06	0.999356
7.37E-06	0.999356
7.37E-06	0.999357
7.37E-06	0.999358
7.37E-06	0.999358
7.38E-06	0.999359
7.38E-06	0.99936
7.38E-06	0.99936
7.38E-06	0.999361
7.38E-06	0.999361
7.38E-06	0.999362
7.38E-06	0.999363
7.38E-06	0.999363
7.38E-06	0.999364
7.38E-06	0.999365
7.39E-06	0.999365
7.39E-06	0.999366
7.39E-06	0.999366
7.39E-06	0.999367
7.39E-06	0.999368
7.39E-06	0.999368
7.39E-06	0.999369
7.39E-06	0.99937
7.39E-06	0.99937
7.39E-06	0.999371
7.40E-06	0.999371
7.40E-06	0.999372
7.40E-06	0.999373
7.40E-06	0.999373
7.40E-06	0.999374
7.40E-06	0.999375
7.40E-06	0.999375
7.40E-06	0.999376
7.40E-06	0.999376
7.40E-06	0.999377
7.41E-06	0.999378
7.41E-06	0.999378
7.41E-06	0.999379
7.41E-06	0.999379
7.41E-06	0.99938
7.41E-06	0.999381
7.41E-06	0.999381
7.41E-06	0.999382
7.41E-06	0.999382
7.41E-06	0.999383
7.42E-06	0.999384
7.42E-06	0.999384
7.42E-06	0.999385
7.42E-06	0.999385
7.42E-06	0.999386
7.42E-06	0.999387
7.42E-06	0.999387
7.42E-06	0.999388
7.42E-06	0.999389
7.42E-06	0.999389
7.43E-06	0.99939
7.43E-06	0.99939
7.43E-06	0.999391
7.43E-06	0.999392
7.43E-06	0.999392
7.43E-06	0.999393
7.43E-06	0.999393
7.43E-06	0.999394
7.43E-06	0.999394
7.43E-06	0.999395
7.44E-06	0.999396
7.44E-06	0.999396
7.44E-06	0.999397
7.44E-06	0.999397
7.44E-06	0.999398
7.44E-06	0.999399
7.44E-06	0.999399
7.44E-06	0.9994
7.44E-06	0.9994
7.44E-06	0.999401
7.45E-06	0.999402
7.45E-06	0.999402
7.45E-06	0.999403
7.45E-06	0.999403
7.45E-06	0.999404
7.45E-06	0.999405
7.45E-06	0.999405
7.45E-06	0.999406
7.45E-06	0.999406
7.45E-06	0.999407
7.46E-06	0.999407
7.46E-06	0.999408
7.46E-06	0.999409
7.46E-06	0.999409
7.46E-06	0.99941
7.46E-06	0.99941
7.46E-06	0.999411
7.46E-06	0.999412
7.46E-06	0.999412
7.46E-06	0.999413
7.47E-06	0.999413
7.47E-06	0.999414
7.47E-06	0.999414
7.47E-06	0.999415
7.47E-06	0.999416
7.47E-06	0.999416
7.47E-06	0.999417
7.47E-06	0.999417
7.47E-06	0.999418
7.47E-06	0.999418
7.48E-06	0.999419
7.48E-06	0.99942
7.48E-06	0.99942
7.48E-06	0.999421
7.48E-06	0.999421
7.48E-06	0.999422
7.48E-06	0.999422
7.48E-06	0.999423
7.48E-06	0.999424
7.48E-06	0.999424
7.49E-06	0.999425
7.49E-06	0.999425
7.49E-06	0.999426
7.49E-06	0.999426
7.49E-06	0.999427
7.49E-06	0.999428
7.49E-06	0.999428
