time V_model I_model
0.0 11.7111111111478 0.00577777777779445
1e-10 11.7111111111415 0.00577777777779445
2e-10 11.7111111111363 0.00577777777779417
7e-10 11.7111111111234 0.00577777777779156
1.2e-09 11.711111111117 0.00577777777778601
1.59628963206552e-09 11.7111111111144 0.00577777777778047
2.59628963206552e-09 11.7111111111121 0.00577777777777925
3.59628963206552e-09 11.7111111111114 0.00577777777777825
4.59628963206552e-09 11.7111111111112 0.00577777777777793
5.59628963206552e-09 11.7111111111111 0.00577777777777782
6.59628963206552e-09 11.7111111111111 0.00577777777777779
7.59628963206552e-09 11.7111111111111 0.00577777777777778
8.59628963206552e-09 11.7111111111111 0.00577777777777778
1.35962896320655e-08 11.7111111111111 0.00577777777777778
3.85962896320655e-08 11.7111111111111 0.00577777777777778
1.63596289632066e-07 11.7111111111111 0.00577777777777778
7.63596289632066e-07 11.7111111111111 0.00577777777777778
1.36359628963207e-06 11.7111111111111 0.00577777777777778
1.96359628963207e-06 11.7111111111111 0.00577777777777778
2.56359628963207e-06 11.7111111111111 0.00577777777777778
3.16359628963207e-06 11.7111111111111 0.00577777777777778
3.76359628963207e-06 11.7111111111111 0.00577777777777778
4.36359628963207e-06 11.7111111111111 0.00577777777777778
4.96359628963207e-06 11.7111111111111 0.00577777777777778
5.56359628963207e-06 11.7111111111111 0.00577777777777778
6.16359628963207e-06 11.7111111111111 0.00577777777777778
6.76359628963207e-06 11.7111111111111 0.00577777777777778
7.36359628963207e-06 11.7111111111111 0.00577777777777778
7.96359628963207e-06 11.7111111111111 0.00577777777777778
8.56359628963207e-06 11.7111111111111 0.00577777777777778
9.16359628963207e-06 11.7111111111111 0.00577777777777778
9.58179814481603e-06 11.7111111111111 0.00577777777777778
1e-05 11.7111111111111 0.00577777777777778
1.00003e-05 13.211111111111 0.00577777777777778
1.00004447252578e-05 14.2043576020628 0.0058764540899018
1.00005894505156e-05 15.4059677059818 0.00604047033586398
1.00011036841804e-05 20.5393483977606 0.00690411563032314
1.00015323992718e-05 25.7283614450792 0.00862447861018074
1.00022661996359e-05 32.8054651253223 0.120769623524779
1.0002633099818e-05 34.0810167746522 0.258449330023363
1.0003e-05 33.4050382183626 0.410837612109733
1.00030391651135e-05 33.2666355289072 0.410005547694436
1.00030783302269e-05 33.1419272734225 0.409003122915181
1.00032741557942e-05 32.7751966494094 0.403223479837145
1.00034699813615e-05 32.6247626667074 0.395186786595301
1.00038648311148e-05 32.6630827624076 0.377115308513059
1.000387742611e-05 32.6754012854205 0.376554029675669
1.00039404010861e-05 32.7342055039977 0.376578410663131
1.00042552759665e-05 32.9350156891681 0.377282246126684
1.00051700692071e-05 32.9401905195293 0.38510049308814
1.00061700692071e-05 32.740909407452 0.385263130613779
1.00071700692071e-05 32.9469694708677 0.37900000994849
1.00081700692072e-05 32.8880951670345 0.385476183370127
1.00091700692072e-05 32.7724492130768 0.3836258481068
1.00101700692072e-05 32.9244410382785 0.379991260982414
1.00111700692072e-05 32.8810148025065 0.384768146917324
1.00121700692072e-05 32.7957132679546 0.383403322364491
1.00131700692072e-05 32.9078238562229 0.380722416992858
1.00141700692072e-05 32.8757922595748 0.384245892624149
1.00151700692072e-05 32.8128730518732 0.383239185300922
1.00161700692072e-05 32.8955668677096 0.381261724487443
1.00171700692072e-05 32.8719400631849 0.38386067298516
1.00181700692072e-05 32.8255302685828 0.383118116271526
1.00191700692072e-05 32.8865259986313 0.381659522726889
1.00201700692072e-05 32.8690986471889 0.383576531385556
1.00211700692072e-05 32.8554057281984 0.383028814625936
1.00221700692072e-05 32.8651863846202 0.382598465743379
1.00231700692072e-05 32.8623919113568 0.382905857802349
1.00241700692072e-05 32.8601962537928 0.382818031499785
1.00251700692072e-05 32.8617645806242 0.382749025119201
1.00261700692072e-05 32.8606443471732 0.382798315391047
1.00271700692072e-05 32.8614445139239 0.382763108054014
1.00281700692072e-05 32.8608729662448 0.382788256151894
1.00291700692072e-05 32.861281214587 0.382770293224837
1.00301700692072e-05 32.8609896086283 0.382783123887021
1.00311700692072e-05 32.8611978985988 0.382773959128319
1.00321700692072e-05 32.8610491200485 0.382780505384534
1.00331700692072e-05 32.8611553904416 0.382775829487238
1.00341700692072e-05 32.8610794830179 0.382779169413878
1.00351700692072e-05 32.8611337026062 0.382776783751992
1.00361700692072e-05 32.8610949743289 0.382778487796196
1.00371700692072e-05 32.8611226373841 0.382777270621765
1.00381700692072e-05 32.861102878059 0.382778140032073
1.00391700692072e-05 32.8611169918627 0.38277751902471
1.00401700692072e-05 32.8611069105743 0.382777962601398
1.00411700692072e-05 32.8611141114946 0.382777645760906
1.00421700692072e-05 32.8611089679801 0.382777872075543
1.00431700692072e-05 32.861112641919 0.382777710422231
1.00441700692072e-05 32.8611100176769 0.382777825888883
1.00451700692072e-05 32.8611118921355 0.382777743412703
1.00461700692072e-05 32.8611105532365 0.38277780232426
1.00471700692072e-05 32.861111509593 0.382777760244576
1.00481700692072e-05 32.8611108264812 0.382777790301493
1.00491700692072e-05 32.8611113144182 0.382777768832267
1.00501700692072e-05 32.8611109658918 0.382777784167428
1.00511700692072e-05 32.8611112148392 0.382777773213741
1.00521700692072e-05 32.8611110370196 0.382777781037804
1.00531700692072e-05 32.8611111640336 0.382777775449188
1.00541700692072e-05 32.8611110733093 0.382777779441057
1.00551700692072e-05 32.8611111381124 0.382777776589722
1.00561700692072e-05 32.8611110918245 0.382777778626389
1.00571700692072e-05 32.8611111248873 0.382777777171627
1.00581700692072e-05 32.861111101271 0.382777778210743
1.00591700692072e-05 32.8611111181398 0.382777777468517
