time V_out_total I_out_total
0.0 0.0 0.0
5.79587685895725e-11 1.32102906411761e-09 2.22613967375576e-06
1.15917537179145e-10 4.35409770448378e-09 5.14213454720849e-06
2.6564940734426e-10 1.85982000995196e-08 1.36108815321709e-05
5.08620664202212e-10 7.02774024625523e-08 2.84237387038177e-05
9.50844291218478e-10 2.51560678198734e-07 5.26681265709484e-05
1.66415952046258e-09 7.37395601777639e-07 8.20484157251784e-05
2.70462917374012e-09 1.72880692860171e-06 0.000106272423805005
4.16989308769663e-09 3.40262097950487e-06 0.000119228881049488
6.24140977821401e-09 5.93377449741188e-06 0.000121662829349625
9.2685681439995e-09 9.61845980275329e-06 0.000118049111466817
1.37153364101062e-08 1.48090186034374e-05 0.000111680665429862
1.99848512148465e-08 2.16717579534398e-05 0.000103687056670885
2.88292412272556e-08 3.05502667060694e-05 9.37816492327274e-05
4.08072420239149e-08 4.13016258889238e-05 8.27397277446446e-05
5.66842416721015e-08 5.36735572327213e-05 7.04365478872268e-05
7.66697733838353e-08 6.69579660524696e-05 6.01370765602047e-05
1.01821779366855e-07 8.14166035944029e-05 5.27299619567132e-05
1.32629298998152e-07 9.71085958358876e-05 4.72237544045676e-05
1.70952108881678e-07 0.000114847065744811 4.35297798386083e-05
2.17022014586611e-07 0.000134647891054979 4.0397782462978e-05
2.76372077607274e-07 0.000158580337782283 3.80119532917626e-05
3.33777830472716e-07 0.000180179415237894 3.57723277205202e-05
3.54021277168124e-07 0.000187484508044398 3.53884361522468e-05
3.74264723863532e-07 0.000194656582100269 3.46703420745009e-05
4.20499224534764e-07 0.000215971774739041 5.36962498007397e-05
4.52974921606587e-07 0.000249601504287436 0.000137796821659497
4.60020365448493e-07 0.000261594972199744 0.00015523040973045
4.65837412410167e-07 0.000272294789406057 0.00016976476418353
4.72979125937965e-07 0.000286365463562377 0.000191925006269046
4.80120839465762e-07 0.000302190424194529 0.000218829944258217
4.8553457307635e-07 0.000315423740099173 0.000239662098546844
4.91211560659306e-07 0.000330302769413797 0.000253409754715732
4.96708333563481e-07 0.000345374215090915 0.000262211826496616
5.02725416446606e-07 0.000362270165298589 0.000265067257647203
5.10234320094747e-07 0.000383427805331488 0.000271399154515681
5.1834258860501e-07 0.000407802878692539 0.000301312705854334
5.26941079763175e-07 0.000435358027466247 0.000316433242253552
5.35342436092069e-07 0.000463652032814426 0.00032859469739828
5.46462859336922e-07 0.000502368551138309 0.000341926617880966
5.58586010584324e-07 0.000545658520160076 0.000348265131141101
5.70282360905074e-07 0.000590517235939371 0.000396182700902726
5.803902162174e-07 0.000631587227312831 0.000391174845108262
5.93083511448425e-07 0.000683342876008876 0.000399752130787937
6.05386361953255e-07 0.000733865202200035 0.000397562754950955
6.20244016783884e-07 0.000793958813585381 0.000388220895915512
6.38164486059028e-07 0.00086469233264506 0.000379421473209577
6.55244136546374e-07 0.00093002670367714 0.00036441349606639
6.77400696160492e-07 0.00101202595654632 0.00035542305250218
6.98518536890887e-07 0.00108726555737633 0.000337336130129664
7.05051496420117e-07 0.00110905728567956 0.000324303089857487
7.11584455949347e-07 0.0011280464952873 0.000283969730292843
7.24685274379086e-07 0.00116159244204395 0.000217427146951168
7.37925062074964e-07 0.00119094658461912 0.000224711130276211
7.50390324188844e-07 0.00122124024132984 0.000258279660707806
7.6457188218409e-07 0.00125964696395921 0.000278896712718424
7.77917682556329e-07 0.00129821316009567 0.000295186001625906
7.93280841313043e-07 0.00134436162333989 0.000301852037780849
8.11025257302561e-07 0.00139649564626009 0.000283432425464841
8.29145645375102e-07 0.00144886072406347 0.000291820047792387
8.52470875996236e-07 0.00151927433292527 0.000307864934695952
8.83801959712114e-07 0.00163113347480354 0.000404235148791419
9.22475045524044e-07 0.00184587403467623 0.000704755687292413
9.61237522762022e-07 0.00221025072122325 0.00117394415215712
1e-06 0.00278804416750346 0.00180579271005238
1.00582288431635e-06 0.00289228978223239 0.00179027102093398
1.0116457686327e-06 0.00299756510811089 0.00180820163399947
1.03053431172385e-06 0.00334569428458331 0.00187827243434175
1.04877659831752e-06 0.00369412522672121 0.00194266902751413
1.08395245998611e-06 0.00439788416536013 0.00205915930450039
1.13411008889648e-06 0.00546915682187631 0.00221334748403388
1.20405113359152e-06 0.00708956368441111 0.0024197274843827
1.25301374434515e-06 0.00831322191406551 0.00257848961103403
1.30310968998453e-06 0.00964691383917696 0.00274563413157589
1.35376846293051e-06 0.0110814861657814 0.0029175226624307
1.40292215398149e-06 0.0125570967896742 0.00308588944324053
1.45202188411392e-06 0.0141134661511375 0.00325323641383585
1.50717159111927e-06 0.0159612161816777 0.00344743821724431
1.56693725474406e-06 0.0180832747911386 0.00365438131478287
1.63210312635042e-06 0.0205399744315806 0.00388618546039963
1.68541288462726e-06 0.0226600702464852 0.0040680266426638
1.74865443016026e-06 0.0253027645113927 0.00429072549702681
1.8113704243768e-06 0.0280601310558417 0.00450363334116036
1.88103579955834e-06 0.0312807940938464 0.00474428117853653
1.96179680193646e-06 0.035219946644137 0.00501288694608407
2.07447663723619e-06 0.0410751328718588 0.00538204791984964
2.21514101066217e-06 0.0489459903330633 0.00581157798206947
2.35496049387117e-06 0.0573424972726541 0.00620220639880197
2.49698943093029e-06 0.0663773973799094 0.00652430718479185
2.68612076222639e-06 0.0786434737795051 0.00645120614674849
2.91526437040874e-06 0.0928120994102886 0.00592093231976642
3.14728729974575e-06 0.10597510318547 0.00543173211701056
3.46848974449111e-06 0.122370350203109 0.00478417847695203
3.89440455412925e-06 0.141058570236378 0.00399960893979901
4.46469963813715e-06 0.161136195337895 0.00305087525237658
4.65717515278937e-06 0.166412119197342 0.0027462150127691
4.70529403145243e-06 0.167691468556273 0.0026638533454366
4.75341291011548e-06 0.168929231392756 0.00257753641088931
4.90244934565401e-06 0.172553498147997 0.00229608242362891
5.00677536449051e-06 0.174828676846876 0.00207619861393599
5.10525046824613e-06 0.176766755491571 0.00187069261024484
5.23618648405677e-06 0.179027688126655 0.00159368446065475
5.39993954160205e-06 0.181117225957392 0.00128157802323027
5.64374615530326e-06 0.183746571127719 0.000886579959764253
6.02756848301889e-06 0.186350093875707 0.000481353185550376
6.75203888814729e-06 0.188855365615531 0.000221707087055603
7.87496743772514e-06 0.191000406445309 0.000171918550125333
9.0897552642427e-06 0.192900540317728 0.000152631791668884
1.02760183819166e-05 0.194546493261208 0.00013667548665629
1.1843037631569e-05 0.196436691140917 0.000116479884698811
1.43261578146735e-05 0.198839840754199 8.90990499050809e-05
1.77134655226706e-05 0.201110212021016 5.71263296293562e-05
2.17134655226706e-05 0.202564314130388 2.78627591435904e-05
2.57134655226706e-05 0.202965506552711 4.5354909918971e-06
2.59634655226706e-05 0.202959024707325 3.58546359606471e-06
2.62134655226706e-05 0.202949382286118 2.35416478278072e-06
2.63729629857186e-05 0.202941604511054 1.39937104550458e-06
2.64128373514806e-05 0.202939515335616 1.04706837859292e-06
2.64527117172427e-05 0.202937337497295 8.04232758175316e-07
2.65025546744452e-05 0.202934480648817 5.45633290535696e-07
2.65056698592703e-05 0.202934294463528 5.33053258075511e-07
2.65087850440955e-05 0.202934114707234 5.1080740590681e-07
2.65126790251269e-05 0.20293388452279 3.82729808931503e-07
2.65136525203848e-05 0.202933829808741 3.12522708006968e-07
2.65146260156426e-05 0.202933769557533 1.45321815386845e-07
2.6515842884715e-05 0.202933685571105 -4.55588601985801e-07
2.65170597537873e-05 0.202933565880186 -3.01003131544519e-06
2.65182277994929e-05 0.202933428572449 -3.95732358855483e-06
2.65189977309771e-05 0.202933423479123 -3.89422132646144e-07
2.6520287666029e-05 0.202933422096375 -1.07831452450691e-05
2.65214413529924e-05 0.202933377739252 9.16191123996324e-06
2.6522924177806e-05 0.20293338765812 3.15719462094244e-06
2.65248766365715e-05 0.20293340123339 9.26409065507006e-06
2.65275962178483e-05 0.202933403353921 5.73037401555565e-06
2.6531527503688e-05 0.202933354481493 2.68352925655579e-06
2.65406814083341e-05 0.202932960446177 1.73365511792756e-06
2.65546345453492e-05 0.202932316707943 9.41066093482212e-07
2.65857742084845e-05 0.202930673515894 8.05139747869776e-07
2.66445489765714e-05 0.202927316341184 9.77009968455844e-08
2.67239452677828e-05 0.202921527713422 -1.29767944298809e-06
2.68569562653502e-05 0.202907608306559 -4.30057925143446e-06
2.71092797704883e-05 0.202853290732721 -1.53677704897076e-05
2.71555099778617e-05 0.202840487445553 -2.15361213823845e-05
2.7201740185235e-05 0.20281626204938 -4.62543328503595e-05
2.73035746830304e-05 0.202779544592049 -1.33600240438347e-05
2.73868092884237e-05 0.202770955209779 5.26689651809409e-06
2.74624842101105e-05 0.202766594035182 -4.41795130414202e-06
2.75411026284364e-05 0.202760957930943 2.86719729433171e-06
2.76182870787325e-05 0.202755912714952 -3.8136443699488e-06
2.77048206465195e-05 0.202749984231366 2.19542365082481e-06
2.77997428528986e-05 0.202743471404498 -3.30591089622856e-06
2.78958732236642e-05 0.202736529055932 1.29464922355993e-06
2.80086631181253e-05 0.202728439135568 -3.38857592326047e-06
2.81424508707403e-05 0.202718304587971 3.39559437284587e-07
2.82969014410308e-05 0.202707587954991 -2.01616111271397e-06
2.84590587914984e-05 0.202695672648591 -2.85979677022707e-07
2.8635641024572e-05 0.202683236863013 -1.7507138142886e-06
2.88070857427962e-05 0.202672688530118 1.37553840897087e-06
2.89673344085465e-05 0.20266063127628 -4.3194198457136e-06
2.91110789321993e-05 0.209044288479837 0.00889878861545452
2.91428443038691e-05 0.215731392688731 0.0210580979680115
2.91537763279557e-05 0.218400887951702 0.0244250640363176
2.91647083520422e-05 0.221340591978848 0.0268976457647446
2.91850760293843e-05 0.227155483020944 0.0302156228477967
2.92020483741577e-05 0.232383991860217 0.0314111116057561
2.92204523701849e-05 0.238223653287113 0.0320664726625454
2.92412178323591e-05 0.244929263261257 0.0325314131468124
2.92649426465124e-05 0.25269001260962 0.0329072217181355
2.92919117063381e-05 0.261611065586392 0.033266738338525
2.93201692434365e-05 0.271057366981571 0.0336078648706013
2.93544719844845e-05 0.282649203562026 0.0339952260991568
2.93942793755678e-05 0.296255499827264 0.0343836636868331
2.944731984175e-05 0.314612227230182 0.0348527760344569
2.95000503801098e-05 0.333106169501149 0.0353130037512758
2.95479557161112e-05 0.35011706017881 0.0357267147747396
2.96081775956258e-05 0.37178064725182 0.036242077315181
2.96824285217402e-05 0.398905488205471 0.0368454238690791
2.96949454001927e-05 0.403527769883043 0.0369409983923568
2.96979998354774e-05 0.404656064239448 0.036954170959991
2.97003967614108e-05 0.405542083528036 0.0369771123773613
2.97041163808343e-05 0.406917590156468 0.0370143347720072
2.97072050998567e-05 0.4080607652991 0.0370354595190014
2.97113742398792e-05 0.409605645553789 0.0370684155360482
2.97177542887109e-05 0.41197133523096 0.0371166565848106
2.97318851612165e-05 0.41722867898524 0.0372177267058077
2.97553947828532e-05 0.425995099822321 0.0373859371827364
2.98049968814588e-05 0.444701870390969 0.0377275829334383
2.98606312165066e-05 0.465786961701434 0.0380998073396901
2.99655576411125e-05 0.506079632517899 0.0387330036847484
3.00776888727423e-05 0.549814660519927 0.0393076634325812
3.0227032155308e-05 0.608952813414911 0.039926504033372
3.04035332623236e-05 0.679835166627682 0.0404334572576689
3.06035487883437e-05 0.760892059301429 0.0406619533812893
3.06516808540453e-05 0.780479383146287 0.04071915850388
3.06998129197469e-05 0.800097877317882 0.0407845293581613
3.07738370893093e-05 0.830315372368669 0.0409081651892451
3.08326159203524e-05 0.854385719298568 0.0410457703788001
3.08873606763473e-05 0.876858874708804 0.0411098395662987
3.09395543189219e-05 0.898322468731091 0.0411913739081517
3.09949509990339e-05 0.921137463551932 0.0412338831993398
3.10597678920333e-05 0.947871852378203 0.041315949671425
3.1147648437292e-05 0.984183341783947 0.041382377225909
3.12613756694368e-05 1.03127803251047 0.0415004196722391
3.14118025760085e-05 1.09373938511217 0.041610747274957
3.15702352832257e-05 1.15971159248899 0.0417398998585583
3.17114228915655e-05 1.21864131275211 0.0418106299523263
3.19501801441101e-05 1.31861130092844 0.0419116200888265
3.22773277380566e-05 1.455758318178 0.042018025501943
3.27257541693518e-05 1.6441727468438 0.0420672607796409
3.34185304981319e-05 1.93536349609522 0.0421072755698887
3.36305370602276e-05 2.02446359490256 0.0420889434231485
3.38425436223233e-05 2.11347519988054 0.0420498871787844
3.40419808146441e-05 2.19707530612914 0.0419850067535486
3.40918401127242e-05 2.2179644877394 0.0419639236471979
3.41416994108044e-05 2.23884095589281 0.0419390523065807
3.42040235334047e-05 2.26491330000084 0.0419025448436277
3.42663476560049e-05 2.29095049159566 0.0418468890304808
3.4274621655775e-05 2.29440316808688 0.0417991908417256
3.42766901557176e-05 2.29526497957273 0.0417317328688093
3.42772072807032e-05 2.2954802283494 0.0416926794970058
3.42777244056888e-05 2.29569505283092 0.0416088153402308
3.42789093839596e-05 2.29618685809776 0.0415386191685261
3.42798087534823e-05 2.29656051878123 0.0417123633379592
3.42806570237309e-05 2.29691392804747 0.0417534939355031
3.42817770285604e-05 2.29738051653407 0.0416998001919992
3.42829809551491e-05 2.29788203773132 0.0417565891152774
3.42845147968315e-05 2.29852120409552 0.0417263011194074
3.42864311126011e-05 2.29931980652084 0.0417627618565394
3.42889594910336e-05 2.30037377012359 0.0417463690563555
3.42922601880604e-05 2.30174977227773 0.0417667313491664
3.42933661594921e-05 2.30221091232861 0.0417575181489829
3.42944721309238e-05 2.30267189241241 0.0417507618939821
3.42983661494949e-05 2.30429458859627 0.0417253260305783
3.43014538191935e-05 2.30558154941604 0.0417754258737413
3.43042998503752e-05 2.30676795000183 0.0417412718084185
3.43091748754971e-05 2.30879988096328 0.0417502506223877
3.43186301395291e-05 2.31274055938752 0.0417471234159902
3.43450231662558e-05 2.32373963163711 0.0417448341702011
3.43869714351819e-05 2.34119341156953 0.0416786684266783
3.44694348390172e-05 2.37520450350412 0.0409516410080954
3.45420495435743e-05 2.40503541673934 0.04135506938757
3.46150026557895e-05 2.43511968948596 0.0412663900685628
3.46964738194121e-05 2.46846161653652 0.0407314931352727
3.47705210512491e-05 2.49722845213045 0.0371169803213211
3.48462181928779e-05 2.52213845444758 0.0288492462263925
3.49091480848092e-05 2.53778958694495 0.0210446801455797
3.49894838008884e-05 2.55099335839003 0.0119805030127872
3.50740143958222e-05 2.55783971316687 0.00437183957882783
3.5163492798206e-05 2.5600126261052 0.000638932735085485
3.5275888610373e-05 2.56028224406745 -5.18269490843437e-06
3.53871787178181e-05 2.56013148514781 -0.000112105994066747
3.55123533526775e-05 2.55988049239831 -0.000135068640836966
3.56692274279301e-05 2.55952946788369 -0.000158895161560579
3.57193945613655e-05 2.55941384317271 -0.000153714490204893
3.57695616948009e-05 2.55929807292264 -0.000154031893248963
3.58778759228406e-05 2.55904646880076 -0.000157077443752618
3.5987765130002e-05 2.55878663897657 -0.000162887530540434
3.61110461648179e-05 2.55848747085732 -0.000169224940963497
3.62571789334081e-05 2.55803346315657 -0.00029855663335816
3.63795241189318e-05 2.55740836305605 -0.000568486941720892
3.64051454605697e-05 2.55736135248487 -0.000108437152704921
3.64224900102766e-05 2.55732959006212 -0.000107286162781906
3.6456001965575e-05 2.55726280991177 -0.000138814618135941
3.64939353550343e-05 2.55717722624863 -0.000159494814709804
3.65096518777951e-05 2.55713959200783 -0.000162765002533938
3.6525368400556e-05 2.55710160184659 -0.000165444480694799
3.65861439429515e-05 2.55695181582356 -0.000174619274383137
3.66691872221407e-05 2.55674119797469 -0.000179310146296485
3.68118861817502e-05 2.556373659158 -0.000182564161779597
3.69788222032968e-05 2.55593916224817 -0.000184749811845197
3.72515940180089e-05 2.55522652149833 -0.000184555640594919
3.76714065748385e-05 2.55412886644131 -0.000185190768799481
3.8240273585207e-05 2.55264332911565 -0.000183951023781326
3.90347352645019e-05 2.55057199273671 -0.000184478137970068
4e-05 2.54805994093139 -0.000183133756625375
4.00003e-05 2.54799225203605 -0.0222859686601312
4.000044264738e-05 2.5479434905357 -0.0338122113193338
4.000058529476e-05 2.54787860586883 -0.0450290753631597
4.00008537523469e-05 2.54772976836615 -0.0647087030645046
4.00011596656476e-05 2.54749786612562 -0.0850666632916811
4.00014993802516e-05 2.54716118357845 -0.110217689201382
4.00015830544172e-05 2.54706118248938 -0.117916763162766
4.00016667285827e-05 2.54695452853489 -0.125922229832799
4.00018193921561e-05 2.5467475420908 -0.142301816048019
4.00019807672279e-05 2.54649637886942 -0.166284230275868
4.00021658690547e-05 2.54614853965529 -0.207307559473355
4.00023762055467e-05 2.54568149791655 -0.235257566495498
4.00025618233809e-05 2.54523544356088 -0.244380481239324
4.0002773415458e-05 2.54470926420067 -0.252101372371894
4.0003e-05 2.54412921403873 -0.259082876468126
4.00030212443296e-05 2.5440740440303 -0.259313614395205
4.00030424886591e-05 2.5440188439829 -0.259475935353361
4.0003148710307e-05 2.54374253832821 -0.260069876744849
4.00032549319549e-05 2.5434656880112 -0.260482526237401
4.00034660112111e-05 2.54291453714376 -0.261133666939336
4.00037941849774e-05 2.54205551886708 -0.261782078181065
4.00042946506425e-05 2.54074273730014 -0.262429671991893
4.00049720390522e-05 2.53896204928189 -0.262983249109747
4.00059168571754e-05 2.53647358869484 -0.263495009124015
4.00070780815957e-05 2.53341020822016 -0.263870877349169
4.00085602839342e-05 2.52949528788327 -0.264162007918446
4.00106353928777e-05 2.52400949455264 -0.2643534368348
4.00127274937888e-05 2.51847618061991 -0.2644213924602
4.00154066265653e-05 2.51139023329738 -0.264366279984435
4.0018976219247e-05 2.50195380506616 -0.264166749159904
4.00247748861921e-05 2.48664683405428 -0.263613194335019
4.00323282376842e-05 2.46676499206106 -0.262662977544363
4.00413372618726e-05 2.44315577697725 -0.261307861539697
4.00510872225216e-05 2.41774884889519 -0.259710888091673
4.00626812371994e-05 2.38774694597368 -0.257680901704635
4.00758107988525e-05 2.35406086306133 -0.255307854538141
4.00894053994262e-05 2.31951520262064 -0.252776505940883
4.0103e-05 2.28531537200727 -0.250223122712816
4.01033e-05 2.28458298615897 -0.244089151486418
4.01036e-05 2.28386970791899 -0.237716311666876
4.01048e-05 2.2811837071232 -0.209933910596037
4.0106e-05 2.27883151437041 -0.182203539522639
4.010612e-05 2.27861345116456 -0.181705311416646
4.010624e-05 2.27839580519964 -0.181400453181233
4.01067319476963e-05 2.27750491539135 -0.1807901831748
4.01071870593602e-05 2.27668207866585 -0.180735128109631
4.01080177674618e-05 2.27518133920471 -0.180480138495189
4.01089486857568e-05 2.2735018853313 -0.180216341767093
4.01104593739732e-05 2.27078157539814 -0.179796319576041
4.01128136975583e-05 2.26655482919375 -0.179128838349547
4.01165387350632e-05 2.2598996588076 -0.178060909784537
4.01218736416462e-05 2.25044054982773 -0.176420538727258
4.01297121442922e-05 2.23671556179597 -0.173643356101082
4.01424494280438e-05 2.21522467837594 -0.163679463924367
4.01427560713545e-05 2.2147262314514 -0.162490765675671
4.01430627146653e-05 2.21423489013312 -0.160168087604799
4.01431585406999e-05 2.214082911186 -0.158542437206868
4.01432543667345e-05 2.21394906148161 -0.139725729746303
4.01434570113841e-05 2.21385273284291 0.0434737585749068
4.01436000509746e-05 2.21389302976448 0.0123095920266919
4.01437185276181e-05 2.21392819759397 0.0463517578530134
4.01438324896095e-05 2.21397746349556 0.0396831659642572
4.01439401787165e-05 2.21402713891893 0.0521382561317406
4.01440686623904e-05 2.21409345615034 0.050699450604764
4.01442175233816e-05 2.21417235600323 0.0549989868561544
4.01443585457852e-05 2.21424884877699 0.0532172621066911
4.01445067602358e-05 2.21432787240549 0.0532354009952179
4.01446588055988e-05 2.21440750738213 0.0513189793728874
4.01448219394511e-05 2.21448920511082 0.0486960539084667
4.01449989693664e-05 2.21457333344817 0.0461977269771636
4.01452032096812e-05 2.21466322525093 0.0417273962865315
4.01454371593039e-05 2.21475666750799 0.0380655456860795
4.01457008485914e-05 2.21484869497468 0.0316827482038379
